rel_video_id,query,top1,top5,top10,top15,ground_truth
video7176,a man is talking about space project adam,"[[8069, 1.4631588459014893]]","[[8069, 1.4631588459014893], [7176, 1.4701268672943115], [9609, 1.4765840768814087], [7027, 1.483150839805603], [9680, 1.4989144802093506]]","[[8069, 1.4631588459014893], [7176, 1.4701268672943115], [9609, 1.4765840768814087], [7027, 1.483150839805603], [9680, 1.4989144802093506], [8727, 1.5016758441925049], [7562, 1.502587080001831], [9821, 1.5032413005828857], [8830, 1.5052483081817627], [8917, 1.5072596073150635]]","[[8069, 1.4631588459014893], [7176, 1.4701268672943115], [9609, 1.4765840768814087], [7027, 1.483150839805603], [9680, 1.4989144802093506], [8727, 1.5016758441925049], [7562, 1.502587080001831], [9821, 1.5032413005828857], [8830, 1.5052483081817627], [8917, 1.5072596073150635], [9807, 1.511922836303711], [7418, 1.5194296836853027], [7431, 1.5253932476043701], [9620, 1.5282666683197021], [9236, 1.5313169956207275]]",7176
video8655,an animal is throwing a piece of junk,"[[9580, 1.4438080787658691]]","[[9580, 1.4438080787658691], [8044, 1.4765496253967285], [8655, 1.4788881540298462], [8929, 1.48501718044281], [7113, 1.4876140356063843]]","[[9580, 1.4438080787658691], [8044, 1.4765496253967285], [8655, 1.4788881540298462], [8929, 1.48501718044281], [7113, 1.4876140356063843], [9734, 1.4935170412063599], [8242, 1.4994170665740967], [9657, 1.5012898445129395], [7111, 1.5040223598480225], [8016, 1.5089850425720215]]","[[9580, 1.4438080787658691], [8044, 1.4765496253967285], [8655, 1.4788881540298462], [8929, 1.48501718044281], [7113, 1.4876140356063843], [9734, 1.4935170412063599], [8242, 1.4994170665740967], [9657, 1.5012898445129395], [7111, 1.5040223598480225], [8016, 1.5089850425720215], [9452, 1.5199975967407227], [8799, 1.5248527526855469], [9790, 1.526425838470459], [8469, 1.529008388519287], [7798, 1.5316349267959595]]",8655
video7355,a hand print is outlined within the silhouette of a green dinosaur shape for a movie promotion,"[[7355, 1.3451569080352783]]","[[7355, 1.3451569080352783], [8666, 1.5259562730789185], [8475, 1.5320343971252441], [8909, 1.5372395515441895], [8671, 1.541733741760254]]","[[7355, 1.3451569080352783], [8666, 1.5259562730789185], [8475, 1.5320343971252441], [8909, 1.5372395515441895], [8671, 1.541733741760254], [8266, 1.5424888134002686], [7229, 1.545691728591919], [7223, 1.5463178157806396], [7900, 1.550171136856079], [8811, 1.553528070449829]]","[[7355, 1.3451569080352783], [8666, 1.5259562730789185], [8475, 1.5320343971252441], [8909, 1.5372395515441895], [8671, 1.541733741760254], [8266, 1.5424888134002686], [7229, 1.545691728591919], [7223, 1.5463178157806396], [7900, 1.550171136856079], [8811, 1.553528070449829], [9119, 1.5560499429702759], [8784, 1.5580520629882812], [9804, 1.562238335609436], [7431, 1.5652005672454834], [8071, 1.5669589042663574]]",7355
video7680,an ethiopian woman asks a child what she is good at,"[[7134, 1.4734647274017334]]","[[7134, 1.4734647274017334], [8348, 1.501516342163086], [9228, 1.517149806022644], [8022, 1.5188310146331787], [9341, 1.5358877182006836]]","[[7134, 1.4734647274017334], [8348, 1.501516342163086], [9228, 1.517149806022644], [8022, 1.5188310146331787], [9341, 1.5358877182006836], [9230, 1.5493178367614746], [7680, 1.5628422498703003], [7970, 1.5637953281402588], [8792, 1.5732972621917725], [8304, 1.5767165422439575]]","[[7134, 1.4734647274017334], [8348, 1.501516342163086], [9228, 1.517149806022644], [8022, 1.5188310146331787], [9341, 1.5358877182006836], [9230, 1.5493178367614746], [7680, 1.5628422498703003], [7970, 1.5637953281402588], [8792, 1.5732972621917725], [8304, 1.5767165422439575], [7364, 1.5788325071334839], [8606, 1.5811355113983154], [9816, 1.5856835842132568], [8899, 1.5892174243927002], [9326, 1.5992459058761597]]",7680
video8572,a man grabs at snakes and throws them around the room,"[[7350, 1.4401075839996338]]","[[7350, 1.4401075839996338], [8572, 1.4692871570587158], [7838, 1.5008108615875244], [7466, 1.5040264129638672], [7594, 1.5211598873138428]]","[[7350, 1.4401075839996338], [8572, 1.4692871570587158], [7838, 1.5008108615875244], [7466, 1.5040264129638672], [7594, 1.5211598873138428], [8492, 1.5213783979415894], [7963, 1.5262360572814941], [7137, 1.5407099723815918], [7593, 1.5556477308273315], [9307, 1.5588738918304443]]","[[7350, 1.4401075839996338], [8572, 1.4692871570587158], [7838, 1.5008108615875244], [7466, 1.5040264129638672], [7594, 1.5211598873138428], [8492, 1.5213783979415894], [7963, 1.5262360572814941], [7137, 1.5407099723815918], [7593, 1.5556477308273315], [9307, 1.5588738918304443], [9878, 1.5607967376708984], [8456, 1.5653718709945679], [9537, 1.5705947875976562], [9520, 1.5765260457992554], [8392, 1.5787873268127441]]",8572
video7616,an orange sports car accelerates quickly,"[[7616, 1.3967053890228271]]","[[7616, 1.3967053890228271], [9535, 1.4873501062393188], [7506, 1.4992536306381226], [7844, 1.5259530544281006], [9511, 1.5359877347946167]]","[[7616, 1.3967053890228271], [9535, 1.4873501062393188], [7506, 1.4992536306381226], [7844, 1.5259530544281006], [9511, 1.5359877347946167], [8819, 1.542914628982544], [9975, 1.5429573059082031], [9259, 1.5429620742797852], [9302, 1.5485974550247192], [7544, 1.5542088747024536]]","[[7616, 1.3967053890228271], [9535, 1.4873501062393188], [7506, 1.4992536306381226], [7844, 1.5259530544281006], [9511, 1.5359877347946167], [8819, 1.542914628982544], [9975, 1.5429573059082031], [9259, 1.5429620742797852], [9302, 1.5485974550247192], [7544, 1.5542088747024536], [9328, 1.5551283359527588], [9691, 1.5633419752120972], [7796, 1.5641710758209229], [7752, 1.565923810005188], [8263, 1.5665842294692993]]",7616
video8799,different letters are coming out and sounding out the way they sound,"[[8671, 1.4529857635498047]]","[[8671, 1.4529857635498047], [8909, 1.481574296951294], [8799, 1.484312891960144], [7355, 1.4971940517425537], [9695, 1.5005979537963867]]","[[8671, 1.4529857635498047], [8909, 1.481574296951294], [8799, 1.484312891960144], [7355, 1.4971940517425537], [9695, 1.5005979537963867], [7900, 1.50146484375], [7372, 1.503241777420044], [8328, 1.5038419961929321], [8069, 1.50510835647583], [9620, 1.5067058801651]]","[[8671, 1.4529857635498047], [8909, 1.481574296951294], [8799, 1.484312891960144], [7355, 1.4971940517425537], [9695, 1.5005979537963867], [7900, 1.50146484375], [7372, 1.503241777420044], [8328, 1.5038419961929321], [8069, 1.50510835647583], [9620, 1.5067058801651], [7431, 1.521158218383789], [8618, 1.524898648262024], [7562, 1.5264637470245361], [8013, 1.5272048711776733], [9224, 1.5280017852783203]]",8799
video9301,how to make a galaxy fighter,"[[9301, 1.4939266443252563]]","[[9301, 1.4939266443252563], [7178, 1.502943992614746], [7909, 1.5218292474746704], [7732, 1.5284067392349243], [7027, 1.5325794219970703]]","[[9301, 1.4939266443252563], [7178, 1.502943992614746], [7909, 1.5218292474746704], [7732, 1.5284067392349243], [7027, 1.5325794219970703], [9306, 1.543438196182251], [8334, 1.5473482608795166], [8111, 1.547863245010376], [9609, 1.5513973236083984], [7233, 1.5547633171081543]]","[[9301, 1.4939266443252563], [7178, 1.502943992614746], [7909, 1.5218292474746704], [7732, 1.5284067392349243], [7027, 1.5325794219970703], [9306, 1.543438196182251], [8334, 1.5473482608795166], [8111, 1.547863245010376], [9609, 1.5513973236083984], [7233, 1.5547633171081543], [7035, 1.5566754341125488], [9812, 1.5592480897903442], [9620, 1.563876986503601], [9256, 1.5657057762145996], [8674, 1.5665754079818726]]",9301
video8620,a woman is making a hair accessory,"[[7560, 1.4699199199676514]]","[[7560, 1.4699199199676514], [7020, 1.4748257398605347], [8620, 1.4840890169143677], [8423, 1.4959516525268555], [7216, 1.5003358125686646]]","[[7560, 1.4699199199676514], [7020, 1.4748257398605347], [8620, 1.4840890169143677], [8423, 1.4959516525268555], [7216, 1.5003358125686646], [9349, 1.504693865776062], [8774, 1.5158427953720093], [7909, 1.5230821371078491], [7173, 1.5255376100540161], [8320, 1.529367208480835]]","[[7560, 1.4699199199676514], [7020, 1.4748257398605347], [8620, 1.4840890169143677], [8423, 1.4959516525268555], [7216, 1.5003358125686646], [9349, 1.504693865776062], [8774, 1.5158427953720093], [7909, 1.5230821371078491], [7173, 1.5255376100540161], [8320, 1.529367208480835], [8488, 1.5315343141555786], [8712, 1.5337519645690918], [8261, 1.5381886959075928], [7543, 1.5403187274932861], [8784, 1.5406285524368286]]",8620
video9404,a black t shirted man with a hat talking about an event,"[[7375, 1.4662699699401855]]","[[7375, 1.4662699699401855], [7418, 1.4722356796264648], [7412, 1.4733102321624756], [8670, 1.473332166671753], [9404, 1.513282299041748]]","[[7375, 1.4662699699401855], [7418, 1.4722356796264648], [7412, 1.4733102321624756], [8670, 1.473332166671753], [9404, 1.513282299041748], [7854, 1.5154876708984375], [9522, 1.5221455097198486], [7064, 1.5254151821136475], [7755, 1.525628685951233], [9534, 1.527001142501831]]","[[7375, 1.4662699699401855], [7418, 1.4722356796264648], [7412, 1.4733102321624756], [8670, 1.473332166671753], [9404, 1.513282299041748], [7854, 1.5154876708984375], [9522, 1.5221455097198486], [7064, 1.5254151821136475], [7755, 1.525628685951233], [9534, 1.527001142501831], [7215, 1.5315709114074707], [9901, 1.534656047821045], [8796, 1.540910005569458], [7589, 1.5420259237289429], [7790, 1.5469669103622437]]",9404
video8922,an old man shakes hands with another man and then they hug each other,"[[8922, 1.3971441984176636]]","[[8922, 1.3971441984176636], [7704, 1.4672598838806152], [8829, 1.4747174978256226], [7590, 1.5171927213668823], [7349, 1.5205988883972168]]","[[8922, 1.3971441984176636], [7704, 1.4672598838806152], [8829, 1.4747174978256226], [7590, 1.5171927213668823], [7349, 1.5205988883972168], [9545, 1.522073745727539], [9520, 1.5307629108428955], [9023, 1.5322681665420532], [7159, 1.5343414545059204], [9690, 1.543278694152832]]","[[8922, 1.3971441984176636], [7704, 1.4672598838806152], [8829, 1.4747174978256226], [7590, 1.5171927213668823], [7349, 1.5205988883972168], [9545, 1.522073745727539], [9520, 1.5307629108428955], [9023, 1.5322681665420532], [7159, 1.5343414545059204], [9690, 1.543278694152832], [7200, 1.5444626808166504], [7158, 1.5460410118103027], [7754, 1.5461722612380981], [7211, 1.5480804443359375], [8315, 1.5488061904907227]]",8922
video7681,a group of people are riding on a raft in a body of water,"[[8079, 1.4653143882751465]]","[[8079, 1.4653143882751465], [7795, 1.47308349609375], [7681, 1.4772446155548096], [8025, 1.4954547882080078], [9342, 1.4958631992340088]]","[[8079, 1.4653143882751465], [7795, 1.47308349609375], [7681, 1.4772446155548096], [8025, 1.4954547882080078], [9342, 1.4958631992340088], [8118, 1.4990179538726807], [9576, 1.5051617622375488], [8457, 1.5142914056777954], [9016, 1.5151606798171997], [8312, 1.5357635021209717]]","[[8079, 1.4653143882751465], [7795, 1.47308349609375], [7681, 1.4772446155548096], [8025, 1.4954547882080078], [9342, 1.4958631992340088], [8118, 1.4990179538726807], [9576, 1.5051617622375488], [8457, 1.5142914056777954], [9016, 1.5151606798171997], [8312, 1.5357635021209717], [8949, 1.5434355735778809], [8307, 1.5495731830596924], [7974, 1.55306875705719], [8493, 1.5541930198669434], [7117, 1.557096004486084]]",7681
video8938,a soldier is laying down,"[[9255, 1.3827569484710693]]","[[9255, 1.3827569484710693], [8938, 1.4735099077224731], [9235, 1.4919276237487793], [8499, 1.5031564235687256], [7574, 1.5070279836654663]]","[[9255, 1.3827569484710693], [8938, 1.4735099077224731], [9235, 1.4919276237487793], [8499, 1.5031564235687256], [7574, 1.5070279836654663], [9609, 1.5103697776794434], [7373, 1.5103960037231445], [8805, 1.5178582668304443], [9026, 1.5204617977142334], [8319, 1.5265259742736816]]","[[9255, 1.3827569484710693], [8938, 1.4735099077224731], [9235, 1.4919276237487793], [8499, 1.5031564235687256], [7574, 1.5070279836654663], [9609, 1.5103697776794434], [7373, 1.5103960037231445], [8805, 1.5178582668304443], [9026, 1.5204617977142334], [8319, 1.5265259742736816], [7178, 1.5306575298309326], [9208, 1.5331528186798096], [7352, 1.5389223098754883], [9686, 1.5455632209777832], [8346, 1.5497230291366577]]",8938
video8936,some girls are practicing gymnastics,"[[8936, 1.345866322517395]]","[[8936, 1.345866322517395], [9771, 1.3866384029388428], [8267, 1.487541913986206], [8507, 1.5013723373413086], [8339, 1.5123610496520996]]","[[8936, 1.345866322517395], [9771, 1.3866384029388428], [8267, 1.487541913986206], [8507, 1.5013723373413086], [8339, 1.5123610496520996], [7153, 1.528282642364502], [9231, 1.5327184200286865], [7599, 1.5401246547698975], [9957, 1.5404863357543945], [9326, 1.5500307083129883]]","[[8936, 1.345866322517395], [9771, 1.3866384029388428], [8267, 1.487541913986206], [8507, 1.5013723373413086], [8339, 1.5123610496520996], [7153, 1.528282642364502], [9231, 1.5327184200286865], [7599, 1.5401246547698975], [9957, 1.5404863357543945], [9326, 1.5500307083129883], [8556, 1.5592272281646729], [7970, 1.560821771621704], [7117, 1.5627299547195435], [8264, 1.5693879127502441], [7179, 1.5749907493591309]]",8936
video9323,a police officer drives his white car onto a grassy field and then back on to the street,"[[9800, 1.4478888511657715]]","[[9800, 1.4478888511657715], [8089, 1.484829068183899], [9323, 1.5168688297271729], [8864, 1.5286943912506104], [7542, 1.5312228202819824]]","[[9800, 1.4478888511657715], [8089, 1.484829068183899], [9323, 1.5168688297271729], [8864, 1.5286943912506104], [7542, 1.5312228202819824], [8468, 1.5421316623687744], [9328, 1.5450661182403564], [9239, 1.5485278367996216], [7138, 1.5501539707183838], [8934, 1.5509175062179565]]","[[9800, 1.4478888511657715], [8089, 1.484829068183899], [9323, 1.5168688297271729], [8864, 1.5286943912506104], [7542, 1.5312228202819824], [8468, 1.5421316623687744], [9328, 1.5450661182403564], [9239, 1.5485278367996216], [7138, 1.5501539707183838], [8934, 1.5509175062179565], [9622, 1.5550103187561035], [9355, 1.5567156076431274], [8497, 1.5576695203781128], [7021, 1.5578455924987793], [7965, 1.5631159543991089]]",9323
video7570,a very young baby is wearing a disguise and laughing,"[[7570, 1.3126099109649658]]","[[7570, 1.3126099109649658], [7355, 1.544043779373169], [8671, 1.5526102781295776], [9320, 1.558521032333374], [7970, 1.5683740377426147]]","[[7570, 1.3126099109649658], [7355, 1.544043779373169], [8671, 1.5526102781295776], [9320, 1.558521032333374], [7970, 1.5683740377426147], [9338, 1.5719321966171265], [8827, 1.5785282850265503], [8123, 1.5856328010559082], [8478, 1.5897454023361206], [7137, 1.5946104526519775]]","[[7570, 1.3126099109649658], [7355, 1.544043779373169], [8671, 1.5526102781295776], [9320, 1.558521032333374], [7970, 1.5683740377426147], [9338, 1.5719321966171265], [8827, 1.5785282850265503], [8123, 1.5856328010559082], [8478, 1.5897454023361206], [7137, 1.5946104526519775], [9695, 1.5948643684387207], [8815, 1.6002862453460693], [9814, 1.6022146940231323], [7157, 1.6022251844406128], [8061, 1.602731704711914]]",7570
video8681,a young man and his dad are rubbing each other s hair it s a commercial for vodafone,"[[8681, 1.363611102104187]]","[[8681, 1.363611102104187], [9576, 1.522390365600586], [8606, 1.533724069595337], [7163, 1.535935878753662], [9240, 1.5363785028457642]]","[[8681, 1.363611102104187], [9576, 1.522390365600586], [8606, 1.533724069595337], [7163, 1.535935878753662], [9240, 1.5363785028457642], [8318, 1.5429855585098267], [8922, 1.5440007448196411], [8918, 1.5458418130874634], [8801, 1.5494732856750488], [8485, 1.549636960029602]]","[[8681, 1.363611102104187], [9576, 1.522390365600586], [8606, 1.533724069595337], [7163, 1.535935878753662], [9240, 1.5363785028457642], [8318, 1.5429855585098267], [8922, 1.5440007448196411], [8918, 1.5458418130874634], [8801, 1.5494732856750488], [8485, 1.549636960029602], [9206, 1.5640413761138916], [7844, 1.5748579502105713], [7590, 1.5762929916381836], [7830, 1.5832390785217285], [8349, 1.5861296653747559]]",8681
video8306,tourists walking around the mount fuji visitor center,"[[8306, 1.357841968536377]]","[[8306, 1.357841968536377], [7837, 1.4971399307250977], [8831, 1.5433412790298462], [9581, 1.5454376935958862], [8426, 1.5565624237060547]]","[[8306, 1.357841968536377], [7837, 1.4971399307250977], [8831, 1.5433412790298462], [9581, 1.5454376935958862], [8426, 1.5565624237060547], [8741, 1.561105489730835], [8335, 1.5682268142700195], [9131, 1.568325161933899], [8118, 1.5801081657409668], [9253, 1.5869505405426025]]","[[8306, 1.357841968536377], [7837, 1.4971399307250977], [8831, 1.5433412790298462], [9581, 1.5454376935958862], [8426, 1.5565624237060547], [8741, 1.561105489730835], [8335, 1.5682268142700195], [9131, 1.568325161933899], [8118, 1.5801081657409668], [9253, 1.5869505405426025], [8129, 1.5876257419586182], [9244, 1.5990712642669678], [7028, 1.6034202575683594], [9337, 1.6104475259780884], [7174, 1.6141595840454102]]",8306
video8671,a man is yelling on the phone,"[[9603, 1.413987398147583]]","[[9603, 1.413987398147583], [7029, 1.4559677839279175], [8416, 1.5059672594070435], [8671, 1.510833501815796], [7593, 1.5200319290161133]]","[[9603, 1.413987398147583], [7029, 1.4559677839279175], [8416, 1.5059672594070435], [8671, 1.510833501815796], [7593, 1.5200319290161133], [8061, 1.5217639207839966], [7576, 1.526538372039795], [7838, 1.5304858684539795], [8492, 1.5307282209396362], [8456, 1.5347388982772827]]","[[9603, 1.413987398147583], [7029, 1.4559677839279175], [8416, 1.5059672594070435], [8671, 1.510833501815796], [7593, 1.5200319290161133], [8061, 1.5217639207839966], [7576, 1.526538372039795], [7838, 1.5304858684539795], [8492, 1.5307282209396362], [8456, 1.5347388982772827], [9300, 1.5356252193450928], [9323, 1.5426101684570312], [9331, 1.5472471714019775], [8301, 1.548063039779663], [9623, 1.5530455112457275]]",8671
video9406,a person giving his opinion on how crowded the world is,"[[9821, 1.433154821395874]]","[[9821, 1.433154821395874], [7890, 1.4619218111038208], [9406, 1.4832677841186523], [9474, 1.4905040264129639], [9404, 1.4939568042755127]]","[[9821, 1.433154821395874], [7890, 1.4619218111038208], [9406, 1.4832677841186523], [9474, 1.4905040264129639], [9404, 1.4939568042755127], [9131, 1.4940924644470215], [8917, 1.507758617401123], [8477, 1.5167949199676514], [8812, 1.5190446376800537], [8346, 1.5202964544296265]]","[[9821, 1.433154821395874], [7890, 1.4619218111038208], [9406, 1.4832677841186523], [9474, 1.4905040264129639], [9404, 1.4939568042755127], [9131, 1.4940924644470215], [8917, 1.507758617401123], [8477, 1.5167949199676514], [8812, 1.5190446376800537], [8346, 1.5202964544296265], [7412, 1.5209553241729736], [8937, 1.5251448154449463], [7223, 1.5259265899658203], [7469, 1.525998830795288], [8822, 1.5290108919143677]]",9406
video8069,an astronaut is looking at a flag,"[[9609, 1.3758907318115234]]","[[9609, 1.3758907318115234], [8069, 1.4027074575424194], [7027, 1.4683361053466797], [7562, 1.5015830993652344], [9680, 1.5153074264526367]]","[[9609, 1.3758907318115234], [8069, 1.4027074575424194], [7027, 1.4683361053466797], [7562, 1.5015830993652344], [9680, 1.5153074264526367], [8334, 1.5229673385620117], [7444, 1.5237362384796143], [7431, 1.5307061672210693], [8727, 1.5369806289672852], [7732, 1.5437424182891846]]","[[9609, 1.3758907318115234], [8069, 1.4027074575424194], [7027, 1.4683361053466797], [7562, 1.5015830993652344], [9680, 1.5153074264526367], [8334, 1.5229673385620117], [7444, 1.5237362384796143], [7431, 1.5307061672210693], [8727, 1.5369806289672852], [7732, 1.5437424182891846], [9774, 1.5506722927093506], [7793, 1.5513396263122559], [9578, 1.5516166687011719], [8014, 1.5518802404403687], [9807, 1.5540223121643066]]",8069
video7414,a female in a space age outfit crawling and dancing on the floor,"[[8073, 1.4216163158416748]]","[[8073, 1.4216163158416748], [7414, 1.4400722980499268], [9827, 1.475527048110962], [8305, 1.4867173433303833], [7783, 1.4966161251068115]]","[[8073, 1.4216163158416748], [7414, 1.4400722980499268], [9827, 1.475527048110962], [8305, 1.4867173433303833], [7783, 1.4966161251068115], [8903, 1.5199532508850098], [8794, 1.5280174016952515], [9609, 1.528902292251587], [8027, 1.5348252058029175], [9208, 1.5372796058654785]]","[[8073, 1.4216163158416748], [7414, 1.4400722980499268], [9827, 1.475527048110962], [8305, 1.4867173433303833], [7783, 1.4966161251068115], [8903, 1.5199532508850098], [8794, 1.5280174016952515], [9609, 1.528902292251587], [8027, 1.5348252058029175], [9208, 1.5372796058654785], [7135, 1.5405490398406982], [7233, 1.5414762496948242], [9063, 1.5482728481292725], [7027, 1.553496241569519], [9782, 1.5535922050476074]]",7414
video7174,a man rides a lft to the top of a mountain,"[[8820, 1.4777827262878418]]","[[8820, 1.4777827262878418], [7174, 1.4965434074401855], [7854, 1.5185203552246094], [7564, 1.5190569162368774], [9581, 1.525116205215454]]","[[8820, 1.4777827262878418], [7174, 1.4965434074401855], [7854, 1.5185203552246094], [7564, 1.5190569162368774], [9581, 1.525116205215454], [8450, 1.5332159996032715], [7914, 1.5358405113220215], [8344, 1.5447924137115479], [7468, 1.5452418327331543], [7649, 1.546199917793274]]","[[8820, 1.4777827262878418], [7174, 1.4965434074401855], [7854, 1.5185203552246094], [7564, 1.5190569162368774], [9581, 1.525116205215454], [8450, 1.5332159996032715], [7914, 1.5358405113220215], [8344, 1.5447924137115479], [7468, 1.5452418327331543], [7649, 1.546199917793274], [8945, 1.549647331237793], [8657, 1.5529664754867554], [7352, 1.5541307926177979], [9774, 1.5591397285461426], [8312, 1.5620697736740112]]",7174
video9755,advertisement of seat basket,"[[9755, 1.5091090202331543]]","[[9755, 1.5091090202331543], [7217, 1.5175058841705322], [9358, 1.5200680494308472], [7209, 1.5304927825927734], [8657, 1.5424809455871582]]","[[9755, 1.5091090202331543], [7217, 1.5175058841705322], [9358, 1.5200680494308472], [7209, 1.5304927825927734], [8657, 1.5424809455871582], [8258, 1.5446691513061523], [9679, 1.5451724529266357], [9489, 1.5457706451416016], [7356, 1.5467246770858765], [7563, 1.5469412803649902]]","[[9755, 1.5091090202331543], [7217, 1.5175058841705322], [9358, 1.5200680494308472], [7209, 1.5304927825927734], [8657, 1.5424809455871582], [8258, 1.5446691513061523], [9679, 1.5451724529266357], [9489, 1.5457706451416016], [7356, 1.5467246770858765], [7563, 1.5469412803649902], [7765, 1.5500127077102661], [8344, 1.5522677898406982], [8128, 1.555567741394043], [8013, 1.5581998825073242], [8909, 1.5590602159500122]]",9755
video9833,airport security figure explains requirements for transporting medicines,"[[8664, 1.4351146221160889]]","[[8664, 1.4351146221160889], [9032, 1.4796383380889893], [7900, 1.4797437191009521], [8831, 1.4984045028686523], [7169, 1.5083653926849365]]","[[8664, 1.4351146221160889], [9032, 1.4796383380889893], [7900, 1.4797437191009521], [8831, 1.4984045028686523], [7169, 1.5083653926849365], [7469, 1.5102609395980835], [9236, 1.5105319023132324], [8687, 1.5191603899002075], [8804, 1.5203217267990112], [9699, 1.530937671661377]]","[[8664, 1.4351146221160889], [9032, 1.4796383380889893], [7900, 1.4797437191009521], [8831, 1.4984045028686523], [7169, 1.5083653926849365], [7469, 1.5102609395980835], [9236, 1.5105319023132324], [8687, 1.5191603899002075], [8804, 1.5203217267990112], [9699, 1.530937671661377], [7793, 1.537596344947815], [9406, 1.545209527015686], [9781, 1.5498015880584717], [7217, 1.5560197830200195], [7350, 1.5586999654769897]]",9833
video7172,the girl shows the boys her medal in this cartoon,"[[8341, 1.4041635990142822]]","[[8341, 1.4041635990142822], [7172, 1.4076541662216187], [7831, 1.4278490543365479], [7179, 1.4455631971359253], [9777, 1.452885389328003]]","[[8341, 1.4041635990142822], [7172, 1.4076541662216187], [7831, 1.4278490543365479], [7179, 1.4455631971359253], [9777, 1.452885389328003], [7741, 1.4569900035858154], [8268, 1.4643526077270508], [7157, 1.4704132080078125], [8676, 1.5042076110839844], [7222, 1.5062044858932495]]","[[8341, 1.4041635990142822], [7172, 1.4076541662216187], [7831, 1.4278490543365479], [7179, 1.4455631971359253], [9777, 1.452885389328003], [7741, 1.4569900035858154], [8268, 1.4643526077270508], [7157, 1.4704132080078125], [8676, 1.5042076110839844], [7222, 1.5062044858932495], [9734, 1.5145584344863892], [7365, 1.5165927410125732], [7164, 1.5285550355911255], [8863, 1.5332581996917725], [7747, 1.5387126207351685]]",7172
video7333,there are pictures and quotes from george bernard shaw and vincent van gogh while a voice over artist talks about making mistakes,"[[7333, 1.2372602224349976]]","[[7333, 1.2372602224349976], [8908, 1.4981906414031982], [7581, 1.5481723546981812], [8812, 1.549617052078247], [9688, 1.58475661277771]]","[[7333, 1.2372602224349976], [8908, 1.4981906414031982], [7581, 1.5481723546981812], [8812, 1.549617052078247], [9688, 1.58475661277771], [9242, 1.6001405715942383], [7562, 1.6076853275299072], [8866, 1.608103632926941], [7704, 1.6120789051055908], [7754, 1.6136765480041504]]","[[7333, 1.2372602224349976], [8908, 1.4981906414031982], [7581, 1.5481723546981812], [8812, 1.549617052078247], [9688, 1.58475661277771], [9242, 1.6001405715942383], [7562, 1.6076853275299072], [8866, 1.608103632926941], [7704, 1.6120789051055908], [7754, 1.6136765480041504], [7686, 1.6137381792068481], [8260, 1.6150281429290771], [7548, 1.6163523197174072], [8937, 1.6183205842971802], [8727, 1.6201324462890625]]",7333
video7356,a man is showing the foot well under the door jam area of the car,"[[8250, 1.4486545324325562]]","[[8250, 1.4486545324325562], [7820, 1.4914448261260986], [7356, 1.4966868162155151], [7154, 1.4985721111297607], [9252, 1.5156588554382324]]","[[8250, 1.4486545324325562], [7820, 1.4914448261260986], [7356, 1.4966868162155151], [7154, 1.4985721111297607], [9252, 1.5156588554382324], [9878, 1.517030954360962], [7588, 1.5197701454162598], [7350, 1.5201150178909302], [8119, 1.5202349424362183], [8321, 1.5294618606567383]]","[[8250, 1.4486545324325562], [7820, 1.4914448261260986], [7356, 1.4966868162155151], [7154, 1.4985721111297607], [9252, 1.5156588554382324], [9878, 1.517030954360962], [7588, 1.5197701454162598], [7350, 1.5201150178909302], [8119, 1.5202349424362183], [8321, 1.5294618606567383], [7354, 1.5308489799499512], [9508, 1.5309686660766602], [9238, 1.5323699712753296], [8796, 1.5324015617370605], [9307, 1.533927321434021]]",7356
video9320,a blonde man lies on a bed with a little baby,"[[9320, 1.3676602840423584]]","[[9320, 1.3676602840423584], [7686, 1.5290443897247314], [8478, 1.5326905250549316], [9686, 1.534067153930664], [8348, 1.5389844179153442]]","[[9320, 1.3676602840423584], [7686, 1.5290443897247314], [8478, 1.5326905250549316], [9686, 1.534067153930664], [8348, 1.5389844179153442], [7964, 1.5437853336334229], [9750, 1.550308108329773], [7570, 1.5511263608932495], [7592, 1.5529298782348633], [7201, 1.5623176097869873]]","[[9320, 1.3676602840423584], [7686, 1.5290443897247314], [8478, 1.5326905250549316], [9686, 1.534067153930664], [8348, 1.5389844179153442], [7964, 1.5437853336334229], [9750, 1.550308108329773], [7570, 1.5511263608932495], [7592, 1.5529298782348633], [7201, 1.5623176097869873], [8604, 1.5743827819824219], [8672, 1.5766479969024658], [7902, 1.5772128105163574], [7163, 1.5784155130386353], [9032, 1.583255410194397]]",9320
video9321,penguins wander around on ice,"[[9321, 1.3283460140228271]]","[[9321, 1.3283460140228271], [8493, 1.5600786209106445], [9345, 1.5726947784423828], [9359, 1.5833849906921387], [7061, 1.590348720550537]]","[[9321, 1.3283460140228271], [8493, 1.5600786209106445], [9345, 1.5726947784423828], [9359, 1.5833849906921387], [7061, 1.590348720550537], [7564, 1.598730206489563], [8678, 1.603258490562439], [9332, 1.6044036149978638], [8118, 1.6046202182769775], [9452, 1.6071003675460815]]","[[9321, 1.3283460140228271], [8493, 1.5600786209106445], [9345, 1.5726947784423828], [9359, 1.5833849906921387], [7061, 1.590348720550537], [7564, 1.598730206489563], [8678, 1.603258490562439], [9332, 1.6044036149978638], [8118, 1.6046202182769775], [9452, 1.6071003675460815], [9253, 1.60927152633667], [8473, 1.6096570491790771], [9578, 1.6169183254241943], [8949, 1.626893401145935], [9510, 1.6270132064819336]]",9321
