rel_frame_id,query,top1,top5,top10,top15,ground_truth
video9301,how to make a galaxy fighter,"[[8688, 1.4118233919143677]]","[[8688, 1.4118233919143677], [9301, 1.4501720666885376], [7732, 1.4560081958770752], [9256, 1.4721770286560059], [8712, 1.4808948040008545]]","[[8688, 1.4118233919143677], [9301, 1.4501720666885376], [7732, 1.4560081958770752], [9256, 1.4721770286560059], [8712, 1.4808948040008545], [7977, 1.4842764139175415], [8078, 1.4853832721710205], [9025, 1.4883886575698853], [8784, 1.4895943403244019], [9349, 1.489639401435852]]","[[8688, 1.4118233919143677], [9301, 1.4501720666885376], [7732, 1.4560081958770752], [9256, 1.4721770286560059], [8712, 1.4808948040008545], [7977, 1.4842764139175415], [8078, 1.4853832721710205], [9025, 1.4883886575698853], [8784, 1.4895943403244019], [9349, 1.489639401435852], [7363, 1.4907889366149902], [9620, 1.4954783916473389], [8774, 1.504164457321167], [7560, 1.5045568943023682], [9689, 1.5052859783172607]]",9301
video8620,a woman is making a hair accessory,"[[8620, 1.3467060327529907]]","[[8620, 1.3467060327529907], [8423, 1.420851230621338], [9349, 1.440765142440796], [8869, 1.4458057880401611], [7543, 1.4554897546768188]]","[[8620, 1.3467060327529907], [8423, 1.420851230621338], [9349, 1.440765142440796], [8869, 1.4458057880401611], [7543, 1.4554897546768188], [8774, 1.458457350730896], [7560, 1.4608933925628662], [7020, 1.4636305570602417], [7977, 1.4689702987670898], [7364, 1.470605492591858]]","[[8620, 1.3467060327529907], [8423, 1.420851230621338], [9349, 1.440765142440796], [8869, 1.4458057880401611], [7543, 1.4554897546768188], [8774, 1.458457350730896], [7560, 1.4608933925628662], [7020, 1.4636305570602417], [7977, 1.4689702987670898], [7364, 1.470605492591858], [8836, 1.4708411693572998], [8240, 1.4713798761367798], [8899, 1.47559654712677], [7363, 1.4761360883712769], [7909, 1.4775118827819824]]",8620
video9404,a black t shirted man with a hat talking about an event,"[[8301, 1.3900940418243408]]","[[8301, 1.3900940418243408], [9233, 1.425024151802063], [8670, 1.4451041221618652], [8445, 1.4470652341842651], [7491, 1.452453851699829]]","[[8301, 1.3900940418243408], [9233, 1.425024151802063], [8670, 1.4451041221618652], [8445, 1.4470652341842651], [7491, 1.452453851699829], [8650, 1.4556567668914795], [7961, 1.4561312198638916], [9329, 1.4564688205718994], [8831, 1.457270860671997], [7419, 1.4607466459274292]]","[[8301, 1.3900940418243408], [9233, 1.425024151802063], [8670, 1.4451041221618652], [8445, 1.4470652341842651], [7491, 1.452453851699829], [8650, 1.4556567668914795], [7961, 1.4561312198638916], [9329, 1.4564688205718994], [8831, 1.457270860671997], [7419, 1.4607466459274292], [9522, 1.4639835357666016], [7412, 1.4642773866653442], [7215, 1.4648586511611938], [8817, 1.4678270816802979], [7828, 1.468554973602295]]",9404
video8922,an old man shakes hands with another man and then they hug each other,"[[7200, 1.399296522140503]]","[[7200, 1.399296522140503], [9337, 1.44015371799469], [9404, 1.4423143863677979], [9535, 1.461164951324463], [7158, 1.461712121963501]]","[[7200, 1.399296522140503], [9337, 1.44015371799469], [9404, 1.4423143863677979], [9535, 1.461164951324463], [7158, 1.461712121963501], [9254, 1.4677586555480957], [9359, 1.477076530456543], [8476, 1.4781359434127808], [8831, 1.4812275171279907], [7352, 1.481669306755066]]","[[7200, 1.399296522140503], [9337, 1.44015371799469], [9404, 1.4423143863677979], [9535, 1.461164951324463], [7158, 1.461712121963501], [9254, 1.4677586555480957], [9359, 1.477076530456543], [8476, 1.4781359434127808], [8831, 1.4812275171279907], [7352, 1.481669306755066], [8922, 1.4819018840789795], [7977, 1.487610101699829], [7732, 1.4904346466064453], [8306, 1.4943324327468872], [7227, 1.4952956438064575]]",8922
video7681,a group of people are riding on a raft in a body of water,"[[8079, 1.3621494770050049]]","[[8079, 1.3621494770050049], [7025, 1.4288710355758667], [9831, 1.4430365562438965], [9342, 1.4470527172088623], [7795, 1.4504846334457397]]","[[8079, 1.3621494770050049], [7025, 1.4288710355758667], [9831, 1.4430365562438965], [9342, 1.4470527172088623], [7795, 1.4504846334457397], [9451, 1.4583032131195068], [8949, 1.4669559001922607], [7218, 1.4807122945785522], [9576, 1.4862537384033203], [7797, 1.4865381717681885]]","[[8079, 1.3621494770050049], [7025, 1.4288710355758667], [9831, 1.4430365562438965], [9342, 1.4470527172088623], [7795, 1.4504846334457397], [9451, 1.4583032131195068], [8949, 1.4669559001922607], [7218, 1.4807122945785522], [9576, 1.4862537384033203], [7797, 1.4865381717681885], [8061, 1.491792917251587], [9359, 1.4921942949295044], [7061, 1.492521047592163], [8556, 1.4933390617370605], [8457, 1.4947956800460815]]",7681
video8938,a soldier is laying down,"[[7780, 1.4344980716705322]]","[[7780, 1.4344980716705322], [7178, 1.4397320747375488], [7757, 1.4587821960449219], [7574, 1.4671075344085693], [9208, 1.4705255031585693]]","[[7780, 1.4344980716705322], [7178, 1.4397320747375488], [7757, 1.4587821960449219], [7574, 1.4671075344085693], [9208, 1.4705255031585693], [7227, 1.4729561805725098], [7543, 1.475085735321045], [8805, 1.4913625717163086], [7351, 1.497805118560791], [8916, 1.4987938404083252]]","[[7780, 1.4344980716705322], [7178, 1.4397320747375488], [7757, 1.4587821960449219], [7574, 1.4671075344085693], [9208, 1.4705255031585693], [7227, 1.4729561805725098], [7543, 1.475085735321045], [8805, 1.4913625717163086], [7351, 1.497805118560791], [8916, 1.4987938404083252], [8817, 1.5001282691955566], [9221, 1.5035810470581055], [8606, 1.505134105682373], [9639, 1.5084806680679321], [7207, 1.5104478597640991]]",8938
video8936,some girls are practicing gymnastics,"[[8936, 1.3691693544387817]]","[[8936, 1.3691693544387817], [9771, 1.414240837097168], [8339, 1.4426509141921997], [7113, 1.4599626064300537], [8264, 1.4639601707458496]]","[[8936, 1.3691693544387817], [9771, 1.414240837097168], [8339, 1.4426509141921997], [7113, 1.4599626064300537], [8264, 1.4639601707458496], [7593, 1.4652917385101318], [9685, 1.4652953147888184], [7610, 1.4696077108383179], [9416, 1.4714257717132568], [9231, 1.4764827489852905]]","[[8936, 1.3691693544387817], [9771, 1.414240837097168], [8339, 1.4426509141921997], [7113, 1.4599626064300537], [8264, 1.4639601707458496], [7593, 1.4652917385101318], [9685, 1.4652953147888184], [7610, 1.4696077108383179], [9416, 1.4714257717132568], [9231, 1.4764827489852905], [8128, 1.4805325269699097], [7351, 1.4811934232711792], [9535, 1.4820220470428467], [8935, 1.487178087234497], [8322, 1.4881062507629395]]",8936
video9323,a police officer drives his white car onto a grassy field and then back on to the street,"[[9622, 1.4152748584747314]]","[[9622, 1.4152748584747314], [9323, 1.4179770946502686], [9832, 1.419937252998352], [8044, 1.425717830657959], [9800, 1.4260783195495605]]","[[9622, 1.4152748584747314], [9323, 1.4179770946502686], [9832, 1.419937252998352], [8044, 1.425717830657959], [9800, 1.4260783195495605], [9355, 1.4264678955078125], [8125, 1.4362154006958008], [7616, 1.4390974044799805], [9325, 1.4416770935058594], [8468, 1.4453685283660889]]","[[9622, 1.4152748584747314], [9323, 1.4179770946502686], [9832, 1.419937252998352], [8044, 1.425717830657959], [9800, 1.4260783195495605], [9355, 1.4264678955078125], [8125, 1.4362154006958008], [7616, 1.4390974044799805], [9325, 1.4416770935058594], [8468, 1.4453685283660889], [8497, 1.446298360824585], [8089, 1.4476196765899658], [9819, 1.4551416635513306], [7138, 1.4558618068695068], [9331, 1.4595208168029785]]",9323
video7570,a very young baby is wearing a disguise and laughing,"[[7570, 1.364876389503479]]","[[7570, 1.364876389503479], [7020, 1.395921230316162], [7592, 1.4456562995910645], [8478, 1.4540820121765137], [9405, 1.46125328540802]]","[[7570, 1.364876389503479], [7020, 1.395921230316162], [7592, 1.4456562995910645], [8478, 1.4540820121765137], [9405, 1.46125328540802], [7741, 1.4641332626342773], [9338, 1.4683573246002197], [9320, 1.4719018936157227], [9357, 1.4744930267333984], [7755, 1.4782545566558838]]","[[7570, 1.364876389503479], [7020, 1.395921230316162], [7592, 1.4456562995910645], [8478, 1.4540820121765137], [9405, 1.46125328540802], [7741, 1.4641332626342773], [9338, 1.4683573246002197], [9320, 1.4719018936157227], [9357, 1.4744930267333984], [7755, 1.4782545566558838], [7902, 1.4790288209915161], [7837, 1.4798855781555176], [7977, 1.4799203872680664], [8300, 1.483209252357483], [7169, 1.4850443601608276]]",7570
video8681,a young man and his dad are rubbing each other s hair it s a commercial for vodafone,"[[8681, 1.3138465881347656]]","[[8681, 1.3138465881347656], [8318, 1.4099087715148926], [9603, 1.4421724081039429], [8918, 1.444028377532959], [7365, 1.449815273284912]]","[[8681, 1.3138465881347656], [8318, 1.4099087715148926], [9603, 1.4421724081039429], [8918, 1.444028377532959], [7365, 1.449815273284912], [7844, 1.451730489730835], [9234, 1.4568898677825928], [9777, 1.4613991975784302], [9576, 1.4627737998962402], [8268, 1.4633219242095947]]","[[8681, 1.3138465881347656], [8318, 1.4099087715148926], [9603, 1.4421724081039429], [8918, 1.444028377532959], [7365, 1.449815273284912], [7844, 1.451730489730835], [9234, 1.4568898677825928], [9777, 1.4613991975784302], [9576, 1.4627737998962402], [8268, 1.4633219242095947], [7351, 1.471593976020813], [7832, 1.4745407104492188], [8978, 1.476936936378479], [8801, 1.4798216819763184], [7171, 1.4804435968399048]]",8681
video8306,tourists walking around the mount fuji visitor center,"[[8306, 1.4934566020965576]]","[[8306, 1.4934566020965576], [7837, 1.5144094228744507], [9131, 1.5229580402374268], [8061, 1.5779584646224976], [9788, 1.578511357307434]]","[[8306, 1.4934566020965576], [7837, 1.5144094228744507], [9131, 1.5229580402374268], [8061, 1.5779584646224976], [9788, 1.578511357307434], [8825, 1.584418773651123], [9451, 1.5858533382415771], [9245, 1.5862603187561035], [9253, 1.587580680847168], [8934, 1.5890733003616333]]","[[8306, 1.4934566020965576], [7837, 1.5144094228744507], [9131, 1.5229580402374268], [8061, 1.5779584646224976], [9788, 1.578511357307434], [8825, 1.584418773651123], [9451, 1.5858533382415771], [9245, 1.5862603187561035], [9253, 1.587580680847168], [8934, 1.5890733003616333], [9511, 1.5969021320343018], [9774, 1.5989810228347778], [9639, 1.602785348892212], [9345, 1.6044856309890747], [8817, 1.6048791408538818]]",8306
video8671,a man is yelling on the phone,"[[7029, 1.4209574460983276]]","[[7029, 1.4209574460983276], [7111, 1.4620037078857422], [9871, 1.4634203910827637], [9832, 1.4636657238006592], [9300, 1.4708869457244873]]","[[7029, 1.4209574460983276], [7111, 1.4620037078857422], [9871, 1.4634203910827637], [9832, 1.4636657238006592], [9300, 1.4708869457244873], [9522, 1.4712414741516113], [9253, 1.4722834825515747], [7728, 1.4726611375808716], [7593, 1.4733930826187134], [8301, 1.4740407466888428]]","[[7029, 1.4209574460983276], [7111, 1.4620037078857422], [9871, 1.4634203910827637], [9832, 1.4636657238006592], [9300, 1.4708869457244873], [9522, 1.4712414741516113], [9253, 1.4722834825515747], [7728, 1.4726611375808716], [7593, 1.4733930826187134], [8301, 1.4740407466888428], [8456, 1.4743061065673828], [8831, 1.476534128189087], [7436, 1.4771227836608887], [9254, 1.478881597518921], [7969, 1.4800820350646973]]",8671
video9406,a person giving his opinion on how crowded the world is,"[[9600, 1.4669184684753418]]","[[9600, 1.4669184684753418], [8831, 1.4820959568023682], [8796, 1.4821317195892334], [9806, 1.4916608333587646], [7171, 1.4946227073669434]]","[[9600, 1.4669184684753418], [8831, 1.4820959568023682], [8796, 1.4821317195892334], [9806, 1.4916608333587646], [7171, 1.4946227073669434], [7375, 1.4954512119293213], [9359, 1.4967875480651855], [9535, 1.4974528551101685], [9345, 1.498436689376831], [9524, 1.5001639127731323]]","[[9600, 1.4669184684753418], [8831, 1.4820959568023682], [8796, 1.4821317195892334], [9806, 1.4916608333587646], [7171, 1.4946227073669434], [7375, 1.4954512119293213], [9359, 1.4967875480651855], [9535, 1.4974528551101685], [9345, 1.498436689376831], [9524, 1.5001639127731323], [9821, 1.500594139099121], [7681, 1.502704381942749], [7412, 1.504594326019287], [7354, 1.5062005519866943], [8808, 1.5066957473754883]]",9406
video8069,an astronaut is looking at a flag,"[[7732, 1.4414618015289307]]","[[7732, 1.4414618015289307], [7027, 1.470395803451538], [8061, 1.4761371612548828], [9252, 1.478264570236206], [7558, 1.4941238164901733]]","[[7732, 1.4414618015289307], [7027, 1.470395803451538], [8061, 1.4761371612548828], [9252, 1.478264570236206], [7558, 1.4941238164901733], [9609, 1.4991477727890015], [8078, 1.5025010108947754], [9772, 1.5035343170166016], [7977, 1.505975365638733], [9620, 1.5062611103057861]]","[[7732, 1.4414618015289307], [7027, 1.470395803451538], [8061, 1.4761371612548828], [9252, 1.478264570236206], [7558, 1.4941238164901733], [9609, 1.4991477727890015], [8078, 1.5025010108947754], [9772, 1.5035343170166016], [7977, 1.505975365638733], [9620, 1.5062611103057861], [9236, 1.5069785118103027], [8911, 1.5110756158828735], [8688, 1.5124235153198242], [9807, 1.5137298107147217], [9253, 1.5156209468841553]]",8069
video7414,a female in a space age outfit crawling and dancing on the floor,"[[7414, 1.3118741512298584]]","[[7414, 1.3118741512298584], [9609, 1.4281868934631348], [9827, 1.4330259561538696], [9231, 1.450143575668335], [9834, 1.4521808624267578]]","[[7414, 1.3118741512298584], [9609, 1.4281868934631348], [9827, 1.4330259561538696], [9231, 1.450143575668335], [9834, 1.4521808624267578], [8010, 1.4596264362335205], [9221, 1.4654412269592285], [8027, 1.4658793210983276], [7172, 1.4746336936950684], [8013, 1.4775618314743042]]","[[7414, 1.3118741512298584], [9609, 1.4281868934631348], [9827, 1.4330259561538696], [9231, 1.450143575668335], [9834, 1.4521808624267578], [8010, 1.4596264362335205], [9221, 1.4654412269592285], [8027, 1.4658793210983276], [7172, 1.4746336936950684], [8013, 1.4775618314743042], [8799, 1.478563904762268], [9031, 1.480168342590332], [7558, 1.4813284873962402], [8903, 1.4819587469100952], [9016, 1.4821908473968506]]",7414
video7174,a man rides a lft to the top of a mountain,"[[7564, 1.389423131942749]]","[[7564, 1.389423131942749], [9773, 1.4087543487548828], [9581, 1.415480136871338], [8450, 1.4165520668029785], [8071, 1.4241044521331787]]","[[7564, 1.389423131942749], [9773, 1.4087543487548828], [9581, 1.415480136871338], [8450, 1.4165520668029785], [8071, 1.4241044521331787], [9535, 1.4401803016662598], [7445, 1.4402379989624023], [9511, 1.4479014873504639], [9774, 1.4511337280273438], [9788, 1.4595235586166382]]","[[7564, 1.389423131942749], [9773, 1.4087543487548828], [9581, 1.415480136871338], [8450, 1.4165520668029785], [8071, 1.4241044521331787], [9535, 1.4401803016662598], [7445, 1.4402379989624023], [9511, 1.4479014873504639], [9774, 1.4511337280273438], [9788, 1.4595235586166382], [9806, 1.4623388051986694], [7174, 1.4681651592254639], [7854, 1.4683970212936401], [9577, 1.4712647199630737], [8070, 1.4727303981781006]]",7174
video9755,advertisement of seat basket,"[[8258, 1.399964690208435]]","[[8258, 1.399964690208435], [9755, 1.4370412826538086], [8018, 1.4454506635665894], [7028, 1.4469435214996338], [7832, 1.4497692584991455]]","[[8258, 1.399964690208435], [9755, 1.4370412826538086], [8018, 1.4454506635665894], [7028, 1.4469435214996338], [7832, 1.4497692584991455], [9326, 1.466957688331604], [7217, 1.47273850440979], [9014, 1.4843871593475342], [7113, 1.4898557662963867], [9521, 1.4899892807006836]]","[[8258, 1.399964690208435], [9755, 1.4370412826538086], [8018, 1.4454506635665894], [7028, 1.4469435214996338], [7832, 1.4497692584991455], [9326, 1.466957688331604], [7217, 1.47273850440979], [9014, 1.4843871593475342], [7113, 1.4898557662963867], [9521, 1.4899892807006836], [7365, 1.4909611940383911], [7563, 1.4918420314788818], [8079, 1.4930188655853271], [7351, 1.4939396381378174], [7350, 1.4944281578063965]]",9755
video9833,airport security figure explains requirements for transporting medicines,"[[8664, 1.474339485168457]]","[[8664, 1.474339485168457], [9833, 1.4750257730484009], [7028, 1.5087461471557617], [8246, 1.5099639892578125], [7963, 1.5174437761306763]]","[[8664, 1.474339485168457], [9833, 1.4750257730484009], [7028, 1.5087461471557617], [8246, 1.5099639892578125], [7963, 1.5174437761306763], [9032, 1.5185954570770264], [7947, 1.5212551355361938], [9781, 1.52418053150177], [7350, 1.526818037033081], [8499, 1.5274744033813477]]","[[8664, 1.474339485168457], [9833, 1.4750257730484009], [7028, 1.5087461471557617], [8246, 1.5099639892578125], [7963, 1.5174437761306763], [9032, 1.5185954570770264], [7947, 1.5212551355361938], [9781, 1.52418053150177], [7350, 1.526818037033081], [8499, 1.5274744033813477], [8774, 1.5278208255767822], [8687, 1.5292270183563232], [8247, 1.5297081470489502], [7363, 1.5298702716827393], [9474, 1.5308947563171387]]",9833
video7172,the girl shows the boys her medal in this cartoon,"[[7172, 1.3873586654663086]]","[[7172, 1.3873586654663086], [9403, 1.4354559183120728], [9777, 1.435608148574829], [7747, 1.4408059120178223], [8781, 1.4608807563781738]]","[[7172, 1.3873586654663086], [9403, 1.4354559183120728], [9777, 1.435608148574829], [7747, 1.4408059120178223], [8781, 1.4608807563781738], [7701, 1.4659525156021118], [7912, 1.4691072702407837], [8676, 1.471139669418335], [8863, 1.4755446910858154], [7365, 1.4766712188720703]]","[[7172, 1.3873586654663086], [9403, 1.4354559183120728], [9777, 1.435608148574829], [7747, 1.4408059120178223], [8781, 1.4608807563781738], [7701, 1.4659525156021118], [7912, 1.4691072702407837], [8676, 1.471139669418335], [8863, 1.4755446910858154], [7365, 1.4766712188720703], [8110, 1.4826302528381348], [7741, 1.4881523847579956], [8341, 1.4931191205978394], [8486, 1.4955165386199951], [9014, 1.499061942100525]]",7172
video7333,there are pictures and quotes from george bernard shaw and vincent van gogh while a voice over artist talks about making mistakes,"[[7333, 1.3772226572036743]]","[[7333, 1.3772226572036743], [7355, 1.4880194664001465], [9203, 1.4921704530715942], [8655, 1.4982304573059082], [7977, 1.508154273033142]]","[[7333, 1.3772226572036743], [7355, 1.4880194664001465], [9203, 1.4921704530715942], [8655, 1.4982304573059082], [7977, 1.508154273033142], [9350, 1.5090758800506592], [8908, 1.5153645277023315], [7365, 1.522113561630249], [7580, 1.5234129428863525], [8796, 1.5234184265136719]]","[[7333, 1.3772226572036743], [7355, 1.4880194664001465], [9203, 1.4921704530715942], [8655, 1.4982304573059082], [7977, 1.508154273033142], [9350, 1.5090758800506592], [8908, 1.5153645277023315], [7365, 1.522113561630249], [7580, 1.5234129428863525], [8796, 1.5234184265136719], [8471, 1.5249086618423462], [7581, 1.5296046733856201], [8906, 1.530479907989502], [9772, 1.5316805839538574], [9025, 1.5363788604736328]]",7333
video7356,a man is showing the foot well under the door jam area of the car,"[[7350, 1.412212610244751]]","[[7350, 1.412212610244751], [7356, 1.422252893447876], [7351, 1.4248822927474976], [8250, 1.4429517984390259], [9508, 1.4549027681350708]]","[[7350, 1.412212610244751], [7356, 1.422252893447876], [7351, 1.4248822927474976], [8250, 1.4429517984390259], [9508, 1.4549027681350708], [7588, 1.4606518745422363], [9832, 1.4652225971221924], [7343, 1.4690147638320923], [9535, 1.4713819026947021], [9514, 1.4755322933197021]]","[[7350, 1.412212610244751], [7356, 1.422252893447876], [7351, 1.4248822927474976], [8250, 1.4429517984390259], [9508, 1.4549027681350708], [7588, 1.4606518745422363], [9832, 1.4652225971221924], [7343, 1.4690147638320923], [9535, 1.4713819026947021], [9514, 1.4755322933197021], [7969, 1.47624933719635], [7340, 1.4765055179595947], [8044, 1.4785102605819702], [9806, 1.4785579442977905], [7965, 1.478773593902588]]",7356
video9320,a blonde man lies on a bed with a little baby,"[[9320, 1.372113823890686]]","[[9320, 1.372113823890686], [7902, 1.4599971771240234], [8240, 1.4737101793289185], [8811, 1.4753270149230957], [9034, 1.4807078838348389]]","[[9320, 1.372113823890686], [7902, 1.4599971771240234], [8240, 1.4737101793289185], [8811, 1.4753270149230957], [9034, 1.4807078838348389], [9816, 1.4949569702148438], [8861, 1.4952651262283325], [8340, 1.500646948814392], [7686, 1.5017544031143188], [8302, 1.5061941146850586]]","[[9320, 1.372113823890686], [7902, 1.4599971771240234], [8240, 1.4737101793289185], [8811, 1.4753270149230957], [9034, 1.4807078838348389], [9816, 1.4949569702148438], [8861, 1.4952651262283325], [8340, 1.500646948814392], [7686, 1.5017544031143188], [8302, 1.5061941146850586], [7592, 1.5064479112625122], [9686, 1.5089478492736816], [7158, 1.5122075080871582], [8606, 1.5144693851470947], [7227, 1.519867181777954]]",9320
video9321,penguins wander around on ice,"[[9321, 1.3691065311431885]]","[[9321, 1.3691065311431885], [9253, 1.463407039642334], [9451, 1.4782841205596924], [9620, 1.4847602844238281], [7732, 1.4957690238952637]]","[[9321, 1.3691065311431885], [9253, 1.463407039642334], [9451, 1.4782841205596924], [9620, 1.4847602844238281], [7732, 1.4957690238952637], [8867, 1.4964386224746704], [9359, 1.496964454650879], [9404, 1.5083541870117188], [9788, 1.5196876525878906], [8061, 1.5198795795440674]]","[[9321, 1.3691065311431885], [9253, 1.463407039642334], [9451, 1.4782841205596924], [9620, 1.4847602844238281], [7732, 1.4957690238952637], [8867, 1.4964386224746704], [9359, 1.496964454650879], [9404, 1.5083541870117188], [9788, 1.5196876525878906], [8061, 1.5198795795440674], [9535, 1.5205178260803223], [8493, 1.5226975679397583], [9063, 1.5228278636932373], [9806, 1.5292819738388062], [8016, 1.5293960571289062]]",9321
video8072,a man talking about human relationships,"[[9474, 1.4479584693908691]]","[[9474, 1.4479584693908691], [8824, 1.4654202461242676], [7546, 1.4700262546539307], [8301, 1.4739092588424683], [9203, 1.4744620323181152]]","[[9474, 1.4479584693908691], [8824, 1.4654202461242676], [7546, 1.4700262546539307], [8301, 1.4739092588424683], [9203, 1.4744620323181152], [7491, 1.4813963174819946], [8908, 1.4851078987121582], [7412, 1.4854068756103516], [9728, 1.4860849380493164], [8673, 1.4872921705245972]]","[[9474, 1.4479584693908691], [8824, 1.4654202461242676], [7546, 1.4700262546539307], [8301, 1.4739092588424683], [9203, 1.4744620323181152], [7491, 1.4813963174819946], [8908, 1.4851078987121582], [7412, 1.4854068756103516], [9728, 1.4860849380493164], [8673, 1.4872921705245972], [8456, 1.4883472919464111], [8905, 1.4983773231506348], [8321, 1.498594045639038], [9777, 1.4986000061035156], [9522, 1.4994564056396484]]",8072
video9238,a man is singing and dancing in an elevator while people watch,"[[9238, 1.4181804656982422]]","[[9238, 1.4181804656982422], [7528, 1.4334959983825684], [7028, 1.4528871774673462], [9322, 1.4589837789535522], [7171, 1.4595094919204712]]","[[9238, 1.4181804656982422], [7528, 1.4334959983825684], [7028, 1.4528871774673462], [9322, 1.4589837789535522], [7171, 1.4595094919204712], [8899, 1.4618362188339233], [9254, 1.462332010269165], [7732, 1.4632128477096558], [8073, 1.463705062866211], [7444, 1.4643934965133667]]","[[9238, 1.4181804656982422], [7528, 1.4334959983825684], [7028, 1.4528871774673462], [9322, 1.4589837789535522], [7171, 1.4595094919204712], [8899, 1.4618362188339233], [9254, 1.462332010269165], [7732, 1.4632128477096558], [8073, 1.463705062866211], [7444, 1.4643934965133667], [7725, 1.468573808670044], [8945, 1.4722821712493896], [8831, 1.473733901977539], [8664, 1.4752975702285767], [8978, 1.4794399738311768]]",9238
video8865,a man in a kitchen is preparing pancakes he s wearing a white shirt and has black hair,"[[8834, 1.3485850095748901]]","[[8834, 1.3485850095748901], [7966, 1.3833470344543457], [9335, 1.3879754543304443], [8865, 1.3942744731903076], [8129, 1.4030559062957764]]","[[8834, 1.3485850095748901], [7966, 1.3833470344543457], [9335, 1.3879754543304443], [8865, 1.3942744731903076], [8129, 1.4030559062957764], [7820, 1.404272437095642], [9693, 1.4211406707763672], [7799, 1.4220867156982422], [8483, 1.4222497940063477], [7148, 1.4287924766540527]]","[[8834, 1.3485850095748901], [7966, 1.3833470344543457], [9335, 1.3879754543304443], [8865, 1.3942744731903076], [8129, 1.4030559062957764], [7820, 1.404272437095642], [9693, 1.4211406707763672], [7799, 1.4220867156982422], [8483, 1.4222497940063477], [7148, 1.4287924766540527], [9798, 1.429499864578247], [7591, 1.4311861991882324], [8915, 1.4439136981964111], [8900, 1.4460564851760864], [7968, 1.4462980031967163]]",8865
video9514,inside of a toyota car with large space and safety,"[[8246, 1.3878374099731445]]","[[8246, 1.3878374099731445], [7340, 1.4119899272918701], [9514, 1.4189162254333496], [7597, 1.4225561618804932], [7356, 1.430938959121704]]","[[8246, 1.3878374099731445], [7340, 1.4119899272918701], [9514, 1.4189162254333496], [7597, 1.4225561618804932], [7356, 1.430938959121704], [7343, 1.4446799755096436], [9508, 1.4568264484405518], [7350, 1.4590435028076172], [9530, 1.4601528644561768], [9826, 1.4638879299163818]]","[[8246, 1.3878374099731445], [7340, 1.4119899272918701], [9514, 1.4189162254333496], [7597, 1.4225561618804932], [7356, 1.430938959121704], [7343, 1.4446799755096436], [9508, 1.4568264484405518], [7350, 1.4590435028076172], [9530, 1.4601528644561768], [9826, 1.4638879299163818], [7969, 1.464932918548584], [9677, 1.4725778102874756], [7354, 1.477806568145752], [7614, 1.4793325662612915], [7138, 1.4896881580352783]]",9514
video9332,a woman is discussing a new video game,"[[7724, 1.4379334449768066]]","[[7724, 1.4379334449768066], [9517, 1.4380604028701782], [7685, 1.4545382261276245], [7946, 1.4597411155700684], [8027, 1.4655559062957764]]","[[7724, 1.4379334449768066], [9517, 1.4380604028701782], [7685, 1.4545382261276245], [7946, 1.4597411155700684], [8027, 1.4655559062957764], [7580, 1.4676039218902588], [9575, 1.4680516719818115], [7341, 1.4708735942840576], [8254, 1.4779613018035889], [7231, 1.4792038202285767]]","[[7724, 1.4379334449768066], [9517, 1.4380604028701782], [7685, 1.4545382261276245], [7946, 1.4597411155700684], [8027, 1.4655559062957764], [7580, 1.4676039218902588], [9575, 1.4680516719818115], [7341, 1.4708735942840576], [8254, 1.4779613018035889], [7231, 1.4792038202285767], [9350, 1.4810221195220947], [7549, 1.4823634624481201], [9518, 1.484325647354126], [7836, 1.4864245653152466], [7577, 1.491706371307373]]",9332
video8489,a person pointing to food on a plate,"[[9022, 1.396040678024292]]","[[9022, 1.396040678024292], [8910, 1.4067037105560303], [9752, 1.4137921333312988], [8911, 1.41740882396698], [8899, 1.423044204711914]]","[[9022, 1.396040678024292], [8910, 1.4067037105560303], [9752, 1.4137921333312988], [8911, 1.41740882396698], [8899, 1.423044204711914], [8129, 1.4281113147735596], [8057, 1.4312715530395508], [9873, 1.441971778869629], [9335, 1.4445514678955078], [7744, 1.4495837688446045]]","[[9022, 1.396040678024292], [8910, 1.4067037105560303], [9752, 1.4137921333312988], [8911, 1.41740882396698], [8899, 1.423044204711914], [8129, 1.4281113147735596], [8057, 1.4312715530395508], [9873, 1.441971778869629], [9335, 1.4445514678955078], [7744, 1.4495837688446045], [7216, 1.4507150650024414], [8479, 1.4521777629852295], [9657, 1.4528356790542603], [7977, 1.4555405378341675], [8915, 1.4577478170394897]]",8489
video9589,woman playing instruments in a field for a music video,"[[8680, 1.4014229774475098]]","[[8680, 1.4014229774475098], [8903, 1.4730110168457031], [8014, 1.4753761291503906], [7144, 1.4892399311065674], [8678, 1.4903664588928223]]","[[8680, 1.4014229774475098], [8903, 1.4730110168457031], [8014, 1.4753761291503906], [7144, 1.4892399311065674], [8678, 1.4903664588928223], [9016, 1.4917722940444946], [9330, 1.4956883192062378], [8655, 1.4981589317321777], [8061, 1.4991145133972168], [7558, 1.4995636940002441]]","[[8680, 1.4014229774475098], [8903, 1.4730110168457031], [8014, 1.4753761291503906], [7144, 1.4892399311065674], [8678, 1.4903664588928223], [9016, 1.4917722940444946], [9330, 1.4956883192062378], [8655, 1.4981589317321777], [8061, 1.4991145133972168], [7558, 1.4995636940002441], [7783, 1.5019327402114868], [7586, 1.5021042823791504], [8333, 1.5025677680969238], [8125, 1.5039496421813965], [9827, 1.5042270421981812]]",9589
