rel_video_id,query,top1,top5,top10,ground_truth
video7137,bill murray is covered in frosting,"[[7137, 1.3943426609039307]]","[[7137, 1.3943426609039307], [7362, 1.4793068170547485], [7159, 1.5163817405700684], [9833, 1.5203635692596436], [9245, 1.531369686126709]]","[[7137, 1.3943426609039307], [7362, 1.4793068170547485], [7159, 1.5163817405700684], [9833, 1.5203635692596436], [9245, 1.531369686126709], [7794, 1.5357040166854858], [8930, 1.5447938442230225], [8922, 1.5535368919372559], [8337, 1.559603214263916], [9520, 1.5611481666564941]]",7137
video8247,a man is talking about cooking and presenting a thermometer and way of preparation,"[[8247, 1.485307216644287]]","[[8247, 1.485307216644287], [8772, 1.4857330322265625], [9356, 1.506821632385254], [9699, 1.5102653503417969], [7148, 1.52359938621521]]","[[8247, 1.485307216644287], [8772, 1.4857330322265625], [9356, 1.506821632385254], [9699, 1.5102653503417969], [7148, 1.52359938621521], [7154, 1.5257079601287842], [7968, 1.5273387432098389], [8834, 1.532121181488037], [8865, 1.536210536956787], [8686, 1.5383373498916626]]",8247
video9227,man shows how to prepare potatoes,"[[9694, 1.411818027496338]]","[[9694, 1.411818027496338], [9227, 1.4138007164001465], [7973, 1.4616187810897827], [7966, 1.4933009147644043], [8056, 1.4956289529800415]]","[[9694, 1.411818027496338], [9227, 1.4138007164001465], [7973, 1.4616187810897827], [7966, 1.4933009147644043], [8056, 1.4956289529800415], [9333, 1.5019361972808838], [9735, 1.5032421350479126], [9798, 1.505481481552124], [9684, 1.5061784982681274], [9038, 1.5192177295684814]]",9227
video7204,a small boy is crying and a car is showed,"[[9576, 1.4812366962432861]]","[[9576, 1.4812366962432861], [9240, 1.4846487045288086], [7236, 1.4862701892852783], [9036, 1.491808295249939], [7346, 1.5026779174804688]]","[[9576, 1.4812366962432861], [9240, 1.4846487045288086], [7236, 1.4862701892852783], [9036, 1.491808295249939], [7346, 1.5026779174804688], [9686, 1.5084006786346436], [7110, 1.5120508670806885], [8606, 1.5126783847808838], [9826, 1.5229495763778687], [8681, 1.5239176750183105]]",7204
video8120,a guest is speaking with a television show host,"[[7349, 1.4248604774475098]]","[[7349, 1.4248604774475098], [8932, 1.4333906173706055], [8917, 1.4400312900543213], [7794, 1.4406002759933472], [8120, 1.4430277347564697]]","[[7349, 1.4248604774475098], [8932, 1.4333906173706055], [8917, 1.4400312900543213], [7794, 1.4406002759933472], [8120, 1.4430277347564697], [7159, 1.448569893836975], [7753, 1.4487152099609375], [8824, 1.462738037109375], [8905, 1.470946192741394], [8930, 1.473429799079895]]",8120
video9823,various rugby scenes from different games,"[[9823, 1.4165089130401611]]","[[9823, 1.4165089130401611], [9542, 1.4545984268188477], [9647, 1.4584366083145142], [9605, 1.461704969406128], [8817, 1.4767746925354004]]","[[9823, 1.4165089130401611], [9542, 1.4545984268188477], [9647, 1.4584366083145142], [9605, 1.461704969406128], [8817, 1.4767746925354004], [7787, 1.4791808128356934], [7358, 1.4829814434051514], [8913, 1.48763108253479], [7839, 1.4943618774414062], [7789, 1.4989213943481445]]",9823
video8489,a tv channel named how to cook great foodcom is telling how to prepare a dish,"[[7415, 1.4491324424743652]]","[[7415, 1.4491324424743652], [9689, 1.4543753862380981], [7148, 1.467089056968689], [9356, 1.4706369638442993], [7911, 1.471307396888733]]","[[7415, 1.4491324424743652], [9689, 1.4543753862380981], [7148, 1.467089056968689], [9356, 1.4706369638442993], [7911, 1.471307396888733], [8662, 1.4761483669281006], [8686, 1.476792335510254], [8489, 1.4824297428131104], [7360, 1.484391212463379], [9409, 1.4848451614379883]]",8489
video9245,man interviews bill murray,"[[7794, 1.3826353549957275]]","[[7794, 1.3826353549957275], [7159, 1.3918874263763428], [9245, 1.4620542526245117], [8930, 1.4987125396728516], [7753, 1.50472891330719]]","[[7794, 1.3826353549957275], [7159, 1.3918874263763428], [9245, 1.4620542526245117], [8930, 1.4987125396728516], [7753, 1.50472891330719], [7362, 1.5163098573684692], [7349, 1.519323706626892], [8120, 1.524216651916504], [9331, 1.5290907621383667], [9885, 1.5329197645187378]]",9245
video7469,a video of a young man in a white shirt inviting his colleagues to join him,"[[7469, 1.341854453086853]]","[[7469, 1.341854453086853], [7345, 1.500826358795166], [9579, 1.5068999528884888], [8851, 1.5096585750579834], [8664, 1.513706922531128]]","[[7469, 1.341854453086853], [7345, 1.500826358795166], [9579, 1.5068999528884888], [8851, 1.5096585750579834], [8664, 1.513706922531128], [7418, 1.520150065422058], [9249, 1.523874282836914], [7114, 1.5243016481399536], [7491, 1.5272529125213623], [7501, 1.5288586616516113]]",7469
video8929,a person is playing a video game,"[[8578, 1.4727438688278198]]","[[8578, 1.4727438688278198], [7919, 1.4780049324035645], [9031, 1.478075623512268], [7792, 1.4784178733825684], [9200, 1.4805291891098022]]","[[8578, 1.4727438688278198], [7919, 1.4780049324035645], [9031, 1.478075623512268], [7792, 1.4784178733825684], [9200, 1.4805291891098022], [7552, 1.480713129043579], [8931, 1.4811344146728516], [8313, 1.481215238571167], [8459, 1.4818850755691528], [9795, 1.483034372329712]]",8929
video8267,video of gymasts practicing to roll,"[[8936, 1.445072054862976]]","[[8936, 1.445072054862976], [8267, 1.4522793292999268], [7131, 1.4881587028503418], [8441, 1.4928616285324097], [7543, 1.493362545967102]]","[[8936, 1.445072054862976], [8267, 1.4522793292999268], [7131, 1.4881587028503418], [8441, 1.4928616285324097], [7543, 1.493362545967102], [9302, 1.498665452003479], [8945, 1.5035338401794434], [8339, 1.507293939590454], [7599, 1.5117428302764893], [9803, 1.521881341934204]]",8267
video7361,a woman with a camel,"[[7361, 1.2742570638656616]]","[[7361, 1.2742570638656616], [9339, 1.4410465955734253], [8242, 1.464674472808838], [8790, 1.472886085510254], [7568, 1.4908111095428467]]","[[7361, 1.2742570638656616], [9339, 1.4410465955734253], [8242, 1.464674472808838], [8790, 1.472886085510254], [7568, 1.4908111095428467], [9039, 1.503774642944336], [8317, 1.5054491758346558], [8304, 1.5145173072814941], [7364, 1.51629638671875], [9828, 1.5171144008636475]]",7361
video7349,a grey haired man interviews someone else,"[[8905, 1.3996918201446533]]","[[8905, 1.3996918201446533], [8120, 1.4073636531829834], [7753, 1.419050931930542], [7794, 1.421220302581787], [7349, 1.4282112121582031]]","[[8905, 1.3996918201446533], [8120, 1.4073636531829834], [7753, 1.419050931930542], [7794, 1.421220302581787], [7349, 1.4282112121582031], [9885, 1.4413599967956543], [8917, 1.4514765739440918], [9690, 1.4529402256011963], [8932, 1.466273307800293], [7159, 1.478804588317871]]",7349
video8901,men pushing a car down assembly line,"[[8901, 1.3844003677368164]]","[[8901, 1.3844003677368164], [7343, 1.440903902053833], [9508, 1.459822416305542], [7110, 1.4604730606079102], [7151, 1.496506690979004]]","[[8901, 1.3844003677368164], [7343, 1.440903902053833], [9508, 1.459822416305542], [7110, 1.4604730606079102], [7151, 1.496506690979004], [8651, 1.4994755983352661], [9744, 1.5279834270477295], [7820, 1.5288891792297363], [8499, 1.5327296257019043], [7567, 1.5359132289886475]]",8901
video8799,different letters are coming out and sounding out the way they sound,"[[8671, 1.4529857635498047]]","[[8671, 1.4529857635498047], [8909, 1.481574296951294], [8799, 1.484312891960144], [7355, 1.4971940517425537], [9695, 1.5005979537963867]]","[[8671, 1.4529857635498047], [8909, 1.481574296951294], [8799, 1.484312891960144], [7355, 1.4971940517425537], [9695, 1.5005979537963867], [7900, 1.50146484375], [7372, 1.503241777420044], [8328, 1.5038419961929321], [8069, 1.50510835647583], [9620, 1.5067058801651]]",8799
video7614,a man picking out a vehicle from the trailer,"[[8420, 1.4659500122070312]]","[[8420, 1.4659500122070312], [9508, 1.4931714534759521], [9878, 1.5033997297286987], [7614, 1.504170536994934], [8556, 1.5055406093597412]]","[[8420, 1.4659500122070312], [9508, 1.4931714534759521], [9878, 1.5033997297286987], [7614, 1.504170536994934], [8556, 1.5055406093597412], [7820, 1.5191435813903809], [8075, 1.521965503692627], [9330, 1.5239589214324951], [8344, 1.5243247747421265], [9358, 1.5257482528686523]]",7614
video7340,a man is talking about his car s features while inside his car,"[[7597, 1.4487080574035645]]","[[7597, 1.4487080574035645], [7354, 1.4572687149047852], [7026, 1.4711135625839233], [7356, 1.472967505455017], [7340, 1.5021406412124634]]","[[7597, 1.4487080574035645], [7354, 1.4572687149047852], [7026, 1.4711135625839233], [7356, 1.472967505455017], [7340, 1.5021406412124634], [7765, 1.5034085512161255], [7965, 1.5165977478027344], [9514, 1.5181944370269775], [8263, 1.5265235900878906], [9358, 1.5299909114837646]]",7340
video8475,scrolling the the menu of movieclips with different movie trailers,"[[9804, 1.33087956905365]]","[[9804, 1.33087956905365], [8475, 1.3956611156463623], [7229, 1.4904797077178955], [8485, 1.4914284944534302], [8811, 1.5215914249420166]]","[[9804, 1.33087956905365], [8475, 1.3956611156463623], [7229, 1.4904797077178955], [8485, 1.4914284944534302], [8811, 1.5215914249420166], [7467, 1.552081823348999], [8909, 1.5585020780563354], [7754, 1.5607473850250244], [7355, 1.5616092681884766], [7223, 1.5618975162506104]]",8475
video9207,a lady is put makeup especially around her eyes,"[[9818, 1.4186407327651978]]","[[9818, 1.4186407327651978], [9207, 1.449187994003296], [9688, 1.4779045581817627], [8488, 1.4800207614898682], [7571, 1.4863028526306152]]","[[9818, 1.4186407327651978], [9207, 1.449187994003296], [9688, 1.4779045581817627], [8488, 1.4800207614898682], [7571, 1.4863028526306152], [8012, 1.515979528427124], [9822, 1.5276092290878296], [8712, 1.529829978942871], [7216, 1.5304840803146362], [8320, 1.5344351530075073]]",9207
video9545,some one talking about top ten movies of the year,"[[8752, 1.4434518814086914]]","[[8752, 1.4434518814086914], [7964, 1.459059715270996], [8254, 1.4609826803207397], [8811, 1.4668325185775757], [7501, 1.4671618938446045]]","[[8752, 1.4434518814086914], [7964, 1.459059715270996], [8254, 1.4609826803207397], [8811, 1.4668325185775757], [7501, 1.4671618938446045], [8475, 1.4717156887054443], [7946, 1.48532235622406], [9804, 1.4874348640441895], [7229, 1.488339900970459], [8828, 1.495074987411499]]",9545
video9323,it is the video of military men,"[[7373, 1.4525036811828613]]","[[7373, 1.4525036811828613], [8499, 1.4593061208724976], [9255, 1.4693617820739746], [9235, 1.471116065979004], [8805, 1.4859098196029663]]","[[7373, 1.4525036811828613], [8499, 1.4593061208724976], [9255, 1.4693617820739746], [9235, 1.471116065979004], [8805, 1.4859098196029663], [8938, 1.5049784183502197], [9450, 1.5077540874481201], [9578, 1.5085890293121338], [8346, 1.5090525150299072], [7206, 1.5203975439071655]]",9323
video7219,a man drives a red indianapolis 500 type race car around an asphalt track,"[[7219, 1.4335882663726807]]","[[7219, 1.4335882663726807], [7214, 1.469486117362976], [9535, 1.497009515762329], [8089, 1.5035043954849243], [9328, 1.516204595565796]]","[[7219, 1.4335882663726807], [7214, 1.469486117362976], [9535, 1.497009515762329], [8089, 1.5035043954849243], [9328, 1.516204595565796], [7965, 1.5564502477645874], [8657, 1.5597822666168213], [8819, 1.5677357912063599], [8263, 1.56850004196167], [9017, 1.5703926086425781]]",7219
video9038,a person is preparing some food,"[[8915, 1.4833639860153198]]","[[8915, 1.4833639860153198], [7695, 1.484275221824646], [8656, 1.4870342016220093], [9693, 1.4881352186203003], [7148, 1.4893220663070679]]","[[8915, 1.4833639860153198], [7695, 1.484275221824646], [8656, 1.4870342016220093], [9693, 1.4881352186203003], [7148, 1.4893220663070679], [8056, 1.4906055927276611], [7785, 1.493852972984314], [8483, 1.4973106384277344], [8865, 1.4978524446487427], [8247, 1.4995841979980469]]",9038
video8444,two ladies in a cookery show explain how to marinate chicken already cleaned and ready with salt and cilantro sprigs,"[[8444, 1.3875317573547363]]","[[8444, 1.3875317573547363], [7939, 1.4654147624969482], [8057, 1.50095796585083], [9687, 1.5050833225250244], [8479, 1.5074604749679565]]","[[8444, 1.3875317573547363], [7939, 1.4654147624969482], [8057, 1.50095796585083], [9687, 1.5050833225250244], [8479, 1.5074604749679565], [8300, 1.5098135471343994], [7415, 1.5216410160064697], [7845, 1.554353952407837], [9689, 1.556640625], [7744, 1.5591225624084473]]",8444
video8491,a police officer pulls a gun at a swimming pool,"[[9830, 1.486508846282959]]","[[9830, 1.486508846282959], [7797, 1.527686595916748], [8491, 1.534421682357788], [9819, 1.5423505306243896], [8808, 1.54667067527771]]","[[9830, 1.486508846282959], [7797, 1.527686595916748], [8491, 1.534421682357788], [9819, 1.5423505306243896], [8808, 1.54667067527771], [9578, 1.5476666688919067], [8949, 1.5495597124099731], [9323, 1.5657154321670532], [7368, 1.5659472942352295], [9784, 1.5690624713897705]]",8491
video8652,a man runs into the crowd when trying to catch a basketball,"[[8652, 1.444007158279419]]","[[8652, 1.444007158279419], [8253, 1.455180048942566], [8124, 1.4632222652435303], [9018, 1.4770176410675049], [7710, 1.4829473495483398]]","[[8652, 1.444007158279419], [8253, 1.455180048942566], [8124, 1.4632222652435303], [9018, 1.4770176410675049], [7710, 1.4829473495483398], [9013, 1.4860305786132812], [7839, 1.5049023628234863], [7112, 1.5087456703186035], [7763, 1.5094174146652222], [8668, 1.5112905502319336]]",8652
video7790,a guy with glasses is standing next to some signs,"[[7790, 1.3852872848510742]]","[[7790, 1.3852872848510742], [8257, 1.4590941667556763], [7418, 1.478013515472412], [8671, 1.4799370765686035], [9825, 1.480425477027893]]","[[7790, 1.3852872848510742], [8257, 1.4590941667556763], [7418, 1.478013515472412], [8671, 1.4799370765686035], [9825, 1.480425477027893], [9885, 1.4904069900512695], [9249, 1.4961050748825073], [9802, 1.4973888397216797], [7946, 1.4975827932357788], [9901, 1.4998588562011719]]",7790
video9416,person is recording the brown horse which is having fun,"[[9416, 1.3662333488464355]]","[[9416, 1.3662333488464355], [9839, 1.3946900367736816], [8242, 1.4413702487945557], [9577, 1.4422370195388794], [8327, 1.4512989521026611]]","[[9416, 1.3662333488464355], [9839, 1.3946900367736816], [8242, 1.4413702487945557], [9577, 1.4422370195388794], [8327, 1.4512989521026611], [9451, 1.4865694046020508], [7615, 1.5053956508636475], [7361, 1.5079407691955566], [7024, 1.5193705558776855], [9248, 1.529889702796936]]",9416
video8260,man in white hoodie turns a page to tell you about an online store the url is available in the description,"[[7469, 1.479598879814148]]","[[7469, 1.479598879814148], [8828, 1.4877979755401611], [7501, 1.5146617889404297], [8618, 1.515660047531128], [7755, 1.5162643194198608]]","[[7469, 1.479598879814148], [8828, 1.4877979755401611], [7501, 1.5146617889404297], [8618, 1.515660047531128], [7755, 1.5162643194198608], [8909, 1.5167450904846191], [7563, 1.5176475048065186], [9607, 1.5256850719451904], [8456, 1.5309717655181885], [7431, 1.5349974632263184]]",8260
video7751,two women rare sitting speaking on sites in los angeles,"[[7751, 1.4402152299880981]]","[[7751, 1.4402152299880981], [9835, 1.4765892028808594], [9353, 1.5057076215744019], [9039, 1.5066403150558472], [8068, 1.5095558166503906]]","[[7751, 1.4402152299880981], [9835, 1.4765892028808594], [9353, 1.5057076215744019], [9039, 1.5066403150558472], [8068, 1.5095558166503906], [8022, 1.509955644607544], [8330, 1.5119377374649048], [9037, 1.5120956897735596], [7119, 1.518633484840393], [8783, 1.5193049907684326]]",7751
video8124,basketball players making a shot in the last seven seconds,"[[8253, 1.4408602714538574]]","[[8253, 1.4408602714538574], [7763, 1.441781997680664], [9013, 1.443450689315796], [8124, 1.451457142829895], [8668, 1.465278148651123]]","[[8253, 1.4408602714538574], [7763, 1.441781997680664], [9013, 1.443450689315796], [8124, 1.451457142829895], [8668, 1.465278148651123], [7710, 1.468198537826538], [8652, 1.4865894317626953], [9018, 1.4866729974746704], [9019, 1.5138410329818726], [9029, 1.5191177129745483]]",8124
video7556,people are playing baseball,"[[7556, 1.4295525550842285]]","[[7556, 1.4295525550842285], [7021, 1.4356235265731812], [8049, 1.4399243593215942], [8308, 1.447057843208313], [9534, 1.467868447303772]]","[[7556, 1.4295525550842285], [7021, 1.4356235265731812], [8049, 1.4399243593215942], [8308, 1.447057843208313], [9534, 1.467868447303772], [8913, 1.4800143241882324], [7787, 1.4851064682006836], [9542, 1.5187342166900635], [7150, 1.526257038116455], [9018, 1.5286823511123657]]",7556
video8265,someone plays a guitar and sings on stage of a tv show,"[[8265, 1.4328665733337402]]","[[8265, 1.4328665733337402], [7961, 1.4522391557693481], [8251, 1.460278034210205], [9222, 1.4678770303726196], [8810, 1.4689536094665527]]","[[8265, 1.4328665733337402], [7961, 1.4522391557693481], [8251, 1.460278034210205], [9222, 1.4678770303726196], [8810, 1.4689536094665527], [7419, 1.470113754272461], [8482, 1.4711198806762695], [7156, 1.4737529754638672], [7228, 1.4742032289505005], [9872, 1.4844627380371094]]",8265
video7368,a martial arts cartoon,"[[8245, 1.451801061630249]]","[[8245, 1.451801061630249], [8794, 1.4687485694885254], [9247, 1.4737694263458252], [7741, 1.4893772602081299], [9306, 1.4985127449035645]]","[[8245, 1.451801061630249], [8794, 1.4687485694885254], [9247, 1.4737694263458252], [7741, 1.4893772602081299], [9306, 1.4985127449035645], [9221, 1.5039658546447754], [9805, 1.5050888061523438], [9772, 1.5059295892715454], [7164, 1.5064541101455688], [8903, 1.507891297340393]]",7368
video9625,its a cooking recipe show with chicken vegetables,"[[8057, 1.4626401662826538]]","[[8057, 1.4626401662826538], [9639, 1.475325584411621], [9625, 1.4880491495132446], [7939, 1.4953954219818115], [8479, 1.516702651977539]]","[[8057, 1.4626401662826538], [9639, 1.475325584411621], [9625, 1.4880491495132446], [7939, 1.4953954219818115], [8479, 1.516702651977539], [9687, 1.520505428314209], [7968, 1.5252721309661865], [9693, 1.5281435251235962], [7566, 1.5290803909301758], [8444, 1.5292279720306396]]",9625
video7134,a class is being introduced to a digital reading device,"[[7134, 1.4286525249481201]]","[[7134, 1.4286525249481201], [8472, 1.439561367034912], [8626, 1.49207603931427], [7431, 1.5048260688781738], [7843, 1.506753921508789]]","[[7134, 1.4286525249481201], [8472, 1.439561367034912], [8626, 1.49207603931427], [7431, 1.5048260688781738], [7843, 1.506753921508789], [9697, 1.5154269933700562], [7345, 1.517885446548462], [9908, 1.5197136402130127], [7687, 1.5229530334472656], [8331, 1.5265491008758545]]",7134
video9521,a person is passing by a jolly group of men,"[[8851, 1.4326248168945312]]","[[8851, 1.4326248168945312], [8306, 1.4728658199310303], [7028, 1.4786183834075928], [8801, 1.4891619682312012], [7741, 1.4962635040283203]]","[[8851, 1.4326248168945312], [8306, 1.4728658199310303], [7028, 1.4786183834075928], [8801, 1.4891619682312012], [7741, 1.4962635040283203], [9833, 1.4999874830245972], [8416, 1.512682557106018], [7548, 1.5130531787872314], [8061, 1.513168454170227], [9521, 1.514797329902649]]",9521
video8866,a news scene of the dog s exercise and diet,"[[8866, 1.3092482089996338]]","[[8866, 1.3092482089996338], [7146, 1.4841949939727783], [7798, 1.484350323677063], [9037, 1.5104608535766602], [8604, 1.522557258605957]]","[[8866, 1.3092482089996338], [7146, 1.4841949939727783], [7798, 1.484350323677063], [9037, 1.5104608535766602], [8604, 1.522557258605957], [8323, 1.5338305234909058], [9034, 1.5366142988204956], [7579, 1.544006586074829], [8016, 1.546083927154541], [9339, 1.5471397638320923]]",8866
video8812,shows a globe and a bunch of people,"[[9680, 1.4461108446121216]]","[[9680, 1.4461108446121216], [7223, 1.4894546270370483], [8937, 1.4932525157928467], [8727, 1.4952261447906494], [7027, 1.4960603713989258]]","[[9680, 1.4461108446121216], [7223, 1.4894546270370483], [8937, 1.4932525157928467], [8727, 1.4952261447906494], [7027, 1.4960603713989258], [8812, 1.5041053295135498], [8014, 1.514257550239563], [7754, 1.5142645835876465], [8336, 1.514756679534912], [8306, 1.516257643699646]]",8812
video8110,a cartoon woman cries at a bench while a woman in blue appears,"[[7365, 1.4671953916549683]]","[[7365, 1.4671953916549683], [8110, 1.5252459049224854], [7222, 1.5327099561691284], [8341, 1.5354896783828735], [7831, 1.5405058860778809]]","[[7365, 1.4671953916549683], [8110, 1.5252459049224854], [7222, 1.5327099561691284], [8341, 1.5354896783828735], [7831, 1.5405058860778809], [8446, 1.5491288900375366], [8911, 1.5540766716003418], [7157, 1.556640863418579], [8486, 1.5592329502105713], [9814, 1.5622761249542236]]",8110
video7546,a man and a woman are talking about something,"[[7613, 1.4569791555404663]]","[[7613, 1.4569791555404663], [7119, 1.483852505683899], [7546, 1.4848450422286987], [9223, 1.4930781126022339], [8175, 1.4932875633239746]]","[[7613, 1.4569791555404663], [7119, 1.483852505683899], [7546, 1.4848450422286987], [9223, 1.4930781126022339], [8175, 1.4932875633239746], [8683, 1.4977896213531494], [8974, 1.5024878978729248], [8653, 1.503085970878601], [9023, 1.5031895637512207], [8786, 1.5057294368743896]]",7546
video9509,a women in blue shows two pink lipsticks,"[[9822, 1.491584062576294]]","[[9822, 1.491584062576294], [7173, 1.5057498216629028], [8320, 1.522294282913208], [7580, 1.5260313749313354], [8669, 1.5359115600585938]]","[[9822, 1.491584062576294], [7173, 1.5057498216629028], [8320, 1.522294282913208], [7580, 1.5260313749313354], [8669, 1.5359115600585938], [9207, 1.538554072380066], [8073, 1.5402182340621948], [8423, 1.5406920909881592], [9782, 1.545032024383545], [7216, 1.547223687171936]]",9509
video9549,video of a computer program while someone navigates through its menus,"[[7166, 1.458823561668396]]","[[7166, 1.458823561668396], [7203, 1.466921091079712], [7913, 1.4715346097946167], [8860, 1.4849121570587158], [8111, 1.4851045608520508]]","[[7166, 1.458823561668396], [7203, 1.466921091079712], [7913, 1.4715346097946167], [8860, 1.4849121570587158], [8111, 1.4851045608520508], [8328, 1.4878380298614502], [8909, 1.4883697032928467], [9820, 1.4958832263946533], [8921, 1.5016244649887085], [7035, 1.503516435623169]]",9549
video7157,an anime cartoon character speaks to another character,"[[7157, 1.3932665586471558]]","[[7157, 1.3932665586471558], [7831, 1.4255011081695557], [8341, 1.4693617820739746], [9247, 1.4720485210418701], [7222, 1.4816960096359253]]","[[7157, 1.3932665586471558], [7831, 1.4255011081695557], [8341, 1.4693617820739746], [9247, 1.4720485210418701], [7222, 1.4816960096359253], [9790, 1.4838095903396606], [8794, 1.4892399311065674], [7029, 1.490270733833313], [8446, 1.4930250644683838], [8839, 1.4988794326782227]]",7157
video7020,a woman creating a fondant baby and flower,"[[7020, 1.3581602573394775]]","[[7020, 1.3581602573394775], [7173, 1.4798014163970947], [7561, 1.494361400604248], [8620, 1.5040874481201172], [8791, 1.5282938480377197]]","[[7020, 1.3581602573394775], [7173, 1.4798014163970947], [7561, 1.494361400604248], [8620, 1.5040874481201172], [8791, 1.5282938480377197], [9684, 1.5329296588897705], [8784, 1.5425300598144531], [8240, 1.5508681535720825], [7216, 1.5567631721496582], [8774, 1.5692532062530518]]",7020
video9328,a car is racing on road,"[[9328, 1.4405791759490967]]","[[9328, 1.4405791759490967], [9535, 1.448570966720581], [7616, 1.4556242227554321], [9800, 1.4635984897613525], [8089, 1.4636595249176025]]","[[9328, 1.4405791759490967], [9535, 1.448570966720581], [7616, 1.4556242227554321], [9800, 1.4635984897613525], [8089, 1.4636595249176025], [8263, 1.4724926948547363], [7506, 1.4752459526062012], [7214, 1.4774320125579834], [7965, 1.4787945747375488], [7219, 1.4832111597061157]]",9328
video9826,an animated micky is driving a car,"[[9826, 1.4712886810302734]]","[[9826, 1.4712886810302734], [8973, 1.471369743347168], [8781, 1.4872809648513794], [7464, 1.5085716247558594], [7912, 1.519996166229248]]","[[9826, 1.4712886810302734], [8973, 1.471369743347168], [8781, 1.4872809648513794], [7464, 1.5085716247558594], [7912, 1.519996166229248], [7741, 1.5362279415130615], [8110, 1.5389580726623535], [9776, 1.5394773483276367], [7506, 1.5427942276000977], [9580, 1.5446598529815674]]",9826
video8861,a white male raps while another plays guitar,"[[8861, 1.4079899787902832]]","[[8861, 1.4079899787902832], [7205, 1.4798921346664429], [8251, 1.4835712909698486], [7976, 1.4899301528930664], [7419, 1.492332935333252]]","[[8861, 1.4079899787902832], [7205, 1.4798921346664429], [8251, 1.4835712909698486], [7976, 1.4899301528930664], [7419, 1.492332935333252], [9489, 1.4993423223495483], [8978, 1.5017884969711304], [7028, 1.5067497491836548], [7969, 1.5091325044631958], [9515, 1.5096465349197388]]",8861
video9322,a woman gets trapped in a burning trailer,"[[9354, 1.4675308465957642]]","[[9354, 1.4675308465957642], [8902, 1.4779915809631348], [9623, 1.4989210367202759], [8680, 1.5022902488708496], [7782, 1.5100823640823364]]","[[9354, 1.4675308465957642], [8902, 1.4779915809631348], [9623, 1.4989210367202759], [8680, 1.5022902488708496], [7782, 1.5100823640823364], [9237, 1.510267972946167], [9816, 1.5196365118026733], [9322, 1.5202627182006836], [8392, 1.5219975709915161], [8122, 1.5266265869140625]]",9322
video7491,a person explaining a concept in a show,"[[7418, 1.4704163074493408]]","[[7418, 1.4704163074493408], [8917, 1.477731466293335], [8072, 1.4780864715576172], [8804, 1.4799792766571045], [9821, 1.492854118347168]]","[[7418, 1.4704163074493408], [8917, 1.477731466293335], [8072, 1.4780864715576172], [8804, 1.4799792766571045], [9821, 1.492854118347168], [8269, 1.4991631507873535], [9236, 1.4995683431625366], [9901, 1.5014058351516724], [9251, 1.5034680366516113], [7375, 1.503691554069519]]",7491
video9575,the woman in the purple blouse talk as the shelves are behind her,"[[9575, 1.4198288917541504]]","[[9575, 1.4198288917541504], [7438, 1.4447956085205078], [8461, 1.4957183599472046], [7698, 1.4970192909240723], [7145, 1.4985430240631104]]","[[9575, 1.4198288917541504], [7438, 1.4447956085205078], [8461, 1.4957183599472046], [7698, 1.4970192909240723], [7145, 1.4985430240631104], [7580, 1.4990932941436768], [7348, 1.512061357498169], [8333, 1.5166574716567993], [8669, 1.5193179845809937], [7179, 1.5209126472473145]]",9575
video7177,girl is dancing in the garden,"[[8507, 1.341555118560791]]","[[8507, 1.341555118560791], [9226, 1.416715383529663], [7599, 1.4863290786743164], [7177, 1.5028129816055298], [9805, 1.502869725227356]]","[[8507, 1.341555118560791], [9226, 1.416715383529663], [7599, 1.4863290786743164], [7177, 1.5028129816055298], [9805, 1.502869725227356], [9815, 1.5054967403411865], [9685, 1.5082943439483643], [8481, 1.510431170463562], [9827, 1.5158159732818604], [7117, 1.5163915157318115]]",7177
video8327,multi colored horses in a barn and outside in the snow,"[[8327, 1.4571521282196045]]","[[8327, 1.4571521282196045], [9839, 1.4664289951324463], [8242, 1.5530577898025513], [9577, 1.5580198764801025], [9416, 1.568835735321045]]","[[8327, 1.4571521282196045], [9839, 1.4664289951324463], [8242, 1.5530577898025513], [9577, 1.5580198764801025], [9416, 1.568835735321045], [9451, 1.569946050643921], [9332, 1.5787444114685059], [9244, 1.5944174528121948], [9248, 1.594509482383728], [8498, 1.615504503250122]]",8327
video7116,a group of people are walking a woman is talking about their culture,"[[7568, 1.4494473934173584]]","[[7568, 1.4494473934173584], [8014, 1.4500303268432617], [7364, 1.457679271697998], [9131, 1.4690923690795898], [7116, 1.4731481075286865]]","[[7568, 1.4494473934173584], [8014, 1.4500303268432617], [7364, 1.457679271697998], [9131, 1.4690923690795898], [7116, 1.4731481075286865], [8022, 1.478782057762146], [8306, 1.4875030517578125], [9341, 1.4903690814971924], [8241, 1.4980528354644775], [9337, 1.4985318183898926]]",7116
video7118,a young girl in a horror movie is haunted,"[[7782, 1.3986315727233887]]","[[7782, 1.3986315727233887], [9878, 1.4277441501617432], [9237, 1.4280221462249756], [9816, 1.4303905963897705], [9012, 1.4539268016815186]]","[[7782, 1.3986315727233887], [9878, 1.4277441501617432], [9237, 1.4280221462249756], [9816, 1.4303905963897705], [9012, 1.4539268016815186], [9686, 1.4652953147888184], [9780, 1.4692063331604004], [8902, 1.4776164293289185], [8832, 1.4798182249069214], [7118, 1.4806007146835327]]",7118
