rel_video_id,query,top1,top5,top10,ground_truth
video9119,a man talks about molecules and certain types of antibodies,"[[9249, 1.4368486404418945]]","[[9249, 1.4368486404418945], [9119, 1.4447228908538818], [8257, 1.4600040912628174], [7900, 1.492089033126831], [9406, 1.5246671438217163]]","[[9249, 1.4368486404418945], [9119, 1.4447228908538818], [8257, 1.4600040912628174], [7900, 1.492089033126831], [9406, 1.5246671438217163], [7946, 1.524692416191101], [9825, 1.525957465171814], [9549, 1.5265731811523438], [8804, 1.528245449066162], [7412, 1.5381380319595337]]",9119
video7357,tennis players are involved in matches in large stadiums in front of large crowds,"[[7357, 1.4135363101959229]]","[[7357, 1.4135363101959229], [7978, 1.470452904701233], [8665, 1.4793678522109985], [8013, 1.5068883895874023], [9018, 1.5470958948135376]]","[[7357, 1.4135363101959229], [7978, 1.470452904701233], [8665, 1.4793678522109985], [8013, 1.5068883895874023], [9018, 1.5470958948135376], [7500, 1.556372880935669], [8253, 1.5608912706375122], [8913, 1.5610466003417969], [7378, 1.563868522644043], [8660, 1.5664139986038208]]",7357
video8783,a lady named lizzy is speaking about movies she is wearing a very nice outfit,"[[8254, 1.4243230819702148]]","[[8254, 1.4243230819702148], [8783, 1.4420839548110962], [7583, 1.4612045288085938], [8453, 1.4658838510513306], [8826, 1.4674656391143799]]","[[8254, 1.4243230819702148], [8783, 1.4420839548110962], [7583, 1.4612045288085938], [8453, 1.4658838510513306], [8826, 1.4674656391143799], [9225, 1.4679750204086304], [8068, 1.4743287563323975], [9503, 1.4753706455230713], [7162, 1.4768372774124146], [7341, 1.4907188415527344]]",8783
video7669,three woman doing a fashion show to music,"[[8914, 1.4501436948776245]]","[[8914, 1.4501436948776245], [7730, 1.4533135890960693], [9348, 1.4591715335845947], [9277, 1.465775489807129], [7669, 1.4672666788101196]]","[[8914, 1.4501436948776245], [7730, 1.4533135890960693], [9348, 1.4591715335845947], [9277, 1.465775489807129], [7669, 1.4672666788101196], [7783, 1.4698529243469238], [9308, 1.4736944437026978], [8342, 1.4845335483551025], [8923, 1.4885764122009277], [8605, 1.4934327602386475]]",7669
video9503,a woman is talking about how jeans with patches or rips is trendy,"[[9503, 1.3510403633117676]]","[[9503, 1.3510403633117676], [8825, 1.4118303060531616], [9250, 1.4617098569869995], [7580, 1.485808253288269], [8254, 1.5249965190887451]]","[[9503, 1.3510403633117676], [8825, 1.4118303060531616], [9250, 1.4617098569869995], [7580, 1.485808253288269], [8254, 1.5249965190887451], [8783, 1.5372369289398193], [8789, 1.5388641357421875], [9039, 1.548782467842102], [7231, 1.555456280708313], [9512, 1.5569450855255127]]",9503
video8262,wrestlers are involved in a large wrestling meet,"[[9803, 1.4342000484466553]]","[[9803, 1.4342000484466553], [7788, 1.443526268005371], [8309, 1.4455914497375488], [7587, 1.4514915943145752], [8262, 1.4569430351257324]]","[[9803, 1.4342000484466553], [7788, 1.443526268005371], [8309, 1.4455914497375488], [7587, 1.4514915943145752], [8262, 1.4569430351257324], [8470, 1.462230920791626], [8443, 1.4657789468765259], [8823, 1.4663753509521484], [8440, 1.4781984090805054], [7153, 1.4964381456375122]]",8262
video7528,a girl singing a song and her group were playing music,"[[9589, 1.4473322629928589]]","[[9589, 1.4473322629928589], [7411, 1.4592258930206299], [7772, 1.4612998962402344], [8818, 1.4676165580749512], [7596, 1.48287832736969]]","[[9589, 1.4473322629928589], [7411, 1.4592258930206299], [7772, 1.4612998962402344], [8818, 1.4676165580749512], [7596, 1.48287832736969], [7528, 1.4835984706878662], [7791, 1.4893635511398315], [7569, 1.5008289813995361], [7756, 1.501034140586853], [8447, 1.5070384740829468]]",7528
video9827,lady gaga sings in a music video,"[[8073, 1.4620633125305176]]","[[8073, 1.4620633125305176], [9827, 1.472527027130127], [7411, 1.5006942749023438], [7917, 1.5173068046569824], [9788, 1.5174098014831543]]","[[8073, 1.4620633125305176], [9827, 1.472527027130127], [7411, 1.5006942749023438], [7917, 1.5173068046569824], [9788, 1.5174098014831543], [7528, 1.52323579788208], [8305, 1.5325663089752197], [7236, 1.5348155498504639], [8490, 1.5414444208145142], [8678, 1.5470823049545288]]",9827
video9249,a man is discussing oxiders in bulk form,"[[7350, 1.4760322570800781]]","[[7350, 1.4760322570800781], [7064, 1.4796936511993408], [9679, 1.4901304244995117], [9735, 1.4916737079620361], [9901, 1.495471715927124]]","[[7350, 1.4760322570800781], [7064, 1.4796936511993408], [9679, 1.4901304244995117], [9735, 1.4916737079620361], [9901, 1.495471715927124], [9021, 1.4998362064361572], [7946, 1.502407431602478], [8489, 1.5025932788848877], [8129, 1.504031777381897], [7034, 1.5088369846343994]]",9249
video8837,a young girl petting a dog that is laying on a couch,"[[8837, 1.398738145828247]]","[[8837, 1.398738145828247], [7579, 1.4390407800674438], [8018, 1.4848358631134033], [8866, 1.5308945178985596], [9347, 1.5314675569534302]]","[[8837, 1.398738145828247], [7579, 1.4390407800674438], [8018, 1.4848358631134033], [8866, 1.5308945178985596], [9347, 1.5314675569534302], [9472, 1.5338585376739502], [7798, 1.5351173877716064], [8790, 1.5422766208648682], [9012, 1.5446993112564087], [7836, 1.5450905561447144]]",8837
video7964,the couples are kissing in the game of throne,"[[7964, 1.4568473100662231]]","[[7964, 1.4568473100662231], [7682, 1.4670686721801758], [8790, 1.4813406467437744], [7164, 1.4916279315948486], [9788, 1.510958194732666]]","[[7964, 1.4568473100662231], [7682, 1.4670686721801758], [8790, 1.4813406467437744], [7164, 1.4916279315948486], [9788, 1.510958194732666], [9682, 1.5133799314498901], [7686, 1.5276579856872559], [9334, 1.5325888395309448], [7592, 1.53590989112854], [9801, 1.5373096466064453]]",7964
video8070,man driving a car in a video game,"[[7445, 1.451054573059082]]","[[7445, 1.451054573059082], [7506, 1.4614719152450562], [8468, 1.4622215032577515], [9355, 1.462230920791626], [9773, 1.4683728218078613]]","[[7445, 1.451054573059082], [7506, 1.4614719152450562], [8468, 1.4622215032577515], [9355, 1.462230920791626], [9773, 1.4683728218078613], [8070, 1.469683051109314], [9344, 1.4716466665267944], [7464, 1.4763357639312744], [9336, 1.477627158164978], [7219, 1.4943190813064575]]",8070
video9957,a group of people are dancing in a room,"[[7202, 1.439424991607666]]","[[7202, 1.439424991607666], [9957, 1.4424633979797363], [7725, 1.4578841924667358], [7960, 1.486462950706482], [8339, 1.4979569911956787]]","[[7202, 1.439424991607666], [9957, 1.4424633979797363], [7725, 1.4578841924667358], [7960, 1.486462950706482], [8339, 1.4979569911956787], [9063, 1.5039238929748535], [9254, 1.504360556602478], [7135, 1.5095690488815308], [8807, 1.517548680305481], [7117, 1.5263762474060059]]",9957
video9302,a guy trying to climb on a rope while another guy timing him,"[[8267, 1.4337445497512817]]","[[8267, 1.4337445497512817], [7155, 1.4428889751434326], [9302, 1.4438962936401367], [8572, 1.488048791885376], [7543, 1.493567943572998]]","[[8267, 1.4337445497512817], [7155, 1.4428889751434326], [9302, 1.4438962936401367], [8572, 1.488048791885376], [7543, 1.493567943572998], [8945, 1.5008881092071533], [7135, 1.5072137117385864], [7822, 1.508756160736084], [7359, 1.5090888738632202], [7172, 1.5117738246917725]]",9302
video8655,an animal is throwing a piece of junk,"[[9580, 1.4678161144256592]]","[[9580, 1.4678161144256592], [8655, 1.482267141342163], [8044, 1.4947470426559448], [8929, 1.4980192184448242], [8781, 1.4983564615249634]]","[[9580, 1.4678161144256592], [8655, 1.482267141342163], [8044, 1.4947470426559448], [8929, 1.4980192184448242], [8781, 1.4983564615249634], [9734, 1.4990665912628174], [8242, 1.510390043258667], [7113, 1.513877511024475], [8799, 1.5163476467132568], [9814, 1.519289493560791]]",8655
video7797,a man is swimming in the swimming pool,"[[9830, 1.4355101585388184]]","[[9830, 1.4355101585388184], [8949, 1.461251139640808], [7797, 1.4766241312026978], [7177, 1.494699239730835], [7061, 1.5228004455566406]]","[[9830, 1.4355101585388184], [8949, 1.461251139640808], [7797, 1.4766241312026978], [7177, 1.494699239730835], [7061, 1.5228004455566406], [9240, 1.5436420440673828], [7152, 1.5436913967132568], [9578, 1.5541670322418213], [8493, 1.5590046644210815], [9016, 1.5613884925842285]]",7797
video9225,a man discusses a bollywood celebrity,"[[9225, 1.3712387084960938]]","[[9225, 1.3712387084960938], [8453, 1.4017850160598755], [9329, 1.4030400514602661], [8912, 1.4862289428710938], [9683, 1.4876298904418945]]","[[9225, 1.3712387084960938], [8453, 1.4017850160598755], [9329, 1.4030400514602661], [8912, 1.4862289428710938], [9683, 1.4876298904418945], [8999, 1.4897704124450684], [9688, 1.5000808238983154], [8485, 1.5217318534851074], [9885, 1.5362017154693604], [9352, 1.5438125133514404]]",9225
video8261,blonde woman with black nails is recording herself in a room,"[[8261, 1.3530082702636719]]","[[8261, 1.3530082702636719], [8011, 1.4702523946762085], [9512, 1.4724817276000977], [9782, 1.4797983169555664], [8904, 1.4895110130310059]]","[[8261, 1.3530082702636719], [8011, 1.4702523946762085], [9512, 1.4724817276000977], [9782, 1.4797983169555664], [8904, 1.4895110130310059], [7728, 1.5103085041046143], [9818, 1.5213117599487305], [7348, 1.5241618156433105], [7549, 1.538954734802246], [8073, 1.545495629310608]]",8261
video8303,a cartoon announcing the next event in a fake show,"[[7741, 1.44970703125]]","[[7741, 1.44970703125], [7747, 1.4696182012557983], [7179, 1.4712002277374268], [8799, 1.471980333328247], [7835, 1.4811995029449463]]","[[7741, 1.44970703125], [7747, 1.4696182012557983], [7179, 1.4712002277374268], [8799, 1.471980333328247], [7835, 1.4811995029449463], [8110, 1.4869272708892822], [8911, 1.4877855777740479], [8303, 1.4913761615753174], [8245, 1.4916818141937256], [9777, 1.4931273460388184]]",8303
video7445,a man is talking and playing a video game,"[[9795, 1.4699676036834717]]","[[9795, 1.4699676036834717], [7552, 1.4760159254074097], [8578, 1.4760329723358154], [7143, 1.4790802001953125], [7366, 1.4826452732086182]]","[[9795, 1.4699676036834717], [7552, 1.4760159254074097], [8578, 1.4760329723358154], [7143, 1.4790802001953125], [7366, 1.4826452732086182], [7792, 1.4827696084976196], [7919, 1.484856128692627], [8663, 1.4848880767822266], [8313, 1.4850716590881348], [7766, 1.4854482412338257]]",7445
video7753,a man is giving his commentary on a current event television show,"[[8491, 1.4363194704055786]]","[[8491, 1.4363194704055786], [9819, 1.4414012432098389], [8864, 1.4415758848190308], [7754, 1.4589483737945557], [8822, 1.4598616361618042]]","[[8491, 1.4363194704055786], [9819, 1.4414012432098389], [8864, 1.4415758848190308], [7754, 1.4589483737945557], [8822, 1.4598616361618042], [8175, 1.4711332321166992], [7119, 1.4778121709823608], [7731, 1.4865249395370483], [8494, 1.490120768547058], [9223, 1.4956459999084473]]",7753
video7359,two people are preparing for sports,"[[9019, 1.4889919757843018]]","[[9019, 1.4889919757843018], [8175, 1.4898669719696045], [8816, 1.490537405014038], [7168, 1.4954824447631836], [8822, 1.4992073774337769]]","[[9019, 1.4889919757843018], [8175, 1.4898669719696045], [8816, 1.490537405014038], [7168, 1.4954824447631836], [8822, 1.4992073774337769], [7119, 1.4993185997009277], [8817, 1.508229374885559], [8262, 1.5088047981262207], [8316, 1.513244867324829], [9803, 1.5156809091567993]]",7359
video8013,a video showing footage from sporting events,"[[7358, 1.464113712310791]]","[[7358, 1.464113712310791], [8013, 1.4674822092056274], [9029, 1.4682767391204834], [8652, 1.4687254428863525], [9605, 1.4695923328399658]]","[[7358, 1.464113712310791], [8013, 1.4674822092056274], [9029, 1.4682767391204834], [8652, 1.4687254428863525], [9605, 1.4695923328399658], [9681, 1.4760658740997314], [9647, 1.4763991832733154], [7839, 1.4769963026046753], [9817, 1.4781372547149658], [7763, 1.4799617528915405]]",8013
video9834,old black and white films are shown and the history of motion pictures is being dealt with,"[[9834, 1.3917567729949951]]","[[9834, 1.3917567729949951], [7025, 1.5100462436676025], [9403, 1.527185082435608], [8018, 1.5321952104568481], [8938, 1.540299654006958]]","[[9834, 1.3917567729949951], [7025, 1.5100462436676025], [9403, 1.527185082435608], [8018, 1.5321952104568481], [8938, 1.540299654006958], [7728, 1.5445809364318848], [8908, 1.551342487335205], [9804, 1.5599884986877441], [8804, 1.5627450942993164], [8254, 1.5633748769760132]]",9834
video7418,an indian man talking about iphones and a new type of clothing,"[[9697, 1.5105054378509521]]","[[9697, 1.5105054378509521], [9257, 1.5430512428283691], [8485, 1.559790015220642], [7116, 1.5770704746246338], [8831, 1.5782670974731445]]","[[9697, 1.5105054378509521], [9257, 1.5430512428283691], [8485, 1.559790015220642], [7116, 1.5770704746246338], [8831, 1.5782670974731445], [8825, 1.5925410985946655], [7469, 1.5948469638824463], [8682, 1.60091233253479], [9603, 1.6028625965118408], [8480, 1.6031527519226074]]",7418
video9356,someone is arranging utensilslarge saucepan and spoons as a preparation to cook something,"[[8654, 1.443138837814331]]","[[8654, 1.443138837814331], [9625, 1.4547348022460938], [9356, 1.4644789695739746], [8514, 1.4857220649719238], [8300, 1.487293004989624]]","[[8654, 1.443138837814331], [9625, 1.4547348022460938], [9356, 1.4644789695739746], [8514, 1.4857220649719238], [8300, 1.487293004989624], [9335, 1.4874988794326782], [9022, 1.49043869972229], [8656, 1.5076513290405273], [9639, 1.511145830154419], [7360, 1.5136916637420654]]",9356
video7153,there is a wrestling match going on between two people,"[[8470, 1.4466361999511719]]","[[8470, 1.4466361999511719], [8443, 1.4510506391525269], [8823, 1.4519809484481812], [7788, 1.455559253692627], [9803, 1.4605027437210083]]","[[8470, 1.4466361999511719], [8443, 1.4510506391525269], [8823, 1.4519809484481812], [7788, 1.455559253692627], [9803, 1.4605027437210083], [8309, 1.4612226486206055], [7587, 1.4612494707107544], [8440, 1.4661468267440796], [8262, 1.4780793190002441], [8310, 1.501530647277832]]",7153
video9750,a man points his gun towards a woman in a room,"[[9784, 1.4355112314224243]]","[[9784, 1.4355112314224243], [9750, 1.4552197456359863], [9919, 1.4847612380981445], [8392, 1.4859778881072998], [7436, 1.5041513442993164]]","[[9784, 1.4355112314224243], [9750, 1.4552197456359863], [9919, 1.4847612380981445], [8392, 1.4859778881072998], [7436, 1.5041513442993164], [8780, 1.5120089054107666], [8012, 1.5165870189666748], [9237, 1.5204391479492188], [9816, 1.527665376663208], [8907, 1.5324480533599854]]",9750
video8818,several young girls are singing on stage,"[[7791, 1.4367018938064575]]","[[7791, 1.4367018938064575], [7756, 1.4720195531845093], [8818, 1.473334789276123], [9879, 1.4895617961883545], [8447, 1.492495059967041]]","[[7791, 1.4367018938064575], [7756, 1.4720195531845093], [8818, 1.473334789276123], [9879, 1.4895617961883545], [8447, 1.492495059967041], [7569, 1.4943355321884155], [8810, 1.5018244981765747], [9304, 1.5020807981491089], [7220, 1.5046563148498535], [7772, 1.5122617483139038]]",8818
video8057,a women preparing a duck to roast,"[[8057, 1.3472003936767578]]","[[8057, 1.3472003936767578], [8479, 1.5217456817626953], [8915, 1.5336743593215942], [8300, 1.5385525226593018], [9693, 1.551178216934204]]","[[8057, 1.3472003936767578], [8479, 1.5217456817626953], [8915, 1.5336743593215942], [8300, 1.5385525226593018], [9693, 1.551178216934204], [7939, 1.5550731420516968], [9347, 1.5645545721054077], [9684, 1.567552089691162], [9687, 1.5734210014343262], [7154, 1.5865330696105957]]",8057
video9693,the chef adds fish sauce and fish paste to a large stainless steel cooking pot,"[[8300, 1.4532926082611084]]","[[8300, 1.4532926082611084], [8654, 1.4683858156204224], [9689, 1.4953513145446777], [8835, 1.500662088394165], [9625, 1.5016978979110718]]","[[8300, 1.4532926082611084], [8654, 1.4683858156204224], [9689, 1.4953513145446777], [8835, 1.500662088394165], [9625, 1.5016978979110718], [8656, 1.5088191032409668], [7911, 1.5243772268295288], [9639, 1.5245707035064697], [7148, 1.5249933004379272], [9335, 1.5299453735351562]]",9693
video9036,young children in red fire chief hats are guided to a fire engine and up its metal textured stairs,"[[9036, 1.311521291732788]]","[[9036, 1.311521291732788], [8815, 1.4255800247192383], [8306, 1.546785831451416], [8816, 1.5669982433319092], [8073, 1.579888105392456]]","[[9036, 1.311521291732788], [8815, 1.4255800247192383], [8306, 1.546785831451416], [8816, 1.5669982433319092], [8073, 1.579888105392456], [7822, 1.5870118141174316], [7698, 1.5877348184585571], [8118, 1.5937950611114502], [8556, 1.5954482555389404], [9745, 1.6024351119995117]]",9036
video9815,a mashup of music videos is being played,"[[7411, 1.4747231006622314]]","[[7411, 1.4747231006622314], [8485, 1.4824594259262085], [8978, 1.4919966459274292], [7528, 1.4945106506347656], [8490, 1.4977431297302246]]","[[7411, 1.4747231006622314], [8485, 1.4824594259262085], [8978, 1.4919966459274292], [7528, 1.4945106506347656], [8490, 1.4977431297302246], [7767, 1.5115525722503662], [7233, 1.5173900127410889], [7917, 1.5175271034240723], [7028, 1.517970085144043], [7367, 1.5193333625793457]]",9815
video8664,customers wait in line at an ice cream shop while employees tend to them,"[[8664, 1.3583216667175293]]","[[8664, 1.3583216667175293], [9337, 1.4728846549987793], [9833, 1.523444652557373], [9028, 1.524524211883545], [8831, 1.5281953811645508]]","[[8664, 1.3583216667175293], [9337, 1.4728846549987793], [9833, 1.523444652557373], [9028, 1.524524211883545], [8831, 1.5281953811645508], [7698, 1.529897928237915], [9131, 1.530124306678772], [8129, 1.5359165668487549], [8022, 1.545039176940918], [8899, 1.558394193649292]]",8664
video7376,broth is being added to a soup pot and stirred with a rubber spatula,"[[8654, 1.4110642671585083]]","[[8654, 1.4110642671585083], [8656, 1.4474453926086426], [9022, 1.4642038345336914], [7911, 1.4786559343338013], [8300, 1.4797028303146362]]","[[8654, 1.4110642671585083], [8656, 1.4474453926086426], [9022, 1.4642038345336914], [7911, 1.4786559343338013], [8300, 1.4797028303146362], [7376, 1.490525722503662], [8835, 1.4942352771759033], [8514, 1.508040428161621], [9689, 1.5109065771102905], [9625, 1.5118547677993774]]",7376
video9639,women poring sauce to cooking vegetables,"[[9639, 1.4212932586669922]]","[[9639, 1.4212932586669922], [8654, 1.4702082872390747], [9689, 1.4707355499267578], [8514, 1.4727981090545654], [8656, 1.4735132455825806]]","[[9639, 1.4212932586669922], [8654, 1.4702082872390747], [9689, 1.4707355499267578], [8514, 1.4727981090545654], [8656, 1.4735132455825806], [9693, 1.476358413696289], [7911, 1.4789035320281982], [8300, 1.4830641746520996], [7826, 1.4877151250839233], [9625, 1.492072343826294]]",9639
video8494,a girl is talking about a celebrity,"[[9225, 1.4459352493286133]]","[[9225, 1.4459352493286133], [8453, 1.4763455390930176], [9791, 1.4816031455993652], [8481, 1.4824490547180176], [9329, 1.4873642921447754]]","[[9225, 1.4459352493286133], [8453, 1.4763455390930176], [9791, 1.4816031455993652], [8481, 1.4824490547180176], [9329, 1.4873642921447754], [9037, 1.4963667392730713], [8783, 1.4979357719421387], [9503, 1.5007131099700928], [8669, 1.5053774118423462], [9205, 1.5055691003799438]]",8494
video9511,a person is riding red car on road,"[[9535, 1.4368956089019775]]","[[9535, 1.4368956089019775], [8973, 1.4585437774658203], [9691, 1.4625409841537476], [9511, 1.4835004806518555], [7616, 1.486778974533081]]","[[9535, 1.4368956089019775], [8973, 1.4585437774658203], [9691, 1.4625409841537476], [9511, 1.4835004806518555], [7616, 1.486778974533081], [9677, 1.4888895750045776], [8934, 1.5026612281799316], [9239, 1.5075089931488037], [7026, 1.50986909866333], [7219, 1.512265920639038]]",9511
video7563,a man is talking about appliances,"[[8456, 1.4701826572418213]]","[[8456, 1.4701826572418213], [7154, 1.4916965961456299], [7563, 1.4954626560211182], [9679, 1.514953374862671], [7768, 1.5185526609420776]]","[[8456, 1.4701826572418213], [7154, 1.4916965961456299], [7563, 1.4954626560211182], [9679, 1.514953374862671], [7768, 1.5185526609420776], [7369, 1.5207512378692627], [7469, 1.5219886302947998], [8924, 1.5227627754211426], [9901, 1.523672103881836], [7833, 1.5247589349746704]]",7563
video9879,the young performer impressed his audience,"[[7733, 1.4404046535491943]]","[[7733, 1.4404046535491943], [9778, 1.4554522037506104], [8814, 1.4868595600128174], [9303, 1.4876232147216797], [8265, 1.4882307052612305]]","[[7733, 1.4404046535491943], [9778, 1.4554522037506104], [8814, 1.4868595600128174], [9303, 1.4876232147216797], [8265, 1.4882307052612305], [8919, 1.4957966804504395], [9222, 1.4977452754974365], [8792, 1.5034207105636597], [9202, 1.5057554244995117], [8556, 1.5132043361663818]]",9879
video9222,a boy is trying out for a part on the voice kids,"[[7733, 1.4497294425964355]]","[[7733, 1.4497294425964355], [8265, 1.4609401226043701], [9778, 1.484967589378357], [9303, 1.4868159294128418], [9202, 1.4996592998504639]]","[[7733, 1.4497294425964355], [8265, 1.4609401226043701], [9778, 1.484967589378357], [9303, 1.4868159294128418], [9202, 1.4996592998504639], [8814, 1.5108275413513184], [9222, 1.5126162767410278], [8810, 1.527456283569336], [8792, 1.5305540561676025], [8447, 1.5387463569641113]]",9222
video9548,a reporter asks questions at a gun range,"[[9548, 1.409267544746399]]","[[9548, 1.409267544746399], [8822, 1.4600787162780762], [9235, 1.4849556684494019], [9204, 1.4907406568527222], [8864, 1.5220311880111694]]","[[9548, 1.409267544746399], [8822, 1.4600787162780762], [9235, 1.4849556684494019], [9204, 1.4907406568527222], [8864, 1.5220311880111694], [8780, 1.5478535890579224], [9784, 1.5513949394226074], [8499, 1.5538125038146973], [7119, 1.5692145824432373], [8254, 1.5739320516586304]]",9548
video8349,friends enjoy eating,"[[9327, 1.448775291442871]]","[[9327, 1.448775291442871], [9539, 1.4524099826812744], [8606, 1.4925427436828613], [8349, 1.4946447610855103], [8048, 1.5106685161590576]]","[[9327, 1.448775291442871], [9539, 1.4524099826812744], [8606, 1.4925427436828613], [8349, 1.4946447610855103], [8048, 1.5106685161590576], [7825, 1.5222816467285156], [7559, 1.523362398147583], [9340, 1.5247464179992676], [9229, 1.5258684158325195], [8302, 1.527461290359497]]",8349
video8903,there are crocodiles about to eat the group of people walking across the water,"[[9342, 1.536755084991455]]","[[9342, 1.536755084991455], [8079, 1.540286898612976], [8118, 1.5450615882873535], [7355, 1.5628225803375244], [7681, 1.566746473312378]]","[[9342, 1.536755084991455], [8079, 1.540286898612976], [8118, 1.5450615882873535], [7355, 1.5628225803375244], [7681, 1.566746473312378], [9345, 1.567775011062622], [8493, 1.5699641704559326], [9909, 1.5744459629058838], [7218, 1.5748076438903809], [8851, 1.5754823684692383]]",8903
video8915,person cooking up somefood,"[[8056, 1.4831348657608032]]","[[8056, 1.4831348657608032], [8656, 1.485439419746399], [9694, 1.4978530406951904], [7695, 1.498154640197754], [9335, 1.5015645027160645]]","[[8056, 1.4831348657608032], [8656, 1.485439419746399], [9694, 1.4978530406951904], [7695, 1.498154640197754], [9335, 1.5015645027160645], [8654, 1.5026607513427734], [7165, 1.504162311553955], [7376, 1.5055112838745117], [7148, 1.5057373046875], [7911, 1.5078113079071045]]",8915
video9677,a guy wearing a red shirt drives a car while talking,"[[9677, 1.3707904815673828]]","[[9677, 1.3707904815673828], [9535, 1.4740355014801025], [9021, 1.4834868907928467], [9691, 1.5015487670898438], [8973, 1.5179507732391357]]","[[9677, 1.3707904815673828], [9535, 1.4740355014801025], [9021, 1.4834868907928467], [9691, 1.5015487670898438], [8973, 1.5179507732391357], [7026, 1.5202996730804443], [8263, 1.5216487646102905], [9331, 1.5222060680389404], [9511, 1.527340292930603], [7469, 1.5297831296920776]]",9677
video7701,cartoon cars smiling talking and driving down a city road,"[[7701, 1.425620198249817]]","[[7701, 1.425620198249817], [8973, 1.456521987915039], [8468, 1.4610825777053833], [9826, 1.4920998811721802], [9355, 1.4939689636230469]]","[[7701, 1.425620198249817], [8973, 1.456521987915039], [8468, 1.4610825777053833], [9826, 1.4920998811721802], [9355, 1.4939689636230469], [7506, 1.5251133441925049], [8446, 1.5360465049743652], [9772, 1.5374019145965576], [7912, 1.5375409126281738], [7835, 1.5382425785064697]]",7701
video7767,a slideshow with captions,"[[7767, 1.4502465724945068]]","[[7767, 1.4502465724945068], [8490, 1.4835542440414429], [7830, 1.4987832307815552], [9695, 1.5066958665847778], [8866, 1.5130136013031006]]","[[7767, 1.4502465724945068], [8490, 1.4835542440414429], [7830, 1.4987832307815552], [9695, 1.5066958665847778], [8866, 1.5130136013031006], [9829, 1.5192797183990479], [7581, 1.5201635360717773], [9828, 1.5212308168411255], [7150, 1.5265942811965942], [8999, 1.52842116355896]]",7767
video7785,person lighting a kettle,"[[8656, 1.4606069326400757]]","[[8656, 1.4606069326400757], [7785, 1.4999310970306396], [7154, 1.5163757801055908], [9836, 1.5420774221420288], [7732, 1.5451797246932983]]","[[8656, 1.4606069326400757], [7785, 1.4999310970306396], [7154, 1.5163757801055908], [9836, 1.5420774221420288], [7732, 1.5451797246932983], [7148, 1.5471575260162354], [9322, 1.5492064952850342], [9693, 1.5520215034484863], [7911, 1.5654170513153076], [7695, 1.5672023296356201]]",7785
video9232,a video game woman character runs down a hill followed by a dog running down the hill they both then run up the hill together,"[[9232, 1.472726821899414]]","[[9232, 1.472726821899414], [7798, 1.484696865081787], [9832, 1.5183281898498535], [9795, 1.541677474975586], [8027, 1.5445952415466309]]","[[9232, 1.472726821899414], [7798, 1.484696865081787], [9832, 1.5183281898498535], [9795, 1.541677474975586], [8027, 1.5445952415466309], [8931, 1.5579131841659546], [8313, 1.5581364631652832], [7723, 1.5588334798812866], [8929, 1.5593924522399902], [7919, 1.5621469020843506]]",9232
video7150,a picture of the batsman is shown and he is ready for the batting and the audience are watching the show,"[[7150, 1.4400192499160767]]","[[7150, 1.4400192499160767], [7556, 1.491317629814148], [8013, 1.5135960578918457], [9745, 1.5164761543273926], [7021, 1.530740737915039]]","[[7150, 1.4400192499160767], [7556, 1.491317629814148], [8013, 1.5135960578918457], [9745, 1.5164761543273926], [7021, 1.530740737915039], [7686, 1.535724401473999], [8913, 1.5431575775146484], [7822, 1.5486143827438354], [8308, 1.5530142784118652], [8111, 1.553943157196045]]",7150
video7794,a famous tv talk show,"[[8120, 1.460186243057251]]","[[8120, 1.460186243057251], [8917, 1.4606294631958008], [7794, 1.461377501487732], [7159, 1.466097354888916], [8932, 1.4674760103225708]]","[[8120, 1.460186243057251], [8917, 1.4606294631958008], [7794, 1.461377501487732], [7159, 1.466097354888916], [8932, 1.4674760103225708], [7753, 1.4686400890350342], [7349, 1.4702746868133545], [8813, 1.4789493083953857], [7754, 1.4844646453857422], [8824, 1.4871056079864502]]",7794
video9803,two guys wrestling at an event,"[[8470, 1.4251270294189453]]","[[8470, 1.4251270294189453], [9803, 1.4356155395507812], [8823, 1.4414879083633423], [7587, 1.4432071447372437], [7788, 1.4459564685821533]]","[[8470, 1.4251270294189453], [9803, 1.4356155395507812], [8823, 1.4414879083633423], [7587, 1.4432071447372437], [7788, 1.4459564685821533], [8262, 1.4475748538970947], [8309, 1.4490331411361694], [8443, 1.4599149227142334], [8440, 1.4818058013916016], [7153, 1.5070098638534546]]",9803
video9694,a guy barbequeing potatoes,"[[9694, 1.2529202699661255]]","[[9694, 1.2529202699661255], [9333, 1.2925162315368652], [7147, 1.360581398010254], [9227, 1.3950369358062744], [8056, 1.5081226825714111]]","[[9694, 1.2529202699661255], [9333, 1.2925162315368652], [7147, 1.360581398010254], [9227, 1.3950369358062744], [8056, 1.5081226825714111], [9735, 1.5335488319396973], [7973, 1.5446910858154297], [9335, 1.5581848621368408], [9038, 1.5627814531326294], [7799, 1.5639549493789673]]",9694
video9609,two astronauts experiencing a tense situation before relaxing afterwards,"[[9609, 1.3772320747375488]]","[[9609, 1.3772320747375488], [7793, 1.4827907085418701], [8808, 1.497535228729248], [7233, 1.498847484588623], [9578, 1.517035722732544]]","[[9609, 1.3772320747375488], [7793, 1.4827907085418701], [8808, 1.497535228729248], [7233, 1.498847484588623], [9578, 1.517035722732544], [9686, 1.5238960981369019], [9520, 1.5283981561660767], [8828, 1.5317522287368774], [7114, 1.5375163555145264], [8071, 1.5466034412384033]]",9609
