rel_video_id,query,top1,top5,top10,ground_truth
video8416,a video of different racially motivated protests is playing while the song everyone s a little bit racist plays,"[[8416, 1.4649828672409058]]","[[8416, 1.4649828672409058], [9131, 1.4906537532806396], [8314, 1.5352829694747925], [7822, 1.5429987907409668], [7444, 1.544494867324829]]","[[8416, 1.4649828672409058], [9131, 1.4906537532806396], [8314, 1.5352829694747925], [7822, 1.5429987907409668], [7444, 1.544494867324829], [7827, 1.5451488494873047], [8864, 1.5525760650634766], [9254, 1.5527150630950928], [8978, 1.5545769929885864], [8118, 1.5572211742401123]]",8416
video9819,a reporter talks about a police incident,"[[8864, 1.4142980575561523]]","[[8864, 1.4142980575561523], [9819, 1.4168176651000977], [9829, 1.4500807523727417], [8491, 1.4528313875198364], [9323, 1.4661132097244263]]","[[8864, 1.4142980575561523], [9819, 1.4168176651000977], [9829, 1.4500807523727417], [8491, 1.4528313875198364], [9323, 1.4661132097244263], [8311, 1.467952847480774], [8822, 1.4815667867660522], [7119, 1.5129263401031494], [9204, 1.5147185325622559], [8650, 1.5196425914764404]]",9819
video8312,the mountain views are from a boat on the center of a lake,"[[8312, 1.4325931072235107]]","[[8312, 1.4325931072235107], [8307, 1.4579966068267822], [8025, 1.4726269245147705], [9253, 1.4763154983520508], [7681, 1.527367353439331]]","[[8312, 1.4325931072235107], [8307, 1.4579966068267822], [8025, 1.4726269245147705], [9253, 1.4763154983520508], [7681, 1.527367353439331], [9581, 1.5356414318084717], [9246, 1.544372797012329], [9774, 1.5462632179260254], [7174, 1.5463106632232666], [8335, 1.5513417720794678]]",8312
video9691,a commercial for the mazda 3 the card sliding around a corner,"[[9691, 1.3785614967346191]]","[[9691, 1.3785614967346191], [7354, 1.5003269910812378], [8973, 1.5041227340698242], [7026, 1.504537582397461], [7356, 1.5085413455963135]]","[[9691, 1.3785614967346191], [7354, 1.5003269910812378], [8973, 1.5041227340698242], [7026, 1.504537582397461], [7356, 1.5085413455963135], [9328, 1.518397331237793], [9535, 1.5250195264816284], [7209, 1.528801679611206], [7616, 1.5327568054199219], [9697, 1.5328972339630127]]",9691
video9657,a monkey and a man feeding monkey with hand displaying on screen,"[[9657, 1.492783784866333]]","[[9657, 1.492783784866333], [9828, 1.5342122316360474], [9831, 1.5402700901031494], [8268, 1.5439643859863281], [8012, 1.5492548942565918]]","[[9657, 1.492783784866333], [9828, 1.5342122316360474], [9831, 1.5402700901031494], [8268, 1.5439643859863281], [8012, 1.5492548942565918], [7974, 1.5615217685699463], [9208, 1.571215033531189], [8935, 1.5772008895874023], [9521, 1.5781211853027344], [7342, 1.582428216934204]]",9657
video9622,dogs are walking across the road in a video,"[[8935, 1.441180944442749]]","[[8935, 1.441180944442749], [8016, 1.4596346616744995], [8866, 1.4894744157791138], [8929, 1.5170109272003174], [7798, 1.5210429430007935]]","[[8935, 1.441180944442749], [8016, 1.4596346616744995], [8866, 1.4894744157791138], [8929, 1.5170109272003174], [7798, 1.5210429430007935], [8044, 1.52652108669281], [7146, 1.5323485136032104], [7827, 1.5337049961090088], [8118, 1.5374078750610352], [9580, 1.537564754486084]]",9622
video7789,a compilation of vine videos is shown,"[[8913, 1.4553025960922241]]","[[8913, 1.4553025960922241], [9542, 1.4557148218154907], [8979, 1.463286280632019], [7358, 1.4635043144226074], [9018, 1.4664667844772339]]","[[8913, 1.4553025960922241], [9542, 1.4557148218154907], [8979, 1.463286280632019], [7358, 1.4635043144226074], [9018, 1.4664667844772339], [9605, 1.4744118452072144], [9029, 1.478440284729004], [9817, 1.4809470176696777], [7789, 1.4850571155548096], [9647, 1.4867359399795532]]",7789
video7755,someone speaking about a violent act regarding the police,"[[8864, 1.4411280155181885]]","[[8864, 1.4411280155181885], [9819, 1.4430631399154663], [9829, 1.4465692043304443], [9323, 1.4548826217651367], [8822, 1.4676700830459595]]","[[8864, 1.4411280155181885], [9819, 1.4430631399154663], [9829, 1.4465692043304443], [9323, 1.4548826217651367], [8822, 1.4676700830459595], [8491, 1.4765878915786743], [8311, 1.4837439060211182], [8416, 1.489119529724121], [7822, 1.5138983726501465], [9404, 1.533636450767517]]",7755
video8660,two teams play at the olympics,"[[8660, 1.447952389717102]]","[[8660, 1.447952389717102], [7500, 1.460780382156372], [8264, 1.4751880168914795], [8476, 1.4967882633209229], [8079, 1.5027432441711426]]","[[8660, 1.447952389717102], [7500, 1.460780382156372], [8264, 1.4751880168914795], [8476, 1.4967882633209229], [8079, 1.5027432441711426], [9803, 1.513016939163208], [9605, 1.5169603824615479], [9305, 1.5234966278076172], [8675, 1.5246084928512573], [7788, 1.5282695293426514]]",8660
video7163,a young man is touching a young girls back,"[[8442, 1.4124157428741455]]","[[8442, 1.4124157428741455], [9682, 1.4572083950042725], [8653, 1.4610203504562378], [8330, 1.4647657871246338], [9686, 1.4666093587875366]]","[[8442, 1.4124157428741455], [9682, 1.4572083950042725], [8653, 1.4610203504562378], [8330, 1.4647657871246338], [9686, 1.4666093587875366], [8048, 1.4722137451171875], [8974, 1.4756371974945068], [8895, 1.4776334762573242], [9576, 1.4821522235870361], [8318, 1.4933083057403564]]",7163
video9308,the models walk the catwalk,"[[7669, 1.4048140048980713]]","[[7669, 1.4048140048980713], [9308, 1.416733741760254], [9277, 1.4170514345169067], [9348, 1.4201555252075195], [8914, 1.437326431274414]]","[[7669, 1.4048140048980713], [9308, 1.416733741760254], [9277, 1.4170514345169067], [9348, 1.4201555252075195], [8914, 1.437326431274414], [7730, 1.438716173171997], [8923, 1.4406286478042603], [7783, 1.4542768001556396], [8342, 1.4638066291809082], [7141, 1.4914878606796265]]",9308
video9489,a man with brown hair is singing a song,"[[8573, 1.433973789215088]]","[[8573, 1.433973789215088], [9489, 1.4867019653320312], [7205, 1.4897863864898682], [7028, 1.4918034076690674], [7236, 1.4956755638122559]]","[[8573, 1.433973789215088], [9489, 1.4867019653320312], [7205, 1.4897863864898682], [7028, 1.4918034076690674], [7236, 1.4956755638122559], [7156, 1.4966353178024292], [7767, 1.4982569217681885], [7686, 1.4989681243896484], [7233, 1.5002868175506592], [8978, 1.506516933441162]]",9489
video8313,a woman is discussing a new video game,"[[9791, 1.473629117012024]]","[[9791, 1.473629117012024], [9332, 1.4774301052093506], [9031, 1.4800117015838623], [9200, 1.4858825206756592], [8027, 1.487464427947998]]","[[9791, 1.473629117012024], [9332, 1.4774301052093506], [9031, 1.4800117015838623], [9200, 1.4858825206756592], [8027, 1.487464427947998], [8862, 1.5034887790679932], [8578, 1.506239891052246], [7366, 1.5070230960845947], [7502, 1.507660984992981], [8254, 1.508420467376709]]",8313
video9537,animated comic scene of guy cutting up food for dinner,"[[9537, 1.418443202972412]]","[[9537, 1.418443202972412], [8911, 1.4377875328063965], [7365, 1.4816865921020508], [7222, 1.5131874084472656], [7831, 1.517038106918335]]","[[9537, 1.418443202972412], [8911, 1.4377875328063965], [7365, 1.4816865921020508], [7222, 1.5131874084472656], [7831, 1.517038106918335], [8268, 1.5284194946289062], [7741, 1.531624674797058], [7368, 1.5459429025650024], [9814, 1.549532413482666], [7111, 1.561922550201416]]",9537
video8935,man is crossing the street with big lion and friend,"[[8935, 1.3640437126159668]]","[[8935, 1.3640437126159668], [9239, 1.464794635772705], [8929, 1.4837770462036133], [7915, 1.5252536535263062], [8044, 1.5269577503204346]]","[[8935, 1.3640437126159668], [9239, 1.464794635772705], [8929, 1.4837770462036133], [7915, 1.5252536535263062], [8044, 1.5269577503204346], [9131, 1.536570429801941], [7028, 1.5387241840362549], [9828, 1.5509870052337646], [7827, 1.5532081127166748], [8330, 1.5617759227752686]]",8935
video7757,a figure in camouflage clothing walks with bent knees through large cement rooms toward a door as people are being shot,"[[7780, 1.4611895084381104]]","[[7780, 1.4611895084381104], [7757, 1.4669315814971924], [9235, 1.4741748571395874], [7137, 1.4826984405517578], [9837, 1.4844566583633423]]","[[7780, 1.4611895084381104], [7757, 1.4669315814971924], [9235, 1.4741748571395874], [7137, 1.4826984405517578], [9837, 1.4844566583633423], [7686, 1.4894452095031738], [7352, 1.493747353553772], [8061, 1.5054349899291992], [7368, 1.5105470418930054], [7730, 1.5131727457046509]]",7757
video8931,a man playing a video game character that is carrying a sword and killing animals with it,"[[8256, 1.4744292497634888]]","[[8256, 1.4744292497634888], [8313, 1.480727195739746], [8116, 1.4840010404586792], [8027, 1.4921634197235107], [8462, 1.4953560829162598]]","[[8256, 1.4744292497634888], [8313, 1.480727195739746], [8116, 1.4840010404586792], [8027, 1.4921634197235107], [8462, 1.4953560829162598], [7723, 1.496777057647705], [8111, 1.5019757747650146], [9208, 1.505211591720581], [8929, 1.5126512050628662], [9837, 1.516667127609253]]",8931
video9248,people are riding horses in grassland,"[[9577, 1.4616605043411255]]","[[9577, 1.4616605043411255], [7615, 1.4869916439056396], [9416, 1.4904675483703613], [8118, 1.492556095123291], [9451, 1.4960671663284302]]","[[9577, 1.4616605043411255], [7615, 1.4869916439056396], [9416, 1.4904675483703613], [8118, 1.492556095123291], [9451, 1.4960671663284302], [9248, 1.508969783782959], [8329, 1.5223585367202759], [8242, 1.522646188735962], [9839, 1.5287485122680664], [8327, 1.5334134101867676]]",9248
video7597,a man drives while discussing his car,"[[8263, 1.457858681678772]]","[[8263, 1.457858681678772], [7965, 1.4627220630645752], [9331, 1.4682413339614868], [7026, 1.4735019207000732], [9677, 1.4775938987731934]]","[[8263, 1.457858681678772], [7965, 1.4627220630645752], [9331, 1.4682413339614868], [7026, 1.4735019207000732], [9677, 1.4775938987731934], [8089, 1.4836546182632446], [7354, 1.4880832433700562], [9328, 1.4886112213134766], [7597, 1.4889106750488281], [9535, 1.4971344470977783]]",7597
video7025,a naked child runs through a field,"[[9240, 1.430762529373169]]","[[9240, 1.430762529373169], [8655, 1.5211719274520874], [9685, 1.524327039718628], [9451, 1.5286269187927246], [9338, 1.536994457244873]]","[[9240, 1.430762529373169], [8655, 1.5211719274520874], [9685, 1.524327039718628], [9451, 1.5286269187927246], [9338, 1.536994457244873], [7155, 1.5380632877349854], [7822, 1.5429654121398926], [7599, 1.5456963777542114], [8123, 1.5534837245941162], [9521, 1.5555243492126465]]",7025
video7233,views of two persons working on the super computer with the head phones on,"[[7685, 1.5063998699188232]]","[[7685, 1.5063998699188232], [9236, 1.5109450817108154], [7546, 1.5116732120513916], [7598, 1.52748441696167], [7233, 1.5305402278900146]]","[[7685, 1.5063998699188232], [9236, 1.5109450817108154], [7546, 1.5116732120513916], [7598, 1.52748441696167], [7233, 1.5305402278900146], [8328, 1.534196376800537], [7900, 1.5347747802734375], [8626, 1.5376954078674316], [8472, 1.5462011098861694], [8311, 1.5476166009902954]]",7233
video9325,a man is driving a black car,"[[8263, 1.477489709854126]]","[[8263, 1.477489709854126], [7115, 1.480034589767456], [9358, 1.489864468574524], [7597, 1.4972007274627686], [8651, 1.5008478164672852]]","[[8263, 1.477489709854126], [7115, 1.480034589767456], [9358, 1.489864468574524], [7597, 1.4972007274627686], [8651, 1.5008478164672852], [7965, 1.506569266319275], [7354, 1.5082343816757202], [7616, 1.5088330507278442], [7026, 1.509381890296936], [8344, 1.5107817649841309]]",9325
video7353,a minecraft video game is being played,"[[8578, 1.4528366327285767]]","[[8578, 1.4528366327285767], [7366, 1.457271933555603], [8628, 1.4627104997634888], [7972, 1.4640685319900513], [8931, 1.4678510427474976]]","[[8578, 1.4528366327285767], [7366, 1.457271933555603], [8628, 1.4627104997634888], [7972, 1.4640685319900513], [8931, 1.4678510427474976], [7353, 1.4717559814453125], [8663, 1.4738857746124268], [8787, 1.474136233329773], [7792, 1.4758110046386719], [9334, 1.4765722751617432]]",7353
video9688,a person looks at a celebrity on the computer,"[[9688, 1.4144376516342163]]","[[9688, 1.4144376516342163], [9329, 1.4485735893249512], [9225, 1.4797275066375732], [7916, 1.48817777633667], [8921, 1.4972491264343262]]","[[9688, 1.4144376516342163], [9329, 1.4485735893249512], [9225, 1.4797275066375732], [7916, 1.48817777633667], [8921, 1.4972491264343262], [8453, 1.5018713474273682], [7175, 1.5027234554290771], [9885, 1.5100021362304688], [7685, 1.5250592231750488], [8472, 1.5270826816558838]]",9688
video7599,people compete in a backyard competition,"[[7599, 1.4273003339767456]]","[[7599, 1.4273003339767456], [7822, 1.4817688465118408], [7112, 1.4819326400756836], [9226, 1.4857351779937744], [9302, 1.489090085029602]]","[[7599, 1.4273003339767456], [7822, 1.4817688465118408], [7112, 1.4819326400756836], [9226, 1.4857351779937744], [9302, 1.489090085029602], [8049, 1.4918437004089355], [8507, 1.502627968788147], [7688, 1.5094566345214844], [7776, 1.512810230255127], [7177, 1.5227433443069458]]",7599
video9023,several shots of tv shows combined were shown here,"[[7754, 1.4809225797653198]]","[[7754, 1.4809225797653198], [7467, 1.4815117120742798], [9804, 1.513843059539795], [7964, 1.5146890878677368], [9688, 1.5161046981811523]]","[[7754, 1.4809225797653198], [7467, 1.4815117120742798], [9804, 1.513843059539795], [7964, 1.5146890878677368], [9688, 1.5161046981811523], [8485, 1.5173035860061646], [8800, 1.519697904586792], [7686, 1.520226240158081], [7346, 1.5221428871154785], [7698, 1.5248150825500488]]",9023
video9309,there is someone serving a crab dish,"[[9687, 1.4178051948547363]]","[[9687, 1.4178051948547363], [9309, 1.4299503564834595], [9409, 1.4410340785980225], [7898, 1.4665743112564087], [8751, 1.4710333347320557]]","[[9687, 1.4178051948547363], [9309, 1.4299503564834595], [9409, 1.4410340785980225], [7898, 1.4665743112564087], [8751, 1.4710333347320557], [8489, 1.4887155294418335], [7559, 1.5053521394729614], [9684, 1.5132532119750977], [7594, 1.5161218643188477], [8835, 1.5191845893859863]]",9309
video8332,someone is assembling a small hello kitty oven toy,"[[8332, 1.3219313621520996]]","[[8332, 1.3219313621520996], [7561, 1.4033616781234741], [8774, 1.521782636642456], [8121, 1.5257941484451294], [7768, 1.5258615016937256]]","[[8332, 1.3219313621520996], [7561, 1.4033616781234741], [8774, 1.521782636642456], [8121, 1.5257941484451294], [7768, 1.5258615016937256], [8620, 1.5312148332595825], [7173, 1.5355923175811768], [7020, 1.537785291671753], [7237, 1.5700143575668335], [7154, 1.570594310760498]]",8332
video8328,a man discusses and shows traits of some computer functions,"[[8682, 1.4696450233459473]]","[[8682, 1.4696450233459473], [7369, 1.4899120330810547], [7913, 1.4978806972503662], [7828, 1.500040888786316], [9549, 1.5016000270843506]]","[[8682, 1.4696450233459473], [7369, 1.4899120330810547], [7913, 1.4978806972503662], [7828, 1.500040888786316], [9549, 1.5016000270843506], [7432, 1.509043574333191], [7946, 1.509894609451294], [9770, 1.5102994441986084], [8626, 1.5106332302093506], [9728, 1.514577865600586]]",8328
video7542,a boy gets out of a play police car and talks to a girl,"[[7542, 1.2823941707611084]]","[[7542, 1.2823941707611084], [8442, 1.441760778427124], [8330, 1.4689202308654785], [8556, 1.4745347499847412], [8653, 1.4891917705535889]]","[[7542, 1.2823941707611084], [8442, 1.441760778427124], [8330, 1.4689202308654785], [8556, 1.4745347499847412], [8653, 1.4891917705535889], [9201, 1.4952188730239868], [9323, 1.4988806247711182], [9240, 1.51300048828125], [8974, 1.5192116498947144], [8895, 1.5231659412384033]]",7542
video9419,a girl talking with long hair,"[[9698, 1.439802885055542]]","[[9698, 1.439802885055542], [7547, 1.4444169998168945], [9205, 1.4498423337936401], [7348, 1.480412483215332], [8496, 1.4900362491607666]]","[[9698, 1.439802885055542], [7547, 1.4444169998168945], [9205, 1.4498423337936401], [7348, 1.480412483215332], [8496, 1.4900362491607666], [7836, 1.5026476383209229], [7162, 1.5100394487380981], [9419, 1.5198174715042114], [8868, 1.5201162099838257], [7577, 1.521523118019104]]",9419
video8493,polar bear jumps into water then plays around while people watch,"[[8493, 1.3670414686203003]]","[[8493, 1.3670414686203003], [7152, 1.5350663661956787], [9578, 1.5522291660308838], [8949, 1.5638148784637451], [9830, 1.5648021697998047]]","[[8493, 1.3670414686203003], [7152, 1.5350663661956787], [9578, 1.5522291660308838], [8949, 1.5638148784637451], [9830, 1.5648021697998047], [8935, 1.566548228263855], [9359, 1.5711311101913452], [8243, 1.5718905925750732], [8335, 1.5720221996307373], [9321, 1.5756422281265259]]",8493
video9223,a man and a woman are sitting in front of a television and addressing and audience,"[[7613, 1.4159510135650635]]","[[7613, 1.4159510135650635], [9223, 1.4471770524978638], [9688, 1.488621711730957], [7731, 1.4929089546203613], [7119, 1.4994771480560303]]","[[7613, 1.4159510135650635], [9223, 1.4471770524978638], [9688, 1.488621711730957], [7731, 1.4929089546203613], [7119, 1.4994771480560303], [9205, 1.501723051071167], [8826, 1.5065395832061768], [8175, 1.5069103240966797], [9692, 1.5072944164276123], [7149, 1.51002037525177]]",9223
video9813,a man drives a motorcycle in a video game,"[[9813, 1.4151008129119873]]","[[9813, 1.4151008129119873], [8070, 1.5079145431518555], [8820, 1.5248305797576904], [9336, 1.5265207290649414], [9773, 1.5295159816741943]]","[[9813, 1.4151008129119873], [8070, 1.5079145431518555], [8820, 1.5248305797576904], [9336, 1.5265207290649414], [9773, 1.5295159816741943], [7445, 1.5334173440933228], [9832, 1.542754888534546], [9609, 1.5491294860839844], [7552, 1.5514217615127563], [9355, 1.5618607997894287]]",9813
video8815,a man walking into a room with two kids with red helmets,"[[8815, 1.3912642002105713]]","[[8815, 1.3912642002105713], [8061, 1.4550976753234863], [7346, 1.4938918352127075], [9036, 1.5103822946548462], [9238, 1.5274041891098022]]","[[8815, 1.3912642002105713], [8061, 1.4550976753234863], [7346, 1.4938918352127075], [9036, 1.5103822946548462], [9238, 1.5274041891098022], [9404, 1.5299183130264282], [8306, 1.5384113788604736], [9871, 1.544076681137085], [7151, 1.5445443391799927], [8920, 1.548099398612976]]",8815
video8661,a soccer player shoots a goal during a soccer game,"[[8675, 1.445190191268921]]","[[8675, 1.445190191268921], [7378, 1.4538702964782715], [8661, 1.4540172815322876], [9817, 1.4719486236572266], [9305, 1.483999490737915]]","[[8675, 1.445190191268921], [7378, 1.4538702964782715], [8661, 1.4540172815322876], [9817, 1.4719486236572266], [9305, 1.483999490737915], [7500, 1.4855279922485352], [9823, 1.5109329223632812], [7358, 1.5191597938537598], [7200, 1.5277111530303955], [9647, 1.5297329425811768]]",8661
video8669,anchor talking about a shows,"[[9791, 1.418999433517456]]","[[9791, 1.418999433517456], [9037, 1.422839641571045], [8175, 1.4401679039001465], [9223, 1.4414522647857666], [8491, 1.4492578506469727]]","[[9791, 1.418999433517456], [9037, 1.422839641571045], [8175, 1.4401679039001465], [9223, 1.4414522647857666], [8491, 1.4492578506469727], [7119, 1.453749656677246], [8494, 1.4544024467468262], [9819, 1.4589850902557373], [8789, 1.4728318452835083], [8864, 1.474395751953125]]",8669
video7162,woman talking to a man in an interview,"[[7613, 1.4611430168151855]]","[[7613, 1.4611430168151855], [7145, 1.4715220928192139], [8905, 1.4869155883789062], [7947, 1.4892550706863403], [8120, 1.491443395614624]]","[[7613, 1.4611430168151855], [7145, 1.4715220928192139], [8905, 1.4869155883789062], [7947, 1.4892550706863403], [8120, 1.491443395614624], [8824, 1.4925353527069092], [7753, 1.495073914527893], [8912, 1.4952821731567383], [9205, 1.4987387657165527], [8068, 1.4988902807235718]]",7162
video9820,a girl playing the game the sims,"[[9031, 1.4051653146743774]]","[[9031, 1.4051653146743774], [9332, 1.4086952209472656], [9458, 1.4322166442871094], [9200, 1.4373397827148438], [8862, 1.4430768489837646]]","[[9031, 1.4051653146743774], [9332, 1.4086952209472656], [9458, 1.4322166442871094], [9200, 1.4373397827148438], [8862, 1.4430768489837646], [9820, 1.4537758827209473], [7798, 1.5224549770355225], [8816, 1.5343214273452759], [7203, 1.5663111209869385], [8863, 1.5686333179473877]]",9820
video9780,an older woman who is blind is talking to a girl named lilly,"[[9780, 1.4767236709594727]]","[[9780, 1.4767236709594727], [7680, 1.4770443439483643], [9337, 1.4846572875976562], [9322, 1.5115153789520264], [7365, 1.5193629264831543]]","[[9780, 1.4767236709594727], [7680, 1.4770443439483643], [9337, 1.4846572875976562], [9322, 1.5115153789520264], [7365, 1.5193629264831543], [9357, 1.522304654121399], [7583, 1.52364182472229], [8345, 1.527686357498169], [8340, 1.531628131866455], [8326, 1.531972050666809]]",9780
video8900,a woman bakes and decorates a cake,"[[8900, 1.466512680053711]]","[[8900, 1.466512680053711], [8915, 1.4923267364501953], [7561, 1.4942597150802612], [8345, 1.512890338897705], [8620, 1.5227892398834229]]","[[8900, 1.466512680053711], [8915, 1.4923267364501953], [7561, 1.4942597150802612], [8345, 1.512890338897705], [8620, 1.5227892398834229], [8791, 1.5372450351715088], [7020, 1.5403687953948975], [7173, 1.541074275970459], [7826, 1.5528839826583862], [9349, 1.5574519634246826]]",8900
video9200,animals are communicating with one another through thought bubbles in three different scenes from a video game,"[[7798, 1.439661979675293]]","[[7798, 1.439661979675293], [9031, 1.4712713956832886], [9200, 1.4783605337142944], [8929, 1.4788488149642944], [8935, 1.4981693029403687]]","[[7798, 1.439661979675293], [9031, 1.4712713956832886], [9200, 1.4783605337142944], [8929, 1.4788488149642944], [8935, 1.4981693029403687], [9510, 1.5018234252929688], [9839, 1.502683401107788], [9580, 1.5217993259429932], [9577, 1.5225484371185303], [9232, 1.5274362564086914]]",9200
video7830,this is about a young boy s photo shoot,"[[7346, 1.4500524997711182]]","[[7346, 1.4500524997711182], [7830, 1.4653234481811523], [8681, 1.4673762321472168], [7915, 1.508134365081787], [9750, 1.5187959671020508]]","[[7346, 1.4500524997711182], [7830, 1.4653234481811523], [8681, 1.4673762321472168], [7915, 1.508134365081787], [9750, 1.5187959671020508], [8780, 1.5316381454467773], [7570, 1.5320167541503906], [9240, 1.5422124862670898], [8442, 1.5467331409454346], [7177, 1.5473278760910034]]",7830
video8111,people are using a computer software tool,"[[9549, 1.455690860748291]]","[[9549, 1.455690860748291], [9812, 1.4603478908538818], [8921, 1.4645103216171265], [7913, 1.4659024477005005], [7203, 1.4962748289108276]]","[[9549, 1.455690860748291], [9812, 1.4603478908538818], [8921, 1.4645103216171265], [7913, 1.4659024477005005], [7203, 1.4962748289108276], [8472, 1.5014278888702393], [9458, 1.5052330493927002], [9820, 1.5104765892028809], [7166, 1.5140905380249023], [9346, 1.5152809619903564]]",8111
video8786,a group of people talking about stuff,"[[8821, 1.4774999618530273]]","[[8821, 1.4774999618530273], [9835, 1.485680341720581], [9341, 1.4859884977340698], [8259, 1.4937026500701904], [9882, 1.4965226650238037]]","[[8821, 1.4774999618530273], [9835, 1.485680341720581], [9341, 1.4859884977340698], [8259, 1.4937026500701904], [9882, 1.4965226650238037], [7731, 1.5021936893463135], [7234, 1.5059484243392944], [9901, 1.5060245990753174], [8917, 1.5127732753753662], [8068, 1.5158708095550537]]",8786
video9022,a woman stirs up some soup sprinkles a spice in and drops a shot of liquid into it,"[[8656, 1.397568941116333]]","[[8656, 1.397568941116333], [8835, 1.4036855697631836], [8654, 1.4240511655807495], [9689, 1.4258983135223389], [9639, 1.4395501613616943]]","[[8656, 1.397568941116333], [8835, 1.4036855697631836], [8654, 1.4240511655807495], [9689, 1.4258983135223389], [9639, 1.4395501613616943], [7826, 1.4460489749908447], [9409, 1.455069661140442], [8772, 1.4553005695343018], [9022, 1.4553446769714355], [7911, 1.4667563438415527]]",9022
video8803,a man is sweeping dust off the floor,"[[7351, 1.435328483581543]]","[[7351, 1.435328483581543], [8250, 1.4560438394546509], [8572, 1.4811227321624756], [7699, 1.5068230628967285], [9307, 1.515851616859436]]","[[7351, 1.435328483581543], [8250, 1.4560438394546509], [8572, 1.4811227321624756], [7699, 1.5068230628967285], [9307, 1.515851616859436], [7153, 1.5209349393844604], [8803, 1.5236504077911377], [7368, 1.527876615524292], [7588, 1.5302411317825317], [7169, 1.5350863933563232]]",8803
video7616,an orange sports car accelerates quickly,"[[7616, 1.4021286964416504]]","[[7616, 1.4021286964416504], [9302, 1.4880406856536865], [9535, 1.4964416027069092], [7506, 1.5088733434677124], [8089, 1.5333356857299805]]","[[7616, 1.4021286964416504], [9302, 1.4880406856536865], [9535, 1.4964416027069092], [7506, 1.5088733434677124], [8089, 1.5333356857299805], [9511, 1.5547460317611694], [9691, 1.555907130241394], [7026, 1.558842420578003], [9975, 1.5610167980194092], [9328, 1.5648161172866821]]",7616
video9680,on google earth is a man who is talking about the flights,"[[9680, 1.38485586643219]]","[[9680, 1.38485586643219], [8477, 1.5029489994049072], [9821, 1.5061211585998535], [8687, 1.5318694114685059], [9774, 1.5368938446044922]]","[[9680, 1.38485586643219], [8477, 1.5029489994049072], [9821, 1.5061211585998535], [8687, 1.5318694114685059], [9774, 1.5368938446044922], [8727, 1.5604444742202759], [7174, 1.5661211013793945], [7562, 1.5763602256774902], [7412, 1.586187720298767], [9620, 1.5869605541229248]]",9680
video8811,the boy in karate dresswho is remembering the memorable hours with his father,"[[7163, 1.4333651065826416]]","[[7163, 1.4333651065826416], [7346, 1.484370231628418], [7359, 1.4949297904968262], [9685, 1.5030343532562256], [7741, 1.5220351219177246]]","[[7163, 1.4333651065826416], [7346, 1.484370231628418], [7359, 1.4949297904968262], [9685, 1.5030343532562256], [7741, 1.5220351219177246], [8681, 1.528991937637329], [8606, 1.5292384624481201], [7160, 1.5308525562286377], [9240, 1.534143328666687], [7110, 1.536186695098877]]",8811
video8089,a police officer drives his white car onto a grassy field and then back on to the street,"[[7542, 1.4244375228881836]]","[[7542, 1.4244375228881836], [9800, 1.490192174911499], [9622, 1.515084981918335], [8864, 1.517045021057129], [7021, 1.5235267877578735]]","[[7542, 1.4244375228881836], [9800, 1.490192174911499], [9622, 1.515084981918335], [8864, 1.517045021057129], [7021, 1.5235267877578735], [8089, 1.5242366790771484], [9323, 1.5305230617523193], [8934, 1.5308250188827515], [9328, 1.534632921218872], [7965, 1.5389912128448486]]",8089
video8772,the man is making a sauce in the kitchen,"[[8656, 1.410233974456787]]","[[8656, 1.410233974456787], [8300, 1.4583534002304077], [7148, 1.4810866117477417], [8654, 1.4872260093688965], [8772, 1.4897228479385376]]","[[8656, 1.410233974456787], [8300, 1.4583534002304077], [7148, 1.4810866117477417], [8654, 1.4872260093688965], [8772, 1.4897228479385376], [9625, 1.4953999519348145], [8834, 1.4955408573150635], [7911, 1.495786190032959], [9693, 1.499650478363037], [9689, 1.5047523975372314]]",8772
video9409,a bowl of shrimp green onions and other assorted ingredients in a soup broth,"[[9409, 1.375739336013794]]","[[9409, 1.375739336013794], [7898, 1.4473249912261963], [8489, 1.4781711101531982], [8751, 1.4880774021148682], [8835, 1.4934391975402832]]","[[9409, 1.375739336013794], [7898, 1.4473249912261963], [8489, 1.4781711101531982], [8751, 1.4880774021148682], [8835, 1.4934391975402832], [7594, 1.5469510555267334], [8514, 1.5484158992767334], [9625, 1.5514581203460693], [7415, 1.5560061931610107], [9309, 1.5676385164260864]]",9409
video8774,there is a guy filling a toy with cotton to play with it,"[[8774, 1.4161638021469116]]","[[8774, 1.4161638021469116], [8672, 1.4462800025939941], [7561, 1.46494460105896], [7020, 1.4695093631744385], [7237, 1.5064482688903809]]","[[8774, 1.4161638021469116], [8672, 1.4462800025939941], [7561, 1.46494460105896], [7020, 1.4695093631744385], [7237, 1.5064482688903809], [8869, 1.5118517875671387], [9025, 1.5232619047164917], [7363, 1.5242269039154053], [7201, 1.5295301675796509], [8121, 1.538877248764038]]",8774
video8787,minecraft gamer puts on iron armor,"[[9334, 1.4381580352783203]]","[[9334, 1.4381580352783203], [8628, 1.452010154724121], [7366, 1.4569122791290283], [8663, 1.4638774394989014], [7574, 1.4641976356506348]]","[[9334, 1.4381580352783203], [8628, 1.452010154724121], [7366, 1.4569122791290283], [8663, 1.4638774394989014], [7574, 1.4641976356506348], [7143, 1.464522361755371], [8787, 1.472006916999817], [7792, 1.4783598184585571], [9221, 1.4793236255645752], [8462, 1.4850858449935913]]",8787
