rel_video_id,query,top1,top5,top10,ground_truth
video8346,a man talks about a war between two generals one of which became king,"[[8346, 1.3958642482757568]]","[[8346, 1.3958642482757568], [9450, 1.5236971378326416], [7373, 1.5348154306411743], [7352, 1.5377347469329834], [9026, 1.5511115789413452]]","[[8346, 1.3958642482757568], [9450, 1.5236971378326416], [7373, 1.5348154306411743], [7352, 1.5377347469329834], [9026, 1.5511115789413452], [8917, 1.5521012544631958], [9406, 1.5547502040863037], [8741, 1.557428002357483], [9772, 1.5640655755996704], [8071, 1.565471887588501]]",8346
video8307,calm pond with lush green hills lining the background is shown,"[[8312, 1.4568047523498535]]","[[8312, 1.4568047523498535], [8307, 1.4953961372375488], [8025, 1.5065767765045166], [7914, 1.518810749053955], [8928, 1.5371628999710083]]","[[8312, 1.4568047523498535], [8307, 1.4953961372375488], [8025, 1.5065767765045166], [7914, 1.518810749053955], [8928, 1.5371628999710083], [9246, 1.5375478267669678], [8118, 1.5506064891815186], [7797, 1.5525791645050049], [7412, 1.562599778175354], [9581, 1.5636497735977173]]",8307
video9681,sports people are fighting on field,"[[9681, 1.412635087966919]]","[[9681, 1.412635087966919], [9823, 1.4425606727600098], [9803, 1.4872878789901733], [8013, 1.4882020950317383], [9647, 1.4894158840179443]]","[[9681, 1.412635087966919], [9823, 1.4425606727600098], [9803, 1.4872878789901733], [8013, 1.4882020950317383], [9647, 1.4894158840179443], [7787, 1.4960157871246338], [9605, 1.4975268840789795], [7587, 1.499908685684204], [9542, 1.5047798156738281], [7788, 1.5051459074020386]]",9681
video7828,a man gives a lecture with a microphone in front of a laptop with a red glow behind him,"[[7828, 1.3590772151947021]]","[[7828, 1.3590772151947021], [9203, 1.4765608310699463], [8830, 1.4983500242233276], [9117, 1.522696614265442], [8682, 1.5234191417694092]]","[[7828, 1.3590772151947021], [9203, 1.4765608310699463], [8830, 1.4983500242233276], [9117, 1.522696614265442], [8682, 1.5234191417694092], [9021, 1.5237175226211548], [8917, 1.527886152267456], [7946, 1.5457453727722168], [7418, 1.5557055473327637], [9781, 1.5567755699157715]]",7828
video8056,fried potatoes are being eaten,"[[9694, 1.479071855545044]]","[[9694, 1.479071855545044], [8056, 1.4811524152755737], [9333, 1.4946622848510742], [7973, 1.495158314704895], [9227, 1.5038163661956787]]","[[9694, 1.479071855545044], [8056, 1.4811524152755737], [9333, 1.4946622848510742], [7973, 1.495158314704895], [9227, 1.5038163661956787], [9335, 1.53602933883667], [9735, 1.5385959148406982], [7147, 1.5447351932525635], [7165, 1.545659065246582], [7833, 1.5588207244873047]]",8056
video8832,a girl messaging her friend,"[[7547, 1.5010863542556763]]","[[7547, 1.5010863542556763], [7916, 1.5063179731369019], [7118, 1.506932020187378], [7687, 1.5114881992340088], [8832, 1.5124051570892334]]","[[7547, 1.5010863542556763], [7916, 1.5063179731369019], [7118, 1.506932020187378], [7687, 1.5114881992340088], [8832, 1.5124051570892334], [9353, 1.5247451066970825], [9835, 1.5276850461959839], [9816, 1.5352232456207275], [9340, 1.5376827716827393], [9258, 1.5397939682006836]]",8832
video9117,a person in white color dress wearing cloth speaking on topic white board explayning and many persons sitting displaying on screen,"[[7469, 1.4719579219818115]]","[[7469, 1.4719579219818115], [8331, 1.4754886627197266], [9117, 1.4793490171432495], [9885, 1.4911717176437378], [9242, 1.502753496170044]]","[[7469, 1.4719579219818115], [8331, 1.4754886627197266], [9117, 1.4793490171432495], [9885, 1.4911717176437378], [9242, 1.502753496170044], [8828, 1.5135817527770996], [9781, 1.531119704246521], [9249, 1.5338850021362305], [7829, 1.5362415313720703], [9825, 1.5363194942474365]]",9117
video8679,a man discussed a few products,"[[9679, 1.429091215133667]]","[[9679, 1.429091215133667], [8796, 1.4632724523544312], [7064, 1.478654146194458], [7833, 1.4823178052902222], [9699, 1.4844733476638794]]","[[9679, 1.429091215133667], [8796, 1.4632724523544312], [7064, 1.478654146194458], [7833, 1.4823178052902222], [9699, 1.4844733476638794], [7563, 1.4924838542938232], [8301, 1.4926412105560303], [7575, 1.503859519958496], [8495, 1.5099455118179321], [8488, 1.5180690288543701]]",8679
video8450,a elecopter moving in air and red and yellow dress man hand touching speaking in snow land wearing helmet displaying on screen,"[[8450, 1.4575916528701782]]","[[8450, 1.4575916528701782], [7854, 1.471757173538208], [9578, 1.5081956386566162], [8069, 1.5148591995239258], [7564, 1.5179719924926758]]","[[8450, 1.4575916528701782], [7854, 1.471757173538208], [9578, 1.5081956386566162], [8069, 1.5148591995239258], [7564, 1.5179719924926758], [9609, 1.5301854610443115], [7352, 1.5482947826385498], [8820, 1.5596733093261719], [7206, 1.561352252960205], [9774, 1.5627124309539795]]",8450
video7137,bill murray is covered in frosting,"[[7137, 1.3879733085632324]]","[[7137, 1.3879733085632324], [7362, 1.4789080619812012], [9833, 1.5132462978363037], [7159, 1.5204766988754272], [9245, 1.5243078470230103]]","[[7137, 1.3879733085632324], [7362, 1.4789080619812012], [9833, 1.5132462978363037], [7159, 1.5204766988754272], [9245, 1.5243078470230103], [7794, 1.52681565284729], [8930, 1.5274145603179932], [8337, 1.5524020195007324], [9804, 1.5646768808364868], [8811, 1.5692332983016968]]",7137
video8247,a man is talking about cooking and presenting a thermometer and way of preparation,"[[8247, 1.4814507961273193]]","[[8247, 1.4814507961273193], [9356, 1.4966528415679932], [8772, 1.5045044422149658], [9699, 1.5142402648925781], [7148, 1.5248565673828125]]","[[8247, 1.4814507961273193], [9356, 1.4966528415679932], [8772, 1.5045044422149658], [9699, 1.5142402648925781], [7148, 1.5248565673828125], [8834, 1.5271300077438354], [7154, 1.5321085453033447], [7415, 1.534021258354187], [8865, 1.5390254259109497], [8804, 1.539617657661438]]",8247
video9227,man shows how to prepare potatoes,"[[9227, 1.4105112552642822]]","[[9227, 1.4105112552642822], [9694, 1.4126617908477783], [7966, 1.479665994644165], [9798, 1.4864716529846191], [9735, 1.4967632293701172]]","[[9227, 1.4105112552642822], [9694, 1.4126617908477783], [7966, 1.479665994644165], [9798, 1.4864716529846191], [9735, 1.4967632293701172], [9333, 1.497204303741455], [7973, 1.5032563209533691], [9684, 1.5103590488433838], [8056, 1.5128207206726074], [7799, 1.529601812362671]]",9227
video7204,a small boy is crying and a car is showed,"[[9240, 1.4842956066131592]]","[[9240, 1.4842956066131592], [9576, 1.4851717948913574], [9695, 1.496227502822876], [7110, 1.5066291093826294], [9826, 1.5075868368148804]]","[[9240, 1.4842956066131592], [9576, 1.4851717948913574], [9695, 1.496227502822876], [7110, 1.5066291093826294], [9826, 1.5075868368148804], [9975, 1.5093690156936646], [8606, 1.5101981163024902], [7346, 1.513138771057129], [8681, 1.5166699886322021], [9036, 1.5174027681350708]]",7204
video8120,a guest is speaking with a television show host,"[[7349, 1.4252173900604248]]","[[7349, 1.4252173900604248], [8120, 1.437532901763916], [8917, 1.4384605884552002], [7794, 1.4398860931396484], [8932, 1.4413881301879883]]","[[7349, 1.4252173900604248], [8120, 1.437532901763916], [8917, 1.4384605884552002], [7794, 1.4398860931396484], [8932, 1.4413881301879883], [7753, 1.444968819618225], [7159, 1.4478976726531982], [8824, 1.4597541093826294], [8905, 1.4686102867126465], [8930, 1.4757789373397827]]",8120
video9823,various rugby scenes from different games,"[[9823, 1.4194128513336182]]","[[9823, 1.4194128513336182], [9542, 1.4554646015167236], [9647, 1.4587554931640625], [8817, 1.4764021635055542], [7787, 1.4818313121795654]]","[[9823, 1.4194128513336182], [9542, 1.4554646015167236], [9647, 1.4587554931640625], [8817, 1.4764021635055542], [7787, 1.4818313121795654], [8913, 1.4846060276031494], [9605, 1.485159993171692], [7358, 1.4864442348480225], [7839, 1.4929295778274536], [7789, 1.4953398704528809]]",9823
video8489,a tv channel named how to cook great foodcom is telling how to prepare a dish,"[[7415, 1.4371469020843506]]","[[7415, 1.4371469020843506], [9689, 1.4490472078323364], [9356, 1.462977647781372], [7911, 1.4695510864257812], [7148, 1.471079707145691]]","[[7415, 1.4371469020843506], [9689, 1.4490472078323364], [9356, 1.462977647781372], [7911, 1.4695510864257812], [7148, 1.471079707145691], [8489, 1.4763000011444092], [7695, 1.4790964126586914], [8662, 1.480314016342163], [8686, 1.4803422689437866], [9409, 1.483791470527649]]",8489
video9245,man interviews bill murray,"[[7794, 1.3784325122833252]]","[[7794, 1.3784325122833252], [7159, 1.384690523147583], [9245, 1.4679540395736694], [8930, 1.4901392459869385], [7753, 1.498443603515625]]","[[7794, 1.3784325122833252], [7159, 1.384690523147583], [9245, 1.4679540395736694], [8930, 1.4901392459869385], [7753, 1.498443603515625], [7349, 1.515400767326355], [8120, 1.516167402267456], [9885, 1.528438687324524], [7362, 1.5313351154327393], [8269, 1.5351316928863525]]",9245
video7469,a video of a young man in a white shirt inviting his colleagues to join him,"[[7469, 1.330675721168518]]","[[7469, 1.330675721168518], [9579, 1.5015404224395752], [8664, 1.5023448467254639], [7345, 1.511683702468872], [8851, 1.5136282444000244]]","[[7469, 1.330675721168518], [9579, 1.5015404224395752], [8664, 1.5023448467254639], [7345, 1.511683702468872], [8851, 1.5136282444000244], [7418, 1.5177093744277954], [7114, 1.5191892385482788], [9249, 1.5233383178710938], [7110, 1.5241892337799072], [8828, 1.5261809825897217]]",7469
video8929,a person is playing a video game,"[[8578, 1.4722914695739746]]","[[8578, 1.4722914695739746], [9031, 1.4770147800445557], [8313, 1.4790019989013672], [7919, 1.4801456928253174], [7552, 1.48064386844635]]","[[8578, 1.4722914695739746], [9031, 1.4770147800445557], [8313, 1.4790019989013672], [7919, 1.4801456928253174], [7552, 1.48064386844635], [8459, 1.4806756973266602], [7792, 1.480966329574585], [9200, 1.4818824529647827], [7366, 1.4840667247772217], [9795, 1.485175371170044]]",8929
video8267,video of gymasts practicing to roll,"[[8267, 1.4436156749725342]]","[[8267, 1.4436156749725342], [8936, 1.444108247756958], [8339, 1.4749507904052734], [7131, 1.477851390838623], [7543, 1.4903955459594727]]","[[8267, 1.4436156749725342], [8936, 1.444108247756958], [8339, 1.4749507904052734], [7131, 1.477851390838623], [7543, 1.4903955459594727], [7795, 1.491245985031128], [8945, 1.5007174015045166], [7599, 1.5007236003875732], [8441, 1.5050196647644043], [8803, 1.523056149482727]]",8267
video7361,a woman with a camel,"[[7361, 1.2895251512527466]]","[[7361, 1.2895251512527466], [9339, 1.4541264772415161], [8242, 1.47890305519104], [8790, 1.486264944076538], [8317, 1.4979647397994995]]","[[7361, 1.2895251512527466], [9339, 1.4541264772415161], [8242, 1.47890305519104], [8790, 1.486264944076538], [8317, 1.4979647397994995], [9039, 1.500943899154663], [7364, 1.511869192123413], [8304, 1.513420581817627], [7568, 1.5144656896591187], [9793, 1.516552448272705]]",7361
video7349,a grey haired man interviews someone else,"[[8905, 1.397993803024292]]","[[8905, 1.397993803024292], [8120, 1.4082404375076294], [7753, 1.4152365922927856], [7794, 1.421708106994629], [7349, 1.4277913570404053]]","[[8905, 1.397993803024292], [8120, 1.4082404375076294], [7753, 1.4152365922927856], [7794, 1.421708106994629], [7349, 1.4277913570404053], [9885, 1.4429175853729248], [9690, 1.4520785808563232], [8917, 1.4544793367385864], [7159, 1.4733927249908447], [9406, 1.4795212745666504]]",7349
video8901,men pushing a car down assembly line,"[[8901, 1.3957281112670898]]","[[8901, 1.3957281112670898], [7343, 1.442513108253479], [9508, 1.4625344276428223], [7110, 1.4656968116760254], [8651, 1.4818241596221924]]","[[8901, 1.3957281112670898], [7343, 1.442513108253479], [9508, 1.4625344276428223], [7110, 1.4656968116760254], [8651, 1.4818241596221924], [7151, 1.4890837669372559], [8246, 1.5283215045928955], [7567, 1.5313045978546143], [9520, 1.5333657264709473], [7060, 1.5376496315002441]]",8901
video8799,different letters are coming out and sounding out the way they sound,"[[8799, 1.4393340349197388]]","[[8799, 1.4393340349197388], [8671, 1.4709478616714478], [8909, 1.4803576469421387], [7900, 1.4969313144683838], [8328, 1.4978439807891846]]","[[8799, 1.4393340349197388], [8671, 1.4709478616714478], [8909, 1.4803576469421387], [7900, 1.4969313144683838], [8328, 1.4978439807891846], [7355, 1.5049612522125244], [8069, 1.5087333917617798], [7431, 1.509520173072815], [9695, 1.5098538398742676], [9620, 1.5140585899353027]]",8799
video7614,a man picking out a vehicle from the trailer,"[[8420, 1.4683053493499756]]","[[8420, 1.4683053493499756], [7614, 1.496305227279663], [9878, 1.50621497631073], [8556, 1.5116195678710938], [9508, 1.5156731605529785]]","[[8420, 1.4683053493499756], [7614, 1.496305227279663], [9878, 1.50621497631073], [8556, 1.5116195678710938], [9508, 1.5156731605529785], [8075, 1.517196536064148], [8651, 1.5226815938949585], [9530, 1.5264097452163696], [9330, 1.5308349132537842], [9358, 1.53360915184021]]",7614
video7340,a man is talking about his car s features while inside his car,"[[7354, 1.4503304958343506]]","[[7354, 1.4503304958343506], [7597, 1.4568519592285156], [7356, 1.4625459909439087], [7026, 1.469687581062317], [7340, 1.501177430152893]]","[[7354, 1.4503304958343506], [7597, 1.4568519592285156], [7356, 1.4625459909439087], [7026, 1.469687581062317], [7340, 1.501177430152893], [7765, 1.5122735500335693], [9514, 1.5176012516021729], [7965, 1.5219091176986694], [8344, 1.5259122848510742], [9358, 1.5266952514648438]]",7340
video8475,scrolling the the menu of movieclips with different movie trailers,"[[9804, 1.3311758041381836]]","[[9804, 1.3311758041381836], [8475, 1.4053537845611572], [7229, 1.4864599704742432], [8485, 1.506468415260315], [8811, 1.517920732498169]]","[[9804, 1.3311758041381836], [8475, 1.4053537845611572], [7229, 1.4864599704742432], [8485, 1.506468415260315], [8811, 1.517920732498169], [7467, 1.5416418313980103], [7754, 1.5458821058273315], [7355, 1.5464928150177002], [7223, 1.5497262477874756], [8909, 1.5567550659179688]]",8475
video9207,a lady is put makeup especially around her eyes,"[[9818, 1.4180302619934082]]","[[9818, 1.4180302619934082], [9207, 1.4458799362182617], [9688, 1.4709858894348145], [8488, 1.4819796085357666], [7571, 1.4888241291046143]]","[[9818, 1.4180302619934082], [9207, 1.4458799362182617], [9688, 1.4709858894348145], [8488, 1.4819796085357666], [7571, 1.4888241291046143], [8012, 1.5155425071716309], [8320, 1.5266623497009277], [9822, 1.5297331809997559], [9698, 1.5358772277832031], [7216, 1.5370588302612305]]",9207
video9545,some one talking about top ten movies of the year,"[[7964, 1.4572103023529053]]","[[7964, 1.4572103023529053], [7501, 1.4579076766967773], [8752, 1.4632883071899414], [8475, 1.4726955890655518], [8254, 1.474689245223999]]","[[7964, 1.4572103023529053], [7501, 1.4579076766967773], [8752, 1.4632883071899414], [8475, 1.4726955890655518], [8254, 1.474689245223999], [7229, 1.4793317317962646], [8811, 1.479377031326294], [7946, 1.4879692792892456], [9804, 1.4903658628463745], [8828, 1.4939730167388916]]",9545
video9323,it is the video of military men,"[[9235, 1.4512399435043335]]","[[9235, 1.4512399435043335], [7373, 1.4570460319519043], [8499, 1.4610646963119507], [9255, 1.4733651876449585], [8805, 1.488181471824646]]","[[9235, 1.4512399435043335], [7373, 1.4570460319519043], [8499, 1.4610646963119507], [9255, 1.4733651876449585], [8805, 1.488181471824646], [9450, 1.503719687461853], [8938, 1.5040370225906372], [8346, 1.511228322982788], [9578, 1.511419415473938], [7206, 1.5199639797210693]]",9323
video7219,a man drives a red indianapolis 500 type race car around an asphalt track,"[[7219, 1.44365656375885]]","[[7219, 1.44365656375885], [7214, 1.470257043838501], [8089, 1.4891843795776367], [9535, 1.5038079023361206], [9328, 1.5076398849487305]]","[[7219, 1.44365656375885], [7214, 1.470257043838501], [8089, 1.4891843795776367], [9535, 1.5038079023361206], [9328, 1.5076398849487305], [7965, 1.5593891143798828], [7616, 1.559713363647461], [8263, 1.560163140296936], [8819, 1.5656471252441406], [9017, 1.5658856630325317]]",7219
video9038,a person is preparing some food,"[[8915, 1.4831278324127197]]","[[8915, 1.4831278324127197], [7695, 1.4858921766281128], [7148, 1.489780306816101], [8656, 1.4921183586120605], [8056, 1.493612289428711]]","[[8915, 1.4831278324127197], [7695, 1.4858921766281128], [7148, 1.489780306816101], [8656, 1.4921183586120605], [8056, 1.493612289428711], [7785, 1.498643398284912], [9693, 1.4997154474258423], [8483, 1.500404715538025], [8865, 1.5007554292678833], [7799, 1.5027737617492676]]",9038
video8444,two ladies in a cookery show explain how to marinate chicken already cleaned and ready with salt and cilantro sprigs,"[[8444, 1.3910675048828125]]","[[8444, 1.3910675048828125], [7939, 1.4702773094177246], [9687, 1.4852980375289917], [8300, 1.4963127374649048], [8057, 1.5091238021850586]]","[[8444, 1.3910675048828125], [7939, 1.4702773094177246], [9687, 1.4852980375289917], [8300, 1.4963127374649048], [8057, 1.5091238021850586], [8479, 1.5174561738967896], [7415, 1.5209693908691406], [7845, 1.5527583360671997], [9689, 1.5545423030853271], [7744, 1.555718183517456]]",8444
video8491,a police officer pulls a gun at a swimming pool,"[[9830, 1.487463116645813]]","[[9830, 1.487463116645813], [9578, 1.5216219425201416], [8491, 1.5319620370864868], [8949, 1.5320959091186523], [7797, 1.5369493961334229]]","[[9830, 1.487463116645813], [9578, 1.5216219425201416], [8491, 1.5319620370864868], [8949, 1.5320959091186523], [7797, 1.5369493961334229], [9819, 1.5400091409683228], [7025, 1.5552582740783691], [7368, 1.5634586811065674], [8808, 1.5692076683044434], [7542, 1.5714728832244873]]",8491
video8652,a man runs into the crowd when trying to catch a basketball,"[[8253, 1.456842303276062]]","[[8253, 1.456842303276062], [8652, 1.4590725898742676], [8124, 1.4656522274017334], [9018, 1.4764478206634521], [7710, 1.4781246185302734]]","[[8253, 1.456842303276062], [8652, 1.4590725898742676], [8124, 1.4656522274017334], [9018, 1.4764478206634521], [7710, 1.4781246185302734], [9013, 1.4893829822540283], [7839, 1.5047670602798462], [8668, 1.5144824981689453], [7763, 1.518280267715454], [7112, 1.5195355415344238]]",8652
video7790,a guy with glasses is standing next to some signs,"[[7790, 1.3777260780334473]]","[[7790, 1.3777260780334473], [8257, 1.4515066146850586], [9825, 1.483276605606079], [7418, 1.4848219156265259], [9885, 1.4901952743530273]]","[[7790, 1.3777260780334473], [8257, 1.4515066146850586], [9825, 1.483276605606079], [7418, 1.4848219156265259], [9885, 1.4901952743530273], [9236, 1.4975879192352295], [9249, 1.5000989437103271], [8671, 1.5025215148925781], [8906, 1.503868579864502], [9802, 1.5053201913833618]]",7790
video9416,person is recording the brown horse which is having fun,"[[9416, 1.3644506931304932]]","[[9416, 1.3644506931304932], [9839, 1.3877078294754028], [8242, 1.4383890628814697], [9577, 1.44245183467865], [8327, 1.4545488357543945]]","[[9416, 1.3644506931304932], [9839, 1.3877078294754028], [8242, 1.4383890628814697], [9577, 1.44245183467865], [8327, 1.4545488357543945], [9451, 1.49977707862854], [7615, 1.5019218921661377], [7361, 1.5132734775543213], [8334, 1.5405457019805908], [7024, 1.541637897491455]]",9416
video8260,man in white hoodie turns a page to tell you about an online store the url is available in the description,"[[7469, 1.474821925163269]]","[[7469, 1.474821925163269], [8828, 1.4799280166625977], [8618, 1.5128971338272095], [7563, 1.5143616199493408], [7755, 1.5175824165344238]]","[[7469, 1.474821925163269], [8828, 1.4799280166625977], [8618, 1.5128971338272095], [7563, 1.5143616199493408], [7755, 1.5175824165344238], [8456, 1.520850658416748], [8909, 1.5214934349060059], [7418, 1.5244901180267334], [7501, 1.5295758247375488], [7060, 1.5371778011322021]]",8260
video7751,two women rare sitting speaking on sites in los angeles,"[[7751, 1.4473466873168945]]","[[7751, 1.4473466873168945], [9835, 1.4817860126495361], [9039, 1.4952857494354248], [9353, 1.5082985162734985], [8068, 1.5111275911331177]]","[[7751, 1.4473466873168945], [9835, 1.4817860126495361], [9039, 1.4952857494354248], [9353, 1.5082985162734985], [8068, 1.5111275911331177], [8783, 1.5145270824432373], [8481, 1.5153132677078247], [9037, 1.517696738243103], [7119, 1.525381088256836], [8330, 1.5268415212631226]]",7751
video8124,basketball players making a shot in the last seven seconds,"[[8253, 1.4419233798980713]]","[[8253, 1.4419233798980713], [7763, 1.4450631141662598], [9013, 1.4465433359146118], [8124, 1.4594451189041138], [8668, 1.4634342193603516]]","[[8253, 1.4419233798980713], [7763, 1.4450631141662598], [9013, 1.4465433359146118], [8124, 1.4594451189041138], [8668, 1.4634342193603516], [7710, 1.4635257720947266], [9018, 1.487185001373291], [8652, 1.5020933151245117], [9019, 1.516278624534607], [9029, 1.5223331451416016]]",8124
video7556,people are playing baseball,"[[7556, 1.428732991218567]]","[[7556, 1.428732991218567], [8049, 1.4395205974578857], [8308, 1.4468233585357666], [7021, 1.4498772621154785], [9534, 1.4728374481201172]]","[[7556, 1.428732991218567], [8049, 1.4395205974578857], [8308, 1.4468233585357666], [7021, 1.4498772621154785], [9534, 1.4728374481201172], [8913, 1.4795770645141602], [7787, 1.4892241954803467], [9542, 1.5085227489471436], [9018, 1.5247793197631836], [7150, 1.526231050491333]]",7556
video8265,someone plays a guitar and sings on stage of a tv show,"[[8265, 1.436002254486084]]","[[8265, 1.436002254486084], [7961, 1.4502525329589844], [8251, 1.4587987661361694], [9222, 1.4654459953308105], [7419, 1.4655518531799316]]","[[8265, 1.436002254486084], [7961, 1.4502525329589844], [8251, 1.4587987661361694], [9222, 1.4654459953308105], [7419, 1.4655518531799316], [7156, 1.4720237255096436], [8810, 1.4735738039016724], [8482, 1.474195957183838], [7228, 1.4818944931030273], [9304, 1.4840621948242188]]",8265
video7368,a martial arts cartoon,"[[8245, 1.4381802082061768]]","[[8245, 1.4381802082061768], [9247, 1.4712305068969727], [9772, 1.4760268926620483], [9805, 1.4771708250045776], [9306, 1.4837781190872192]]","[[8245, 1.4381802082061768], [9247, 1.4712305068969727], [9772, 1.4760268926620483], [9805, 1.4771708250045776], [9306, 1.4837781190872192], [9221, 1.4996323585510254], [9208, 1.5043879747390747], [8794, 1.5045487880706787], [7741, 1.5066683292388916], [9537, 1.50675630569458]]",7368
video9625,its a cooking recipe show with chicken vegetables,"[[8057, 1.4670509099960327]]","[[8057, 1.4670509099960327], [9639, 1.4719057083129883], [9625, 1.479907751083374], [7939, 1.504726529121399], [7968, 1.5130393505096436]]","[[8057, 1.4670509099960327], [9639, 1.4719057083129883], [9625, 1.479907751083374], [7939, 1.504726529121399], [7968, 1.5130393505096436], [7566, 1.5232696533203125], [7415, 1.5270466804504395], [9689, 1.5317763090133667], [9687, 1.532059669494629], [9356, 1.5330328941345215]]",9625
video7134,a class is being introduced to a digital reading device,"[[8472, 1.4438724517822266]]","[[8472, 1.4438724517822266], [7134, 1.44968581199646], [7431, 1.500596284866333], [8626, 1.5009562969207764], [7345, 1.5061527490615845]]","[[8472, 1.4438724517822266], [7134, 1.44968581199646], [7431, 1.500596284866333], [8626, 1.5009562969207764], [7345, 1.5061527490615845], [7843, 1.508216142654419], [9908, 1.516518473625183], [8331, 1.5197479724884033], [9697, 1.5205308198928833], [7418, 1.5254720449447632]]",7134
video9521,a person is passing by a jolly group of men,"[[8851, 1.4312365055084229]]","[[8851, 1.4312365055084229], [7028, 1.4772673845291138], [7741, 1.4864542484283447], [8306, 1.4903700351715088], [7548, 1.4941937923431396]]","[[8851, 1.4312365055084229], [7028, 1.4772673845291138], [7741, 1.4864542484283447], [8306, 1.4903700351715088], [7548, 1.4941937923431396], [9521, 1.4947278499603271], [8801, 1.4978089332580566], [9833, 1.5044020414352417], [9131, 1.509397268295288], [8346, 1.513159990310669]]",9521
video8866,a news scene of the dog s exercise and diet,"[[8866, 1.3020479679107666]]","[[8866, 1.3020479679107666], [7146, 1.4758671522140503], [7798, 1.4922773838043213], [8604, 1.5090073347091675], [9034, 1.514035940170288]]","[[8866, 1.3020479679107666], [7146, 1.4758671522140503], [7798, 1.4922773838043213], [8604, 1.5090073347091675], [9034, 1.514035940170288], [9339, 1.5196951627731323], [9037, 1.5270990133285522], [8323, 1.5369129180908203], [7579, 1.5455167293548584], [9580, 1.551335334777832]]",8866
video8812,shows a globe and a bunch of people,"[[9680, 1.4401884078979492]]","[[9680, 1.4401884078979492], [7223, 1.4810295104980469], [8727, 1.4946868419647217], [8812, 1.4990363121032715], [8937, 1.5030012130737305]]","[[9680, 1.4401884078979492], [7223, 1.4810295104980469], [8727, 1.4946868419647217], [8812, 1.4990363121032715], [8937, 1.5030012130737305], [8014, 1.5071632862091064], [7027, 1.512089729309082], [7562, 1.5150065422058105], [7754, 1.519141435623169], [8909, 1.519223690032959]]",8812
video8110,a cartoon woman cries at a bench while a woman in blue appears,"[[7365, 1.4742451906204224]]","[[7365, 1.4742451906204224], [8110, 1.497054934501648], [7831, 1.5195703506469727], [8341, 1.5274395942687988], [8446, 1.5475983619689941]]","[[7365, 1.4742451906204224], [8110, 1.497054934501648], [7831, 1.5195703506469727], [8341, 1.5274395942687988], [8446, 1.5475983619689941], [8911, 1.5554057359695435], [7157, 1.5602679252624512], [7222, 1.5607517957687378], [8486, 1.5658918619155884], [7467, 1.567124605178833]]",8110
video7546,a man and a woman are talking about something,"[[7613, 1.4537382125854492]]","[[7613, 1.4537382125854492], [7119, 1.4777982234954834], [7546, 1.4850870370864868], [9023, 1.4891364574432373], [8974, 1.4932386875152588]]","[[7613, 1.4537382125854492], [7119, 1.4777982234954834], [7546, 1.4850870370864868], [9023, 1.4891364574432373], [8974, 1.4932386875152588], [9223, 1.493370771408081], [8175, 1.500508189201355], [8683, 1.5043632984161377], [7947, 1.505737543106079], [8786, 1.5062355995178223]]",7546
video9509,a women in blue shows two pink lipsticks,"[[9822, 1.4897401332855225]]","[[9822, 1.4897401332855225], [7173, 1.515525460243225], [9207, 1.5210742950439453], [8320, 1.5232635736465454], [7580, 1.524703860282898]]","[[9822, 1.4897401332855225], [7173, 1.515525460243225], [9207, 1.5210742950439453], [8320, 1.5232635736465454], [7580, 1.524703860282898], [8669, 1.5357789993286133], [8073, 1.5381126403808594], [9575, 1.5448213815689087], [9782, 1.5482017993927002], [7909, 1.5517549514770508]]",9509
video9549,video of a computer program while someone navigates through its menus,"[[7166, 1.4712961912155151]]","[[7166, 1.4712961912155151], [7913, 1.4725759029388428], [7203, 1.4764355421066284], [8860, 1.488621711730957], [9820, 1.4945955276489258]]","[[7166, 1.4712961912155151], [7913, 1.4725759029388428], [7203, 1.4764355421066284], [8860, 1.488621711730957], [9820, 1.4945955276489258], [8909, 1.495121717453003], [8328, 1.498047113418579], [7035, 1.5001204013824463], [8111, 1.5006699562072754], [9458, 1.5028882026672363]]",9549
video7157,an anime cartoon character speaks to another character,"[[7157, 1.3934770822525024]]","[[7157, 1.3934770822525024], [7831, 1.432098388671875], [9247, 1.4585144519805908], [9790, 1.4817874431610107], [8341, 1.483445167541504]]","[[7157, 1.3934770822525024], [7831, 1.432098388671875], [9247, 1.4585144519805908], [9790, 1.4817874431610107], [8341, 1.483445167541504], [7222, 1.484574317932129], [9734, 1.4903607368469238], [8446, 1.492413878440857], [7029, 1.4949171543121338], [8245, 1.5067780017852783]]",7157
video7020,a woman creating a fondant baby and flower,"[[7020, 1.3633697032928467]]","[[7020, 1.3633697032928467], [7173, 1.49468195438385], [7561, 1.5072507858276367], [8240, 1.5225474834442139], [8620, 1.5230515003204346]]","[[7020, 1.3633697032928467], [7173, 1.49468195438385], [7561, 1.5072507858276367], [8240, 1.5225474834442139], [8620, 1.5230515003204346], [8791, 1.5240492820739746], [8784, 1.5374491214752197], [9684, 1.5513352155685425], [7216, 1.5617438554763794], [8774, 1.5639455318450928]]",7020
