rel_frame_id,query,top1,top5,top10,top15,ground_truth
video7978,a team with blue uniforms are playing badmitten with a team in white,"[[9647, 1.453139305114746]]","[[9647, 1.453139305114746], [9013, 1.4564461708068848], [7710, 1.4603581428527832], [7788, 1.4652950763702393], [7021, 1.466395616531372]]","[[9647, 1.453139305114746], [9013, 1.4564461708068848], [7710, 1.4603581428527832], [7788, 1.4652950763702393], [7021, 1.466395616531372], [8817, 1.476462721824646], [9224, 1.4816417694091797], [7500, 1.4842991828918457], [7723, 1.4863321781158447], [9681, 1.4918086528778076]]","[[9647, 1.453139305114746], [9013, 1.4564461708068848], [7710, 1.4603581428527832], [7788, 1.4652950763702393], [7021, 1.466395616531372], [8817, 1.476462721824646], [9224, 1.4816417694091797], [7500, 1.4842991828918457], [7723, 1.4863321781158447], [9681, 1.4918086528778076], [9063, 1.4936144351959229], [7839, 1.4967191219329834], [8308, 1.4969383478164673], [7787, 1.4976112842559814], [7358, 1.4981406927108765]]",7978
video9014,a cartoon plane picking up fruit and putting it in trucks,"[[9014, 1.2596821784973145]]","[[9014, 1.2596821784973145], [9336, 1.4236100912094116], [7793, 1.4278526306152344], [9826, 1.4313998222351074], [7464, 1.4352800846099854]]","[[9014, 1.2596821784973145], [9336, 1.4236100912094116], [7793, 1.4278526306152344], [9826, 1.4313998222351074], [7464, 1.4352800846099854], [7912, 1.436541199684143], [9773, 1.4450342655181885], [9355, 1.4450383186340332], [7701, 1.448193073272705], [9774, 1.4498851299285889]]","[[9014, 1.2596821784973145], [9336, 1.4236100912094116], [7793, 1.4278526306152344], [9826, 1.4313998222351074], [7464, 1.4352800846099854], [7912, 1.436541199684143], [9773, 1.4450342655181885], [9355, 1.4450383186340332], [7701, 1.448193073272705], [9774, 1.4498851299285889], [7741, 1.457789421081543], [7235, 1.4581573009490967], [8468, 1.458286166191101], [7354, 1.459430456161499], [9777, 1.4602857828140259]]",9014
video8666,a heart is shown,"[[8075, 1.428741693496704]]","[[8075, 1.428741693496704], [9405, 1.4295523166656494], [7211, 1.4421828985214233], [7977, 1.4425548315048218], [8804, 1.4430992603302002]]","[[8075, 1.428741693496704], [9405, 1.4295523166656494], [7211, 1.4421828985214233], [7977, 1.4425548315048218], [8804, 1.4430992603302002], [8340, 1.4452424049377441], [8937, 1.445942997932434], [8811, 1.4469397068023682], [9600, 1.4473843574523926], [8110, 1.4519734382629395]]","[[8075, 1.428741693496704], [9405, 1.4295523166656494], [7211, 1.4421828985214233], [7977, 1.4425548315048218], [8804, 1.4430992603302002], [8340, 1.4452424049377441], [8937, 1.445942997932434], [8811, 1.4469397068023682], [9600, 1.4473843574523926], [8110, 1.4519734382629395], [7116, 1.4531619548797607], [9827, 1.454823613166809], [9224, 1.4566586017608643], [8794, 1.456937313079834], [7205, 1.457213282585144]]",8666
video7348,there is a woman in her roomshe is a net idol show her new vedio,"[[7573, 1.3514487743377686]]","[[7573, 1.3514487743377686], [7142, 1.3660781383514404], [8806, 1.3867892026901245], [8494, 1.3883647918701172], [9131, 1.3884202241897583]]","[[7573, 1.3514487743377686], [7142, 1.3660781383514404], [8806, 1.3867892026901245], [8494, 1.3883647918701172], [9131, 1.3884202241897583], [8241, 1.4154236316680908], [8011, 1.4164633750915527], [9688, 1.4192109107971191], [8671, 1.4195442199707031], [7116, 1.4220458269119263]]","[[7573, 1.3514487743377686], [7142, 1.3660781383514404], [8806, 1.3867892026901245], [8494, 1.3883647918701172], [9131, 1.3884202241897583], [8241, 1.4154236316680908], [8011, 1.4164633750915527], [9688, 1.4192109107971191], [8671, 1.4195442199707031], [7116, 1.4220458269119263], [8240, 1.4247922897338867], [7414, 1.426885962486267], [8303, 1.4277114868164062], [9682, 1.4278346300125122], [9231, 1.4285763502120972]]",7348
video7373,a solider gives a speech,"[[8416, 1.3765332698822021]]","[[8416, 1.3765332698822021], [9233, 1.4187641143798828], [9255, 1.4273170232772827], [9235, 1.4280006885528564], [9548, 1.4392403364181519]]","[[8416, 1.3765332698822021], [9233, 1.4187641143798828], [9255, 1.4273170232772827], [9235, 1.4280006885528564], [9548, 1.4392403364181519], [7828, 1.439811110496521], [8319, 1.4401326179504395], [9404, 1.4410967826843262], [8346, 1.4430962800979614], [9026, 1.4460866451263428]]","[[8416, 1.3765332698822021], [9233, 1.4187641143798828], [9255, 1.4273170232772827], [9235, 1.4280006885528564], [9548, 1.4392403364181519], [7828, 1.439811110496521], [8319, 1.4401326179504395], [9404, 1.4410967826843262], [8346, 1.4430962800979614], [9026, 1.4460866451263428], [7822, 1.4508247375488281], [7178, 1.4520597457885742], [7418, 1.4521374702453613], [7352, 1.4530441761016846], [9350, 1.4544298648834229]]",7373
video8268,a girl being surprised with a stuffed animal by male friend,"[[7593, 1.4058303833007812]]","[[7593, 1.4058303833007812], [9682, 1.4069212675094604], [8899, 1.4255508184432983], [9034, 1.435271978378296], [8837, 1.4376369714736938]]","[[7593, 1.4058303833007812], [9682, 1.4069212675094604], [8899, 1.4255508184432983], [9034, 1.435271978378296], [8837, 1.4376369714736938], [8478, 1.443308711051941], [7579, 1.4436633586883545], [7201, 1.4485235214233398], [7438, 1.4526276588439941], [9871, 1.453120231628418]]","[[7593, 1.4058303833007812], [9682, 1.4069212675094604], [8899, 1.4255508184432983], [9034, 1.435271978378296], [8837, 1.4376369714736938], [8478, 1.443308711051941], [7579, 1.4436633586883545], [7201, 1.4485235214233398], [7438, 1.4526276588439941], [9871, 1.453120231628418], [9347, 1.454291582107544], [9231, 1.4601569175720215], [7113, 1.4659408330917358], [7179, 1.4666776657104492], [9657, 1.4717512130737305]]",8268
video9405,red balloons float in the sky and have packages tied to them,"[[9405, 1.2989726066589355]]","[[9405, 1.2989726066589355], [9680, 1.4573397636413574], [9030, 1.4758490324020386], [8945, 1.4805208444595337], [8075, 1.4809930324554443]]","[[9405, 1.2989726066589355], [9680, 1.4573397636413574], [9030, 1.4758490324020386], [8945, 1.4805208444595337], [8075, 1.4809930324554443], [8110, 1.482123613357544], [8260, 1.4827752113342285], [8481, 1.4857338666915894], [9246, 1.4886568784713745], [9014, 1.4891756772994995]]","[[9405, 1.2989726066589355], [9680, 1.4573397636413574], [9030, 1.4758490324020386], [8945, 1.4805208444595337], [8075, 1.4809930324554443], [8110, 1.482123613357544], [8260, 1.4827752113342285], [8481, 1.4857338666915894], [9246, 1.4886568784713745], [9014, 1.4891756772994995], [8339, 1.49022376537323], [9419, 1.4903327226638794], [9807, 1.491452693939209], [9695, 1.49189293384552], [7411, 1.4935983419418335]]",9405
video7786,a song with skeletons dancing,"[[7786, 1.355439305305481]]","[[7786, 1.355439305305481], [9827, 1.4043216705322266], [9589, 1.4133071899414062], [9030, 1.4189289808273315], [9063, 1.4289425611495972]]","[[7786, 1.355439305305481], [9827, 1.4043216705322266], [9589, 1.4133071899414062], [9030, 1.4189289808273315], [9063, 1.4289425611495972], [8756, 1.4292010068893433], [8861, 1.4305877685546875], [7205, 1.4339334964752197], [8909, 1.4370591640472412], [7558, 1.442413091659546]]","[[7786, 1.355439305305481], [9827, 1.4043216705322266], [9589, 1.4133071899414062], [9030, 1.4189289808273315], [9063, 1.4289425611495972], [8756, 1.4292010068893433], [8861, 1.4305877685546875], [7205, 1.4339334964752197], [8909, 1.4370591640472412], [7558, 1.442413091659546], [9489, 1.4431297779083252], [7141, 1.4461634159088135], [7792, 1.4472898244857788], [7732, 1.4476661682128906], [7829, 1.4490159749984741]]",7786
video9330,a man with a guitar sings on a farm,"[[9330, 1.3762866258621216]]","[[9330, 1.3762866258621216], [7961, 1.3819242715835571], [7419, 1.3873553276062012], [8861, 1.3955504894256592], [8251, 1.3976298570632935]]","[[9330, 1.3762866258621216], [7961, 1.3819242715835571], [7419, 1.3873553276062012], [8861, 1.3955504894256592], [8251, 1.3976298570632935], [9515, 1.4028618335723877], [9872, 1.4102237224578857], [8926, 1.4294934272766113], [7976, 1.4358839988708496], [8014, 1.4391496181488037]]","[[9330, 1.3762866258621216], [7961, 1.3819242715835571], [7419, 1.3873553276062012], [8861, 1.3955504894256592], [8251, 1.3976298570632935], [9515, 1.4028618335723877], [9872, 1.4102237224578857], [8926, 1.4294934272766113], [7976, 1.4358839988708496], [8014, 1.4391496181488037], [8078, 1.4542937278747559], [7156, 1.454954743385315], [8125, 1.4583802223205566], [8324, 1.4585059881210327], [7367, 1.459043264389038]]",9330
video9781,a women is explaining about the information of responders and the non responders for precision medicine,"[[9781, 1.4115965366363525]]","[[9781, 1.4115965366363525], [7341, 1.4500006437301636], [7724, 1.4699523448944092], [7829, 1.4700543880462646], [9908, 1.4873361587524414]]","[[9781, 1.4115965366363525], [7341, 1.4500006437301636], [7724, 1.4699523448944092], [7829, 1.4700543880462646], [9908, 1.4873361587524414], [9242, 1.4993433952331543], [9575, 1.499520182609558], [9119, 1.5049716234207153], [7843, 1.50809645652771], [7580, 1.5091112852096558]]","[[9781, 1.4115965366363525], [7341, 1.4500006437301636], [7724, 1.4699523448944092], [7829, 1.4700543880462646], [9908, 1.4873361587524414], [9242, 1.4993433952331543], [9575, 1.499520182609558], [9119, 1.5049716234207153], [7843, 1.50809645652771], [7580, 1.5091112852096558], [7900, 1.51139497756958], [7680, 1.5129178762435913], [9688, 1.519483208656311], [9032, 1.526037573814392], [7418, 1.5286091566085815]]",9781
video7438,a young girl shopping,"[[8018, 1.4051038026809692]]","[[8018, 1.4051038026809692], [7116, 1.432201623916626], [7438, 1.4459924697875977], [8831, 1.4595752954483032], [9337, 1.4768813848495483]]","[[8018, 1.4051038026809692], [7116, 1.432201623916626], [7438, 1.4459924697875977], [8831, 1.4595752954483032], [9337, 1.4768813848495483], [8899, 1.477134108543396], [8320, 1.4775248765945435], [8664, 1.4775593280792236], [8825, 1.4864802360534668], [7170, 1.4929084777832031]]","[[8018, 1.4051038026809692], [7116, 1.432201623916626], [7438, 1.4459924697875977], [8831, 1.4595752954483032], [9337, 1.4768813848495483], [8899, 1.477134108543396], [8320, 1.4775248765945435], [8664, 1.4775593280792236], [8825, 1.4864802360534668], [7170, 1.4929084777832031], [9209, 1.4936232566833496], [8676, 1.497833490371704], [8679, 1.5017437934875488], [9307, 1.5067023038864136], [7230, 1.5115008354187012]]",7438
video9694,a guy barbequeing potatoes,"[[9694, 1.274139404296875]]","[[9694, 1.274139404296875], [7147, 1.3171229362487793], [9333, 1.3288861513137817], [9227, 1.3491809368133545], [7154, 1.4084690809249878]]","[[9694, 1.274139404296875], [7147, 1.3171229362487793], [9333, 1.3288861513137817], [9227, 1.3491809368133545], [7154, 1.4084690809249878], [9335, 1.4175922870635986], [7966, 1.426344394683838], [9735, 1.4263464212417603], [8836, 1.4379887580871582], [9038, 1.4497120380401611]]","[[9694, 1.274139404296875], [7147, 1.3171229362487793], [9333, 1.3288861513137817], [9227, 1.3491809368133545], [7154, 1.4084690809249878], [9335, 1.4175922870635986], [7966, 1.426344394683838], [9735, 1.4263464212417603], [8836, 1.4379887580871582], [9038, 1.4497120380401611], [8686, 1.454759120941162], [7968, 1.4569091796875], [7799, 1.460559368133545], [8325, 1.4704747200012207], [8078, 1.4713592529296875]]",9694
video8457,a man rowing a kayak is shown in slow motion,"[[8457, 1.3168056011199951]]","[[8457, 1.3168056011199951], [8079, 1.356196403503418], [9831, 1.4152448177337646], [7795, 1.4236161708831787], [8493, 1.426086187362671]]","[[8457, 1.3168056011199951], [8079, 1.356196403503418], [9831, 1.4152448177337646], [7795, 1.4236161708831787], [8493, 1.426086187362671], [8025, 1.429803490638733], [7155, 1.4300527572631836], [8125, 1.430297613143921], [9511, 1.4456040859222412], [9253, 1.4456896781921387]]","[[8457, 1.3168056011199951], [8079, 1.356196403503418], [9831, 1.4152448177337646], [7795, 1.4236161708831787], [8493, 1.426086187362671], [8025, 1.429803490638733], [7155, 1.4300527572631836], [8125, 1.430297613143921], [9511, 1.4456040859222412], [9253, 1.4456896781921387], [7681, 1.4465909004211426], [7152, 1.4557081460952759], [8335, 1.4595673084259033], [9830, 1.460839033126831], [8078, 1.4617739915847778]]",8457
video7699,a man with head band is demonstrating how to play ping pong,"[[7699, 1.2219924926757812]]","[[7699, 1.2219924926757812], [7112, 1.4348689317703247], [8339, 1.4362051486968994], [7593, 1.4410476684570312], [8834, 1.4453017711639404]]","[[7699, 1.2219924926757812], [7112, 1.4348689317703247], [8339, 1.4362051486968994], [7593, 1.4410476684570312], [8834, 1.4453017711639404], [9224, 1.4471405744552612], [9685, 1.4491599798202515], [8816, 1.4491928815841675], [7375, 1.451427698135376], [8441, 1.4518134593963623]]","[[7699, 1.2219924926757812], [7112, 1.4348689317703247], [8339, 1.4362051486968994], [7593, 1.4410476684570312], [8834, 1.4453017711639404], [9224, 1.4471405744552612], [9685, 1.4491599798202515], [8816, 1.4491928815841675], [7375, 1.451427698135376], [8441, 1.4518134593963623], [8416, 1.4561488628387451], [8804, 1.4561747312545776], [9957, 1.4579085111618042], [9019, 1.458574652671814], [8899, 1.4594130516052246]]",7699
video7835,two cartoon characters walking underwater,"[[7061, 1.3668432235717773]]","[[7061, 1.3668432235717773], [8794, 1.3983607292175293], [7747, 1.403249740600586], [9805, 1.4099862575531006], [9578, 1.4184410572052002]]","[[7061, 1.3668432235717773], [8794, 1.3983607292175293], [7747, 1.403249740600586], [9805, 1.4099862575531006], [9578, 1.4184410572052002], [8493, 1.432067632675171], [8677, 1.432688593864441], [9359, 1.4341400861740112], [8110, 1.441081166267395], [9030, 1.4482134580612183]]","[[7061, 1.3668432235717773], [8794, 1.3983607292175293], [7747, 1.403249740600586], [9805, 1.4099862575531006], [9578, 1.4184410572052002], [8493, 1.432067632675171], [8677, 1.432688593864441], [9359, 1.4341400861740112], [8110, 1.441081166267395], [9030, 1.4482134580612183], [7912, 1.4542218446731567], [8949, 1.4543724060058594], [7235, 1.459123134613037], [8781, 1.4617269039154053], [9830, 1.4624205827713013]]",7835
video8332,someone is assembling a small hello kitty oven toy,"[[7561, 1.2938766479492188]]","[[7561, 1.2938766479492188], [8332, 1.3096164464950562], [8900, 1.4116673469543457], [7173, 1.4155627489089966], [8620, 1.4203770160675049]]","[[7561, 1.2938766479492188], [8332, 1.3096164464950562], [8900, 1.4116673469543457], [7173, 1.4155627489089966], [8620, 1.4203770160675049], [8869, 1.4233438968658447], [7154, 1.432180643081665], [7020, 1.4564822912216187], [7343, 1.4573304653167725], [8774, 1.458553671836853]]","[[7561, 1.2938766479492188], [8332, 1.3096164464950562], [8900, 1.4116673469543457], [7173, 1.4155627489089966], [8620, 1.4203770160675049], [8869, 1.4233438968658447], [7154, 1.432180643081665], [7020, 1.4564822912216187], [7343, 1.4573304653167725], [8774, 1.458553671836853], [7363, 1.4655749797821045], [8300, 1.4693934917449951], [7820, 1.4719692468643188], [9256, 1.4723659753799438], [8604, 1.4760158061981201]]",8332
video8791,an instructional video on painting your nails,"[[9025, 1.2832727432250977]]","[[9025, 1.2832727432250977], [7173, 1.34065842628479], [8712, 1.3410401344299316], [8791, 1.3465685844421387], [7909, 1.3593525886535645]]","[[9025, 1.2832727432250977], [7173, 1.34065842628479], [8712, 1.3410401344299316], [8791, 1.3465685844421387], [7909, 1.3593525886535645], [7684, 1.36093008518219], [9822, 1.36224365234375], [8488, 1.372312068939209], [9349, 1.3735778331756592], [7020, 1.3745970726013184]]","[[9025, 1.2832727432250977], [7173, 1.34065842628479], [8712, 1.3410401344299316], [8791, 1.3465685844421387], [7909, 1.3593525886535645], [7684, 1.36093008518219], [9822, 1.36224365234375], [8488, 1.372312068939209], [9349, 1.3735778331756592], [7020, 1.3745970726013184], [8772, 1.377967357635498], [9256, 1.3853211402893066], [9220, 1.3857421875], [9301, 1.3925755023956299], [7724, 1.3947417736053467]]",8791
video8924,a man works on a computer s motherboard,"[[7369, 1.378575325012207]]","[[7369, 1.378575325012207], [7820, 1.4241564273834229], [7343, 1.4262447357177734], [9679, 1.4275562763214111], [8804, 1.4305634498596191]]","[[7369, 1.378575325012207], [7820, 1.4241564273834229], [7343, 1.4262447357177734], [9679, 1.4275562763214111], [8804, 1.4305634498596191], [8626, 1.4454823732376099], [8924, 1.463578701019287], [7237, 1.466588020324707], [7910, 1.4744664430618286], [7110, 1.4836080074310303]]","[[7369, 1.378575325012207], [7820, 1.4241564273834229], [7343, 1.4262447357177734], [9679, 1.4275562763214111], [8804, 1.4305634498596191], [8626, 1.4454823732376099], [8924, 1.463578701019287], [7237, 1.466588020324707], [7910, 1.4744664430618286], [7110, 1.4836080074310303], [9508, 1.4875261783599854], [9349, 1.4915629625320435], [7154, 1.4957351684570312], [8246, 1.4957995414733887], [7732, 1.49641752243042]]",8924
video8822,a reporter talks about a police incident,"[[8491, 1.3580234050750732]]","[[8491, 1.3580234050750732], [9819, 1.3683069944381714], [9204, 1.3796424865722656], [9323, 1.3844058513641357], [7947, 1.3979103565216064]]","[[8491, 1.3580234050750732], [9819, 1.3683069944381714], [9204, 1.3796424865722656], [9323, 1.3844058513641357], [7947, 1.3979103565216064], [8831, 1.3995614051818848], [8416, 1.403266191482544], [9829, 1.4091087579727173], [9404, 1.4093021154403687], [9205, 1.4130607843399048]]","[[8491, 1.3580234050750732], [9819, 1.3683069944381714], [9204, 1.3796424865722656], [9323, 1.3844058513641357], [7947, 1.3979103565216064], [8831, 1.3995614051818848], [8416, 1.403266191482544], [9829, 1.4091087579727173], [9404, 1.4093021154403687], [9205, 1.4130607843399048], [8022, 1.4153172969818115], [8311, 1.415447473526001], [8864, 1.4181663990020752], [7822, 1.4206078052520752], [9695, 1.4260584115982056]]",8822
video8016,a dog and a cat are in a standoff,"[[8016, 1.3425402641296387]]","[[8016, 1.3425402641296387], [8867, 1.3823316097259521], [9034, 1.3878936767578125], [9200, 1.3916003704071045], [7798, 1.4336955547332764]]","[[8016, 1.3425402641296387], [8867, 1.3823316097259521], [9034, 1.3878936767578125], [9200, 1.3916003704071045], [7798, 1.4336955547332764], [7146, 1.4383258819580078], [8935, 1.4467265605926514], [9871, 1.4593563079833984], [9031, 1.4694243669509888], [8125, 1.4734318256378174]]","[[8016, 1.3425402641296387], [8867, 1.3823316097259521], [9034, 1.3878936767578125], [9200, 1.3916003704071045], [7798, 1.4336955547332764], [7146, 1.4383258819580078], [8935, 1.4467265605926514], [9871, 1.4593563079833984], [9031, 1.4694243669509888], [8125, 1.4734318256378174], [9878, 1.477896809577942], [9232, 1.478467345237732], [7201, 1.4788427352905273], [7780, 1.4811166524887085], [7902, 1.4836077690124512]]",8016
video7176,a man is talking about space project adam,"[[7562, 1.395602822303772]]","[[7562, 1.395602822303772], [7418, 1.4011592864990234], [9236, 1.4092512130737305], [9825, 1.4222376346588135], [7215, 1.4248374700546265]]","[[7562, 1.395602822303772], [7418, 1.4011592864990234], [9236, 1.4092512130737305], [9825, 1.4222376346588135], [7215, 1.4248374700546265], [7501, 1.4268046617507935], [7431, 1.4283283948898315], [9609, 1.4326317310333252], [8682, 1.4337525367736816], [7946, 1.433833360671997]]","[[7562, 1.395602822303772], [7418, 1.4011592864990234], [9236, 1.4092512130737305], [9825, 1.4222376346588135], [7215, 1.4248374700546265], [7501, 1.4268046617507935], [7431, 1.4283283948898315], [9609, 1.4326317310333252], [8682, 1.4337525367736816], [7946, 1.433833360671997], [9404, 1.4346256256103516], [9350, 1.435093879699707], [9885, 1.435276746749878], [7176, 1.4361226558685303], [7371, 1.4368574619293213]]",7176
video8655,an animal is throwing a piece of junk,"[[8935, 1.3597288131713867]]","[[8935, 1.3597288131713867], [9657, 1.3750531673431396], [8929, 1.391996145248413], [8044, 1.392564296722412], [8016, 1.4038406610488892]]","[[8935, 1.3597288131713867], [9657, 1.3750531673431396], [8929, 1.391996145248413], [8044, 1.392564296722412], [8016, 1.4038406610488892], [8125, 1.4052621126174927], [9452, 1.4090288877487183], [9034, 1.4099366664886475], [8493, 1.4111037254333496], [7112, 1.411838173866272]]","[[8935, 1.3597288131713867], [9657, 1.3750531673431396], [8929, 1.391996145248413], [8044, 1.392564296722412], [8016, 1.4038406610488892], [8125, 1.4052621126174927], [9452, 1.4090288877487183], [9034, 1.4099366664886475], [8493, 1.4111037254333496], [7112, 1.411838173866272], [9239, 1.417937994003296], [9416, 1.4188239574432373], [7021, 1.4209915399551392], [8572, 1.4221124649047852], [7355, 1.4229435920715332]]",8655
video7355,a hand print is outlined within the silhouette of a green dinosaur shape for a movie promotion,"[[7355, 1.2925432920455933]]","[[7355, 1.2925432920455933], [8811, 1.407903790473938], [8784, 1.4157085418701172], [7215, 1.426753282546997], [7135, 1.4280805587768555]]","[[7355, 1.2925432920455933], [8811, 1.407903790473938], [8784, 1.4157085418701172], [7215, 1.426753282546997], [7135, 1.4280805587768555], [8783, 1.4612385034561157], [9246, 1.4659898281097412], [8420, 1.466078758239746], [7223, 1.4662790298461914], [7576, 1.4714593887329102]]","[[7355, 1.2925432920455933], [8811, 1.407903790473938], [8784, 1.4157085418701172], [7215, 1.426753282546997], [7135, 1.4280805587768555], [8783, 1.4612385034561157], [9246, 1.4659898281097412], [8420, 1.466078758239746], [7223, 1.4662790298461914], [7576, 1.4714593887329102], [7467, 1.4748730659484863], [7149, 1.4769032001495361], [9252, 1.4776204824447632], [8312, 1.4776763916015625], [9404, 1.4778342247009277]]",7355
video7680,an ethiopian woman asks a child what she is good at,"[[7134, 1.3960250616073608]]","[[7134, 1.3960250616073608], [7680, 1.4068832397460938], [8348, 1.4250447750091553], [9228, 1.4287264347076416], [8899, 1.452665090560913]]","[[7134, 1.3960250616073608], [7680, 1.4068832397460938], [8348, 1.4250447750091553], [9228, 1.4287264347076416], [8899, 1.452665090560913], [8022, 1.4655702114105225], [7619, 1.4672856330871582], [8416, 1.4691627025604248], [7116, 1.4710078239440918], [9515, 1.4731407165527344]]","[[7134, 1.3960250616073608], [7680, 1.4068832397460938], [8348, 1.4250447750091553], [9228, 1.4287264347076416], [8899, 1.452665090560913], [8022, 1.4655702114105225], [7619, 1.4672856330871582], [8416, 1.4691627025604248], [7116, 1.4710078239440918], [9515, 1.4731407165527344], [9337, 1.4747143983840942], [7843, 1.476588249206543], [9451, 1.480411410331726], [7364, 1.4810928106307983], [8318, 1.4815210103988647]]",7680
video8572,a man grabs at snakes and throws them around the room,"[[8572, 1.343781590461731]]","[[8572, 1.343781590461731], [7593, 1.3703303337097168], [8815, 1.396478533744812], [7350, 1.4134900569915771], [9236, 1.4228744506835938]]","[[8572, 1.343781590461731], [7593, 1.3703303337097168], [8815, 1.396478533744812], [7350, 1.4134900569915771], [9236, 1.4228744506835938], [7363, 1.4302716255187988], [9034, 1.4310282468795776], [9307, 1.4378553628921509], [7546, 1.4381312131881714], [8899, 1.438162922859192]]","[[8572, 1.343781590461731], [7593, 1.3703303337097168], [8815, 1.396478533744812], [7350, 1.4134900569915771], [9236, 1.4228744506835938], [7363, 1.4302716255187988], [9034, 1.4310282468795776], [9307, 1.4378553628921509], [7546, 1.4381312131881714], [8899, 1.438162922859192], [8129, 1.439237356185913], [9657, 1.443498134613037], [7543, 1.4436739683151245], [7575, 1.4451773166656494], [9322, 1.4465676546096802]]",8572
video7616,an orange sports car accelerates quickly,"[[7616, 1.281637191772461]]","[[7616, 1.281637191772461], [9535, 1.3515112400054932], [9328, 1.3563182353973389], [8089, 1.3849678039550781], [9511, 1.38607919216156]]","[[7616, 1.281637191772461], [9535, 1.3515112400054932], [9328, 1.3563182353973389], [8089, 1.3849678039550781], [9511, 1.38607919216156], [9622, 1.3961050510406494], [9691, 1.4022189378738403], [7464, 1.4023895263671875], [9806, 1.4037247896194458], [7965, 1.407091736793518]]","[[7616, 1.281637191772461], [9535, 1.3515112400054932], [9328, 1.3563182353973389], [8089, 1.3849678039550781], [9511, 1.38607919216156], [9622, 1.3961050510406494], [9691, 1.4022189378738403], [7464, 1.4023895263671875], [9806, 1.4037247896194458], [7965, 1.407091736793518], [8263, 1.4131262302398682], [7506, 1.4190489053726196], [9800, 1.4194531440734863], [8819, 1.420893907546997], [7544, 1.4221347570419312]]",7616
video8799,different letters are coming out and sounding out the way they sound,"[[8909, 1.4353036880493164]]","[[8909, 1.4353036880493164], [8123, 1.43843674659729], [7780, 1.4493745565414429], [8075, 1.4521064758300781], [9025, 1.4531025886535645]]","[[8909, 1.4353036880493164], [8123, 1.43843674659729], [7780, 1.4493745565414429], [8075, 1.4521064758300781], [9025, 1.4531025886535645], [7355, 1.4537996053695679], [7372, 1.4573826789855957], [7149, 1.4600152969360352], [9695, 1.4616305828094482], [8494, 1.462688684463501]]","[[8909, 1.4353036880493164], [8123, 1.43843674659729], [7780, 1.4493745565414429], [8075, 1.4521064758300781], [9025, 1.4531025886535645], [7355, 1.4537996053695679], [7372, 1.4573826789855957], [7149, 1.4600152969360352], [9695, 1.4616305828094482], [8494, 1.462688684463501], [8267, 1.4636328220367432], [7466, 1.4638469219207764], [9827, 1.4639501571655273], [8817, 1.4659361839294434], [9224, 1.466128945350647]]",8799
video9301,how to make a galaxy fighter,"[[8688, 1.3845425844192505]]","[[8688, 1.3845425844192505], [9301, 1.40201735496521], [9256, 1.4444401264190674], [7363, 1.4517508745193481], [9349, 1.4584579467773438]]","[[8688, 1.3845425844192505], [9301, 1.40201735496521], [9256, 1.4444401264190674], [7363, 1.4517508745193481], [9349, 1.4584579467773438], [9620, 1.458505630493164], [7371, 1.460637092590332], [8784, 1.4628524780273438], [7020, 1.4649298191070557], [9025, 1.4705417156219482]]","[[8688, 1.3845425844192505], [9301, 1.40201735496521], [9256, 1.4444401264190674], [7363, 1.4517508745193481], [9349, 1.4584579467773438], [9620, 1.458505630493164], [7371, 1.460637092590332], [8784, 1.4628524780273438], [7020, 1.4649298191070557], [9025, 1.4705417156219482], [8514, 1.4723122119903564], [8774, 1.4736406803131104], [7560, 1.4736855030059814], [8772, 1.4756169319152832], [9335, 1.4760578870773315]]",9301
video8620,a woman is making a hair accessory,"[[8620, 1.3374543190002441]]","[[8620, 1.3374543190002441], [9349, 1.4017598628997803], [7116, 1.4187133312225342], [7020, 1.4208595752716064], [8423, 1.4212392568588257]]","[[8620, 1.3374543190002441], [9349, 1.4017598628997803], [7116, 1.4187133312225342], [7020, 1.4208595752716064], [8423, 1.4212392568588257], [7560, 1.4234910011291504], [7543, 1.4277414083480835], [9209, 1.4360980987548828], [9256, 1.4378836154937744], [8320, 1.4394445419311523]]","[[8620, 1.3374543190002441], [9349, 1.4017598628997803], [7116, 1.4187133312225342], [7020, 1.4208595752716064], [8423, 1.4212392568588257], [7560, 1.4234910011291504], [7543, 1.4277414083480835], [9209, 1.4360980987548828], [9256, 1.4378836154937744], [8320, 1.4394445419311523], [7909, 1.4423153400421143], [8899, 1.4452399015426636], [8869, 1.4453470706939697], [7438, 1.4463540315628052], [8784, 1.4475339651107788]]",8620
video9404,a black t shirted man with a hat talking about an event,"[[9233, 1.3741827011108398]]","[[9233, 1.3741827011108398], [8416, 1.3892704248428345], [7211, 1.39363694190979], [8670, 1.3936903476715088], [7215, 1.3966333866119385]]","[[9233, 1.3741827011108398], [8416, 1.3892704248428345], [7211, 1.39363694190979], [8670, 1.3936903476715088], [7215, 1.3966333866119385], [9404, 1.399474024772644], [7418, 1.4142146110534668], [8072, 1.4158062934875488], [8445, 1.418262243270874], [9829, 1.4238595962524414]]","[[9233, 1.3741827011108398], [8416, 1.3892704248428345], [7211, 1.39363694190979], [8670, 1.3936903476715088], [7215, 1.3966333866119385], [9404, 1.399474024772644], [7418, 1.4142146110534668], [8072, 1.4158062934875488], [8445, 1.418262243270874], [9829, 1.4238595962524414], [7491, 1.4263776540756226], [7110, 1.433335542678833], [8650, 1.433525562286377], [9901, 1.4343901872634888], [7589, 1.435572862625122]]",9404
