rel_frame_id,query,top1,top5,top10,top15,ground_truth
video8243,man in black suit is having meeting with group of people,"[[9254, 1.4572652578353882]]","[[9254, 1.4572652578353882], [8074, 1.4666887521743774], [8315, 1.4806029796600342], [9028, 1.4809648990631104], [7171, 1.4869542121887207]]","[[9254, 1.4572652578353882], [8074, 1.4666887521743774], [8315, 1.4806029796600342], [9028, 1.4809648990631104], [7171, 1.4869542121887207], [8441, 1.4960803985595703], [8831, 1.4970142841339111], [7200, 1.4985718727111816], [7222, 1.5018832683563232], [9350, 1.5036946535110474]]","[[9254, 1.4572652578353882], [8074, 1.4666887521743774], [8315, 1.4806029796600342], [9028, 1.4809648990631104], [7171, 1.4869542121887207], [8441, 1.4960803985595703], [8831, 1.4970142841339111], [7200, 1.4985718727111816], [7222, 1.5018832683563232], [9350, 1.5036946535110474], [9692, 1.504842758178711], [8808, 1.5104492902755737], [8864, 1.5122379064559937], [8825, 1.5132710933685303], [7619, 1.5153131484985352]]",8243
video9685,people practising marshal arts,"[[9813, 1.4189702272415161]]","[[9813, 1.4189702272415161], [7766, 1.4327161312103271], [9832, 1.4395580291748047], [9800, 1.4432520866394043], [9806, 1.446514368057251]]","[[9813, 1.4189702272415161], [7766, 1.4327161312103271], [9832, 1.4395580291748047], [9800, 1.4432520866394043], [9806, 1.446514368057251], [9826, 1.4479268789291382], [7780, 1.4480464458465576], [8125, 1.450514316558838], [7544, 1.4541633129119873], [7464, 1.4574494361877441]]","[[9813, 1.4189702272415161], [7766, 1.4327161312103271], [9832, 1.4395580291748047], [9800, 1.4432520866394043], [9806, 1.446514368057251], [9826, 1.4479268789291382], [7780, 1.4480464458465576], [8125, 1.450514316558838], [7544, 1.4541633129119873], [7464, 1.4574494361877441], [7614, 1.4596000909805298], [9355, 1.4608396291732788], [9451, 1.4610521793365479], [7214, 1.4616087675094604], [7445, 1.462752103805542]]",9685
video7825,sitting and converstion 2 lady and 2 gents,"[[8821, 1.4332603216171265]]","[[8821, 1.4332603216171265], [8265, 1.4727762937545776], [7234, 1.4979649782180786], [8304, 1.5096063613891602], [7365, 1.5108840465545654]]","[[8821, 1.4332603216171265], [8265, 1.4727762937545776], [7234, 1.4979649782180786], [8304, 1.5096063613891602], [7365, 1.5108840465545654], [8349, 1.516863226890564], [9223, 1.518432378768921], [9683, 1.52080500125885], [7175, 1.5243182182312012], [7163, 1.5272542238235474]]","[[8821, 1.4332603216171265], [8265, 1.4727762937545776], [7234, 1.4979649782180786], [8304, 1.5096063613891602], [7365, 1.5108840465545654], [8349, 1.516863226890564], [9223, 1.518432378768921], [9683, 1.52080500125885], [7175, 1.5243182182312012], [7163, 1.5272542238235474], [8074, 1.5275425910949707], [7832, 1.5302716493606567], [8935, 1.5318504571914673], [9326, 1.5324132442474365], [8813, 1.5342317819595337]]",7825
video7159,bill murray is being interviewed by david letterman while talking about bill s past roles,"[[7159, 1.28598952293396]]","[[7159, 1.28598952293396], [8930, 1.3419069051742554], [7794, 1.3432857990264893], [8917, 1.3925118446350098], [8269, 1.4108104705810547]]","[[7159, 1.28598952293396], [8930, 1.3419069051742554], [7794, 1.3432857990264893], [8917, 1.3925118446350098], [8269, 1.4108104705810547], [7754, 1.4343063831329346], [8813, 1.4582617282867432], [8120, 1.46708345413208], [8464, 1.4740440845489502], [7362, 1.480820655822754]]","[[7159, 1.28598952293396], [8930, 1.3419069051742554], [7794, 1.3432857990264893], [8917, 1.3925118446350098], [8269, 1.4108104705810547], [7754, 1.4343063831329346], [8813, 1.4582617282867432], [8120, 1.46708345413208], [8464, 1.4740440845489502], [7362, 1.480820655822754], [8329, 1.4837048053741455], [7567, 1.4910330772399902], [7753, 1.4921742677688599], [9811, 1.4925647974014282], [8922, 1.4977550506591797]]",7159
video8839,spongebob is showing memories of him with mr,"[[7029, 1.349905252456665]]","[[7029, 1.349905252456665], [9814, 1.3534952402114868], [9808, 1.3603758811950684], [8839, 1.3712553977966309], [8916, 1.3726108074188232]]","[[7029, 1.349905252456665], [9814, 1.3534952402114868], [9808, 1.3603758811950684], [8839, 1.3712553977966309], [8916, 1.3726108074188232], [8673, 1.402496099472046], [7235, 1.4191644191741943], [8446, 1.4249624013900757], [8128, 1.4343795776367188], [7201, 1.4373466968536377]]","[[7029, 1.349905252456665], [9814, 1.3534952402114868], [9808, 1.3603758811950684], [8839, 1.3712553977966309], [8916, 1.3726108074188232], [8673, 1.402496099472046], [7235, 1.4191644191741943], [8446, 1.4249624013900757], [8128, 1.4343795776367188], [7201, 1.4373466968536377], [7835, 1.441927433013916], [7061, 1.453885793685913], [9790, 1.4578568935394287], [7111, 1.460720419883728], [9300, 1.4618022441864014]]",8839
video9228,guy in purple tshirt playing guitar as they drive through,"[[7969, 1.3958686590194702]]","[[7969, 1.3958686590194702], [8089, 1.4142221212387085], [9325, 1.4153674840927124], [7965, 1.4283770322799683], [9535, 1.4330445528030396]]","[[7969, 1.3958686590194702], [8089, 1.4142221212387085], [9325, 1.4153674840927124], [7965, 1.4283770322799683], [9535, 1.4330445528030396], [9806, 1.4465320110321045], [9622, 1.4500888586044312], [7354, 1.4526084661483765], [7419, 1.4640166759490967], [7701, 1.4740325212478638]]","[[7969, 1.3958686590194702], [8089, 1.4142221212387085], [9325, 1.4153674840927124], [7965, 1.4283770322799683], [9535, 1.4330445528030396], [9806, 1.4465320110321045], [9622, 1.4500888586044312], [7354, 1.4526084661483765], [7419, 1.4640166759490967], [7701, 1.4740325212478638], [7228, 1.478219747543335], [8251, 1.4795076847076416], [7445, 1.4810941219329834], [7464, 1.4866750240325928], [7138, 1.4867662191390991]]",9228
video9779,fireworks are being lit and exploding in a night sky,"[[7732, 1.4004058837890625]]","[[7732, 1.4004058837890625], [8798, 1.412270188331604], [9779, 1.4347467422485352], [8334, 1.4718464612960815], [8311, 1.4921379089355469]]","[[7732, 1.4004058837890625], [8798, 1.412270188331604], [9779, 1.4347467422485352], [8334, 1.4718464612960815], [8311, 1.4921379089355469], [9511, 1.4974182844161987], [8013, 1.4989475011825562], [7558, 1.5052385330200195], [9306, 1.5078800916671753], [9345, 1.5102946758270264]]","[[7732, 1.4004058837890625], [8798, 1.412270188331604], [9779, 1.4347467422485352], [8334, 1.4718464612960815], [8311, 1.4921379089355469], [9511, 1.4974182844161987], [8013, 1.4989475011825562], [7558, 1.5052385330200195], [9306, 1.5078800916671753], [9345, 1.5102946758270264], [9404, 1.5129237174987793], [7027, 1.5200755596160889], [8061, 1.5233423709869385], [8807, 1.5250074863433838], [9821, 1.5297623872756958]]",9779
video7583,a princess tries not to cry in front of malificent,"[[9776, 1.4059548377990723]]","[[9776, 1.4059548377990723], [7583, 1.4158247709274292], [7467, 1.456756353378296], [7438, 1.4590009450912476], [8923, 1.4854387044906616]]","[[9776, 1.4059548377990723], [7583, 1.4158247709274292], [7467, 1.456756353378296], [7438, 1.4590009450912476], [8923, 1.4854387044906616], [8314, 1.4872217178344727], [8266, 1.5036605596542358], [7909, 1.5162744522094727], [9012, 1.5163224935531616], [8073, 1.5191230773925781]]","[[9776, 1.4059548377990723], [7583, 1.4158247709274292], [7467, 1.456756353378296], [7438, 1.4590009450912476], [8923, 1.4854387044906616], [8314, 1.4872217178344727], [8266, 1.5036605596542358], [7909, 1.5162744522094727], [9012, 1.5163224935531616], [8073, 1.5191230773925781], [8110, 1.5192285776138306], [7178, 1.519633412361145], [7571, 1.5196733474731445], [9818, 1.5220941305160522], [8496, 1.52219820022583]]",7583
video8259,an interview is conducted,"[[8821, 1.4625623226165771]]","[[8821, 1.4625623226165771], [9690, 1.4710030555725098], [8074, 1.4734537601470947], [9329, 1.474473237991333], [8259, 1.4753613471984863]]","[[8821, 1.4625623226165771], [9690, 1.4710030555725098], [8074, 1.4734537601470947], [9329, 1.474473237991333], [8259, 1.4753613471984863], [9793, 1.4756673574447632], [7947, 1.4764046669006348], [7469, 1.4802062511444092], [7613, 1.48050057888031], [7162, 1.482688307762146]]","[[8821, 1.4625623226165771], [9690, 1.4710030555725098], [8074, 1.4734537601470947], [9329, 1.474473237991333], [8259, 1.4753613471984863], [9793, 1.4756673574447632], [7947, 1.4764046669006348], [7469, 1.4802062511444092], [7613, 1.48050057888031], [7162, 1.482688307762146], [8783, 1.4828071594238281], [8480, 1.4829277992248535], [8333, 1.4856960773468018], [9882, 1.4862116575241089], [7724, 1.4863908290863037]]",8259
video9202,a girl singing song on stage,"[[7569, 1.399895429611206]]","[[7569, 1.399895429611206], [7220, 1.4102351665496826], [7791, 1.4207818508148193], [7558, 1.4218964576721191], [8818, 1.4314262866973877]]","[[7569, 1.399895429611206], [7220, 1.4102351665496826], [7791, 1.4207818508148193], [7558, 1.4218964576721191], [8818, 1.4314262866973877], [7756, 1.4372023344039917], [9834, 1.446404218673706], [8810, 1.453170895576477], [7596, 1.4559531211853027], [8324, 1.4667317867279053]]","[[7569, 1.399895429611206], [7220, 1.4102351665496826], [7791, 1.4207818508148193], [7558, 1.4218964576721191], [8818, 1.4314262866973877], [7756, 1.4372023344039917], [9834, 1.446404218673706], [8810, 1.453170895576477], [7596, 1.4559531211853027], [8324, 1.4667317867279053], [8926, 1.4678583145141602], [8792, 1.468399167060852], [9350, 1.4704598188400269], [9879, 1.4714405536651611], [8466, 1.484798550605774]]",9202
video8416,a video of different racially motivated protests is playing while the song everyone s a little bit racist plays,"[[7444, 1.4562034606933594]]","[[7444, 1.4562034606933594], [8311, 1.4594268798828125], [9326, 1.4666824340820312], [8831, 1.4740937948226929], [8014, 1.4747486114501953]]","[[7444, 1.4562034606933594], [8311, 1.4594268798828125], [9326, 1.4666824340820312], [8831, 1.4740937948226929], [8014, 1.4747486114501953], [9245, 1.4873367547988892], [8808, 1.493798017501831], [8794, 1.4960349798202515], [8497, 1.4968899488449097], [8491, 1.4979397058486938]]","[[7444, 1.4562034606933594], [8311, 1.4594268798828125], [9326, 1.4666824340820312], [8831, 1.4740937948226929], [8014, 1.4747486114501953], [9245, 1.4873367547988892], [8808, 1.493798017501831], [8794, 1.4960349798202515], [8497, 1.4968899488449097], [8491, 1.4979397058486938], [9350, 1.5008773803710938], [9819, 1.5013447999954224], [8664, 1.5022408962249756], [8416, 1.5024007558822632], [7141, 1.5027996301651]]",8416
video9819,a reporter talks about a police incident,"[[8491, 1.3836510181427002]]","[[8491, 1.3836510181427002], [9819, 1.387102723121643], [9204, 1.419771671295166], [8831, 1.4231373071670532], [9695, 1.4268373250961304]]","[[8491, 1.3836510181427002], [9819, 1.387102723121643], [9204, 1.419771671295166], [8831, 1.4231373071670532], [9695, 1.4268373250961304], [9323, 1.4324320554733276], [8864, 1.4327964782714844], [8311, 1.4355401992797852], [9690, 1.4419745206832886], [9832, 1.4448400735855103]]","[[8491, 1.3836510181427002], [9819, 1.387102723121643], [9204, 1.419771671295166], [8831, 1.4231373071670532], [9695, 1.4268373250961304], [9323, 1.4324320554733276], [8864, 1.4327964782714844], [8311, 1.4355401992797852], [9690, 1.4419745206832886], [9832, 1.4448400735855103], [8650, 1.4477702379226685], [9806, 1.4499220848083496], [9404, 1.4547772407531738], [7967, 1.4562398195266724], [7469, 1.46051025390625]]",9819
video8312,the mountain views are from a boat on the center of a lake,"[[8312, 1.422343373298645]]","[[8312, 1.422343373298645], [9246, 1.4747035503387451], [9581, 1.4818511009216309], [7972, 1.4857745170593262], [8928, 1.488811731338501]]","[[8312, 1.422343373298645], [9246, 1.4747035503387451], [9581, 1.4818511009216309], [7972, 1.4857745170593262], [8928, 1.488811731338501], [8307, 1.4892842769622803], [9511, 1.491389274597168], [9831, 1.4956365823745728], [7914, 1.4993761777877808], [8450, 1.509315013885498]]","[[8312, 1.422343373298645], [9246, 1.4747035503387451], [9581, 1.4818511009216309], [7972, 1.4857745170593262], [8928, 1.488811731338501], [8307, 1.4892842769622803], [9511, 1.491389274597168], [9831, 1.4956365823745728], [7914, 1.4993761777877808], [8450, 1.509315013885498], [9253, 1.5188039541244507], [9030, 1.5275864601135254], [8741, 1.5348643064498901], [7564, 1.5402278900146484], [9788, 1.5412278175354004]]",8312
video9691,a commercial for the mazda 3 the card sliding around a corner,"[[7138, 1.392425775527954]]","[[7138, 1.392425775527954], [8796, 1.4177265167236328], [9405, 1.4347501993179321], [8688, 1.4358246326446533], [7597, 1.4451348781585693]]","[[7138, 1.392425775527954], [8796, 1.4177265167236328], [9405, 1.4347501993179321], [8688, 1.4358246326446533], [7597, 1.4451348781585693], [7026, 1.4491124153137207], [8601, 1.4498733282089233], [8825, 1.4527573585510254], [7698, 1.4529122114181519], [8772, 1.4531004428863525]]","[[7138, 1.392425775527954], [8796, 1.4177265167236328], [9405, 1.4347501993179321], [8688, 1.4358246326446533], [7597, 1.4451348781585693], [7026, 1.4491124153137207], [8601, 1.4498733282089233], [8825, 1.4527573585510254], [7698, 1.4529122114181519], [8772, 1.4531004428863525], [8344, 1.453324556350708], [7765, 1.4539995193481445], [9620, 1.4552046060562134], [7149, 1.4584052562713623], [7588, 1.4607908725738525]]",9691
video9657,a monkey and a man feeding monkey with hand displaying on screen,"[[8572, 1.4487160444259644]]","[[8572, 1.4487160444259644], [7351, 1.448813796043396], [9657, 1.456736445426941], [8325, 1.464508295059204], [9322, 1.474316120147705]]","[[8572, 1.4487160444259644], [7351, 1.448813796043396], [9657, 1.456736445426941], [8325, 1.464508295059204], [9322, 1.474316120147705], [7362, 1.4744247198104858], [9229, 1.475083589553833], [8268, 1.490151047706604], [8061, 1.4911277294158936], [9337, 1.4958570003509521]]","[[8572, 1.4487160444259644], [7351, 1.448813796043396], [9657, 1.456736445426941], [8325, 1.464508295059204], [9322, 1.474316120147705], [7362, 1.4744247198104858], [9229, 1.475083589553833], [8268, 1.490151047706604], [8061, 1.4911277294158936], [9337, 1.4958570003509521], [7343, 1.4962286949157715], [8817, 1.4973540306091309], [7444, 1.4993724822998047], [8044, 1.50084388256073], [7154, 1.50169038772583]]",9657
video9622,dogs are walking across the road in a video,"[[8044, 1.3683433532714844]]","[[8044, 1.3683433532714844], [9535, 1.3836450576782227], [8016, 1.3956283330917358], [9806, 1.421908974647522], [8929, 1.4219129085540771]]","[[8044, 1.3683433532714844], [9535, 1.3836450576782227], [8016, 1.3956283330917358], [9806, 1.421908974647522], [8929, 1.4219129085540771], [7616, 1.442209243774414], [8125, 1.443411946296692], [8468, 1.4486362934112549], [9832, 1.4544172286987305], [8934, 1.4619699716567993]]","[[8044, 1.3683433532714844], [9535, 1.3836450576782227], [8016, 1.3956283330917358], [9806, 1.421908974647522], [8929, 1.4219129085540771], [7616, 1.442209243774414], [8125, 1.443411946296692], [8468, 1.4486362934112549], [9832, 1.4544172286987305], [8934, 1.4619699716567993], [9451, 1.4633748531341553], [9355, 1.465680480003357], [9239, 1.4686061143875122], [8493, 1.4716918468475342], [9321, 1.472996473312378]]",9622
video7789,a compilation of vine videos is shown,"[[8979, 1.3472305536270142]]","[[8979, 1.3472305536270142], [7358, 1.3865652084350586], [9817, 1.3929719924926758], [9029, 1.411287546157837], [7839, 1.412003993988037]]","[[8979, 1.3472305536270142], [7358, 1.3865652084350586], [9817, 1.3929719924926758], [9029, 1.411287546157837], [7839, 1.412003993988037], [7787, 1.412655234336853], [7346, 1.4201011657714844], [8253, 1.4246649742126465], [9018, 1.4274672269821167], [9542, 1.4440736770629883]]","[[8979, 1.3472305536270142], [7358, 1.3865652084350586], [9817, 1.3929719924926758], [9029, 1.411287546157837], [7839, 1.412003993988037], [7787, 1.412655234336853], [7346, 1.4201011657714844], [8253, 1.4246649742126465], [9018, 1.4274672269821167], [9542, 1.4440736770629883], [7438, 1.4468557834625244], [9256, 1.4474494457244873], [9350, 1.4514714479446411], [8471, 1.4533791542053223], [8049, 1.4576175212860107]]",7789
video7755,someone speaking about a violent act regarding the police,"[[8831, 1.4624781608581543]]","[[8831, 1.4624781608581543], [9819, 1.4626531600952148], [8491, 1.4649221897125244], [8864, 1.4699978828430176], [8311, 1.4831275939941406]]","[[8831, 1.4624781608581543], [9819, 1.4626531600952148], [8491, 1.4649221897125244], [8864, 1.4699978828430176], [8311, 1.4831275939941406], [9323, 1.4844664335250854], [8822, 1.4844831228256226], [8650, 1.4874978065490723], [9806, 1.4934921264648438], [8789, 1.4942595958709717]]","[[8831, 1.4624781608581543], [9819, 1.4626531600952148], [8491, 1.4649221897125244], [8864, 1.4699978828430176], [8311, 1.4831275939941406], [9323, 1.4844664335250854], [8822, 1.4844831228256226], [8650, 1.4874978065490723], [9806, 1.4934921264648438], [8789, 1.4942595958709717], [8824, 1.4977226257324219], [9695, 1.4999662637710571], [7619, 1.5003948211669922], [9474, 1.5023260116577148], [9829, 1.503993272781372]]",7755
video8660,two teams play at the olympics,"[[7610, 1.4273595809936523]]","[[7610, 1.4273595809936523], [9681, 1.4407103061676025], [8660, 1.452998161315918], [7787, 1.4648716449737549], [9817, 1.4649537801742554]]","[[7610, 1.4273595809936523], [9681, 1.4407103061676025], [8660, 1.452998161315918], [7787, 1.4648716449737549], [9817, 1.4649537801742554], [7839, 1.4833340644836426], [8264, 1.4834928512573242], [9832, 1.48378586769104], [8079, 1.4866405725479126], [7500, 1.4876233339309692]]","[[7610, 1.4273595809936523], [9681, 1.4407103061676025], [8660, 1.452998161315918], [7787, 1.4648716449737549], [9817, 1.4649537801742554], [7839, 1.4833340644836426], [8264, 1.4834928512573242], [9832, 1.48378586769104], [8079, 1.4866405725479126], [7500, 1.4876233339309692], [9018, 1.4910777807235718], [8979, 1.4943335056304932], [7780, 1.5006202459335327], [9259, 1.5011897087097168], [9029, 1.5028777122497559]]",8660
video7163,a young man is touching a young girls back,"[[8341, 1.3867524862289429]]","[[8341, 1.3867524862289429], [8442, 1.4402968883514404], [7747, 1.4424093961715698], [7592, 1.4484646320343018], [7726, 1.4651875495910645]]","[[8341, 1.3867524862289429], [8442, 1.4402968883514404], [7747, 1.4424093961715698], [7592, 1.4484646320343018], [7726, 1.4651875495910645], [8110, 1.4654194116592407], [9777, 1.4679368734359741], [9513, 1.470968246459961], [8318, 1.4734431505203247], [7212, 1.4749746322631836]]","[[8341, 1.3867524862289429], [8442, 1.4402968883514404], [7747, 1.4424093961715698], [7592, 1.4484646320343018], [7726, 1.4651875495910645], [8110, 1.4654194116592407], [9777, 1.4679368734359741], [9513, 1.470968246459961], [8318, 1.4734431505203247], [7212, 1.4749746322631836], [9404, 1.4763398170471191], [8340, 1.4768565893173218], [7163, 1.4855005741119385], [7546, 1.4856770038604736], [9337, 1.4868831634521484]]",7163
video9308,the models walk the catwalk,"[[7669, 1.3766968250274658]]","[[7669, 1.3766968250274658], [7730, 1.3931925296783447], [9308, 1.3967077732086182], [8923, 1.4020495414733887], [9277, 1.4089943170547485]]","[[7669, 1.3766968250274658], [7730, 1.3931925296783447], [9308, 1.3967077732086182], [8923, 1.4020495414733887], [9277, 1.4089943170547485], [8914, 1.417224645614624], [8342, 1.4189954996109009], [9348, 1.4432525634765625], [9518, 1.4722615480422974], [9063, 1.4781866073608398]]","[[7669, 1.3766968250274658], [7730, 1.3931925296783447], [9308, 1.3967077732086182], [8923, 1.4020495414733887], [9277, 1.4089943170547485], [8914, 1.417224645614624], [8342, 1.4189954996109009], [9348, 1.4432525634765625], [9518, 1.4722615480422974], [9063, 1.4781866073608398], [8605, 1.483687162399292], [9039, 1.4962162971496582], [8481, 1.5118489265441895], [9832, 1.514237642288208], [8073, 1.5163389444351196]]",9308
video9489,a man with brown hair is singing a song,"[[7969, 1.4367388486862183]]","[[7969, 1.4367388486862183], [7412, 1.4413251876831055], [8251, 1.4458420276641846], [7419, 1.4465224742889404], [7176, 1.4501218795776367]]","[[7969, 1.4367388486862183], [7412, 1.4413251876831055], [8251, 1.4458420276641846], [7419, 1.4465224742889404], [7176, 1.4501218795776367], [7156, 1.4502432346343994], [9515, 1.4515488147735596], [8456, 1.4536592960357666], [7598, 1.4612059593200684], [9600, 1.4624942541122437]]","[[7969, 1.4367388486862183], [7412, 1.4413251876831055], [8251, 1.4458420276641846], [7419, 1.4465224742889404], [7176, 1.4501218795776367], [7156, 1.4502432346343994], [9515, 1.4515488147735596], [8456, 1.4536592960357666], [7598, 1.4612059593200684], [9600, 1.4624942541122437], [7755, 1.4661452770233154], [7828, 1.4671473503112793], [8573, 1.472663402557373], [7976, 1.4730466604232788], [8861, 1.4755902290344238]]",9489
video8313,a woman is discussing a new video game,"[[7724, 1.4379334449768066]]","[[7724, 1.4379334449768066], [9517, 1.4380604028701782], [7685, 1.4545382261276245], [7946, 1.4597411155700684], [8027, 1.4655559062957764]]","[[7724, 1.4379334449768066], [9517, 1.4380604028701782], [7685, 1.4545382261276245], [7946, 1.4597411155700684], [8027, 1.4655559062957764], [7580, 1.4676039218902588], [9575, 1.4680516719818115], [7341, 1.4708735942840576], [8254, 1.4779613018035889], [7231, 1.4792038202285767]]","[[7724, 1.4379334449768066], [9517, 1.4380604028701782], [7685, 1.4545382261276245], [7946, 1.4597411155700684], [8027, 1.4655559062957764], [7580, 1.4676039218902588], [9575, 1.4680516719818115], [7341, 1.4708735942840576], [8254, 1.4779613018035889], [7231, 1.4792038202285767], [9350, 1.4810221195220947], [7549, 1.4823634624481201], [9518, 1.484325647354126], [7836, 1.4864245653152466], [7577, 1.491706371307373]]",8313
video9537,animated comic scene of guy cutting up food for dinner,"[[9537, 1.3858740329742432]]","[[9537, 1.3858740329742432], [9403, 1.3945835828781128], [8911, 1.3970482349395752], [8486, 1.4286327362060547], [9022, 1.4347541332244873]]","[[9537, 1.3858740329742432], [9403, 1.3945835828781128], [8911, 1.3970482349395752], [8486, 1.4286327362060547], [9022, 1.4347541332244873], [8834, 1.4388887882232666], [7820, 1.4431967735290527], [9772, 1.4466078281402588], [8899, 1.4481301307678223], [8268, 1.4502619504928589]]","[[9537, 1.3858740329742432], [9403, 1.3945835828781128], [8911, 1.3970482349395752], [8486, 1.4286327362060547], [9022, 1.4347541332244873], [8834, 1.4388887882232666], [7820, 1.4431967735290527], [9772, 1.4466078281402588], [8899, 1.4481301307678223], [8268, 1.4502619504928589], [9693, 1.4510997533798218], [7365, 1.4511559009552002], [8479, 1.453409194946289], [7831, 1.4550237655639648], [8686, 1.4602553844451904]]",9537
video8935,man is crossing the street with big lion and friend,"[[8935, 1.338979721069336]]","[[8935, 1.338979721069336], [8929, 1.4033749103546143], [9535, 1.4114269018173218], [8044, 1.4184274673461914], [9239, 1.4546955823898315]]","[[8935, 1.338979721069336], [8929, 1.4033749103546143], [9535, 1.4114269018173218], [8044, 1.4184274673461914], [9239, 1.4546955823898315], [8934, 1.4595856666564941], [9622, 1.4601492881774902], [8016, 1.4676353931427002], [8497, 1.4800130128860474], [9806, 1.4938595294952393]]","[[8935, 1.338979721069336], [8929, 1.4033749103546143], [9535, 1.4114269018173218], [8044, 1.4184274673461914], [9239, 1.4546955823898315], [8934, 1.4595856666564941], [9622, 1.4601492881774902], [8016, 1.4676353931427002], [8497, 1.4800130128860474], [9806, 1.4938595294952393], [9451, 1.4946966171264648], [9355, 1.4965585470199585], [7616, 1.506574273109436], [9832, 1.5137702226638794], [8468, 1.5140751600265503]]",8935
video7757,a figure in camouflage clothing walks with bent knees through large cement rooms toward a door as people are being shot,"[[8572, 1.463564395904541]]","[[8572, 1.463564395904541], [7114, 1.4641261100769043], [8867, 1.4721359014511108], [7528, 1.4730963706970215], [8903, 1.4784305095672607]]","[[8572, 1.463564395904541], [7114, 1.4641261100769043], [8867, 1.4721359014511108], [7528, 1.4730963706970215], [8903, 1.4784305095672607], [8044, 1.4858821630477905], [9802, 1.487330436706543], [8250, 1.4899835586547852], [9324, 1.4920620918273926], [9878, 1.49601411819458]]","[[8572, 1.463564395904541], [7114, 1.4641261100769043], [8867, 1.4721359014511108], [7528, 1.4730963706970215], [8903, 1.4784305095672607], [8044, 1.4858821630477905], [9802, 1.487330436706543], [8250, 1.4899835586547852], [9324, 1.4920620918273926], [9878, 1.49601411819458], [7757, 1.496277928352356], [7444, 1.4969265460968018], [9837, 1.497018814086914], [8256, 1.5021958351135254], [7780, 1.50297212600708]]",7757
video8931,a man playing a video game character that is carrying a sword and killing animals with it,"[[7919, 1.3974733352661133]]","[[7919, 1.3974733352661133], [9208, 1.3997218608856201], [8313, 1.4015741348266602], [9537, 1.407027006149292], [8462, 1.4307104349136353]]","[[7919, 1.3974733352661133], [9208, 1.3997218608856201], [8313, 1.4015741348266602], [9537, 1.407027006149292], [8462, 1.4307104349136353], [8116, 1.4405086040496826], [9577, 1.4436683654785156], [8044, 1.45647394657135], [9805, 1.4582808017730713], [7574, 1.4583979845046997]]","[[7919, 1.3974733352661133], [9208, 1.3997218608856201], [8313, 1.4015741348266602], [9537, 1.407027006149292], [8462, 1.4307104349136353], [8116, 1.4405086040496826], [9577, 1.4436683654785156], [8044, 1.45647394657135], [9805, 1.4582808017730713], [7574, 1.4583979845046997], [8572, 1.458714246749878], [8256, 1.459498643875122], [8027, 1.4615976810455322], [9232, 1.4617533683776855], [8929, 1.4658472537994385]]",8931
video9248,people are riding horses in grassland,"[[9577, 1.4237529039382935]]","[[9577, 1.4237529039382935], [9416, 1.430976152420044], [7552, 1.4452264308929443], [9031, 1.466585636138916], [7919, 1.4864230155944824]]","[[9577, 1.4237529039382935], [9416, 1.430976152420044], [7552, 1.4452264308929443], [9031, 1.466585636138916], [7919, 1.4864230155944824], [9451, 1.4880037307739258], [9332, 1.4911959171295166], [8327, 1.4945640563964844], [9839, 1.4945991039276123], [7117, 1.498124361038208]]","[[9577, 1.4237529039382935], [9416, 1.430976152420044], [7552, 1.4452264308929443], [9031, 1.466585636138916], [7919, 1.4864230155944824], [9451, 1.4880037307739258], [9332, 1.4911959171295166], [8327, 1.4945640563964844], [9839, 1.4945991039276123], [7117, 1.498124361038208], [9200, 1.4988620281219482], [8044, 1.5019687414169312], [8820, 1.5025326013565063], [8931, 1.5029487609863281], [7615, 1.5031627416610718]]",9248
video7597,a man drives while discussing his car,"[[9806, 1.3347463607788086]]","[[9806, 1.3347463607788086], [9622, 1.394174575805664], [7969, 1.3959869146347046], [7354, 1.3966310024261475], [9325, 1.4003729820251465]]","[[9806, 1.3347463607788086], [9622, 1.394174575805664], [7969, 1.3959869146347046], [7354, 1.3966310024261475], [9325, 1.4003729820251465], [8089, 1.4051513671875], [9535, 1.4055098295211792], [9331, 1.4148125648498535], [7445, 1.4152357578277588], [7965, 1.4235422611236572]]","[[9806, 1.3347463607788086], [9622, 1.394174575805664], [7969, 1.3959869146347046], [7354, 1.3966310024261475], [9325, 1.4003729820251465], [8089, 1.4051513671875], [9535, 1.4055098295211792], [9331, 1.4148125648498535], [7445, 1.4152357578277588], [7965, 1.4235422611236572], [9677, 1.4308478832244873], [7616, 1.430917501449585], [9344, 1.434561014175415], [7356, 1.4383494853973389], [7340, 1.440102219581604]]",7597
video7025,a naked child runs through a field,"[[9031, 1.3999378681182861]]","[[9031, 1.3999378681182861], [9805, 1.4242286682128906], [8125, 1.4620842933654785], [8903, 1.4644503593444824], [8061, 1.4674540758132935]]","[[9031, 1.3999378681182861], [9805, 1.4242286682128906], [8125, 1.4620842933654785], [8903, 1.4644503593444824], [8061, 1.4674540758132935], [8931, 1.4741811752319336], [9451, 1.4748121500015259], [7155, 1.4828898906707764], [8486, 1.484369158744812], [8044, 1.4859769344329834]]","[[9031, 1.3999378681182861], [9805, 1.4242286682128906], [8125, 1.4620842933654785], [8903, 1.4644503593444824], [8061, 1.4674540758132935], [8931, 1.4741811752319336], [9451, 1.4748121500015259], [7155, 1.4828898906707764], [8486, 1.484369158744812], [8044, 1.4859769344329834], [9240, 1.4884675741195679], [7366, 1.4903593063354492], [8089, 1.4920670986175537], [7021, 1.494737982749939], [9535, 1.5000869035720825]]",7025
