video_id,sentence
video2913,a bed is being made
video740,a big cat is in a play
video4709,a big cat wades in a stream on a leash
video4634,a big dog is shown coddling a smaller dog
video6653,a bike stunts are going on
video3016,a bike race of mini-bikes were people are watching them outside the road
video831,a bike is shown around other materials
video3199,a bike is been showed
video3748,a big vehicle is riding on a dirt road
video3972,a big truck is going through the car wash
video715,a biker is skidding on the racetrack
video794,a big pool with water  and a  ladder  the guy was in there hot out and went inside
video4933,a big piece of machinery rolls across the ground
video5456,a big machine is digging up the earth
video5036,a big group of people skydiving
video3,a big door is being opened in a video game
video2443,a big red wolf walks away
video4336,a bunch of cartoons ride the school bus
video1165,a bunch of characters dance and fall down from a stage
video5602,a bunch of commentators talking about the rams organizations
video1527,a bunch of children are reacting to a phone watch
video3416,a group of animal in the wilderness
video165,a group of alpaca are walking together
video4990,a group of adults dancing to a pop song at a wedding
video3384,a group of 7 young children are singing around a table
video6142,a group is talking
video364,a group is smiling
video3125,a group is singing this little light
video185,a group is singing on a stage
video5620,a group is singing a song
video6284,a group is singing a song
video5955,a group is singing a song
video1250,a group is singing a song
video824,a group of animated knights are attacking a siege weapon in a video game
video329,a group of army is fighting
video3924,a group of asian females and males dancing while the female sings on a television show
video5993,a group of athletes are doing a dance
video1119,a group of dogs dance around outside
video1156,a group of dancers is dancing on a stage
video4994,a group of dancers are performing for a charity
video3847,a group of creatures are gathered
video3682,a group of couples reading a tarot card
video343,a group of children take the stage at an award ceremony
video2752,a group of children are learning a school lesson
video2847,a group of boys in taekwondo outfits are hitting an adult with sticks
video5153,a group of boys are gathering and planning their next move
video3317,a group of boy becomes aggressive with a man who does not let them beat him up
video2965,a group of children preform a song on stage
video1202,a group is doing a choreographed dance in a gym
video1034,a group conference of men is shown where angela merkel gets touched on her shoulders
video4592,a group children are on the stage of
video4029,a group are sitting at a table
video6247,a group af man and a woman are dancing
video4145,a greyish colored cat laying on his right side
video5219,a grey lego figurine is modeled
video4593,a grey haired woman is interviewed by a man
video4189,a grey haired man speaks to the camera
video2288,a grey haired man gives a speech
video278,a grey haired man discusses courage
video723,a green piece of paper is folded into a paper airplane
video1440,a green piece of paper is being folded
video4432,a group dancing and singing a song routine on the beach
video3713,a group is dancing
video4844,a group is dancing
video1182,a group is dancing
video841,a group is dancing
video239,a group is dancing
video4997,a group is dancing
video6324,a group is dancing
video2893,a group is dancing
video675,a group holds hands in a dark room
video4523,a group getting ready to practice
video4911,a group discussion about the war on terror is being shown on a tv program
video1017,a group is dancing
video2935,a green piece of paper folded into an airplane
video2336,a group of men discussing athletes and an upcoming game
video1259,a group of men discuss action movies
video6832,a group of men cheering in the streets during a news cast
video1575,a group of men are talking on a talk show
video894,a group of men are talking about a mario kart video game
video6967,a group of men are running down a race track
video3931,a group of men are inside talking to each other
video2220,a group of men and women talking to each other in various costumes
video2611,a group of men and women are talking and hugging
video621,a group of men and women are eating and talking with a police officer
video4720,a group of man and a woman talking about something
video3796,a group of males are walking out on stage then a man is shown talking
video3094,a group of legos are demonstrating a band playing music
video6419,a group of men giving a speech about the importance of physics and engineering
video5816,a group of men in a store
video879,a group of men in uniforms are playing soccer on a professional field
video726,a group of men play hockey for a crowd
video2318,a group of military people is going
video6826,a group of military men watch a street performer
video2642,a group of military men participate in a war
video6626,a group of military men cheering
video5136,a group of military men at war
video5496,a group of men talking around a airplane
video305,a group of kittens and their mom are playing
video826,a group of men talking about pop culture
video878,a group of men stand outside
video48,a group of men speak to the camera
video6901,a group of men speak to the camera for a video segment
video768,a group of men speak to a man for an interview
video5711,a group of men sitting at a table is playing with a child
video3692,a group of men talking about certain issues
video4988,a group of friends are on the beach
video1288,a group of kids walking down the street talking about jesus
video3184,a group of kids open a surprise on the beach
video4947,a group of guys critique the movie the rock
video1562,a group of girls try on some lotion
video6151,a group of girls run through the road
video639,a group of girls in santa outfits
video3626,a group of girls dressed as fairies talk to each other in a room
video205,a group of girls doing a workout session
video2099,a group of girls doing a dance outdoors
video1132,a group of girls are playing instruments in a room
video5544,a group of girls are dancing together
video4136,a group of girls are dancing during a class
video3269,a group of girls are dancing
video4302,a group of girls are dancing
video934,a group of guys in forest planning to do something
video1708,a group of guys is going into too many flat screens in a spoof
video429,a group of guys playing mine craft
video2891,a group of kids doing a musical performance
video512,a group of kids dancing to a parody of the song watch me
video144,a group of kids are stretching
video4959,a group of kids are on stage while a crowd cheers
video5185,a group of kids are by the playground dancing and making a video to a song
video2616,a group of kids standing in front of a screen
video6850,a group of judges watching a performance on stage
video2508,a group of industrial metal band members play music while a crowd dances to their rhythm
video5502,a group of images combine to form the title of the show
video751,a group of hikers hike to the top of a mountain
video3570,a group of high schoolers eat some food outsie
video5884,a group of guys surround a machine
video4325,a group of jewish people talking amongst each other
video126,a group of models walk down the runway
video2276,a green car drives in a video game
video5048,a girl is talking about something
video1717,a girl is talking about something
video6986,a girl is talking about skin products
video4033,a girl is talking about her workouts
video1154,a girl is talking about different countries flags
video3856,a girl is talking about different child strollers
video3418,a girl is talking about different alcoholic beverages
video3455,a girl is talking about coocking
video2880,a girl is talking about beauty product
video1387,a girl is talking about annoying people
video6302,a girl is talking about a wars show
video5448,a girl is talking about super models
video2521,a girl is talking and putting on a hat in her room
video6937,a girl is talking in phone
video2684,a girl is using a laptop
video6135,a girl is trying to make something
video145,a girl is touching baby chair
video5283,a girl is talking
video135,a girl is swimming and an old lady starts talking to her
video2598,a girl is talking to other person
video926,a girl is talking to a guy and there are captions included
video2711,a girl is talking something
video931,a girl is talking something
video4180,a girl is talking something
video3807,a girl is talking on landline
video4199,a girl is talking into a camera
video1414,a girl is talking to her dolls
video6623,a girl is using her bag
video6514,a girl is surfing and a guy is riding a bike on mountains
video5405,a girl is staring at a vehicle
video6445,a girl is singing a miley cyrus song
video4884,a girl is singing
video6793,a girl is singing
video4104,a girl is showing pic on system
video3572,a girl is showing a makeup brush
video3002,a girl is showing a gift to the camera and then opening it
video3446,a girl is showering and uses this electronic thing
video2364,a girl is rubbing her dog
video5896,a girl is riding with her arms spread out into the air
video4801,a girl is riding a horse in a pasture
video1223,a girl is singing a song
video3851,a girl is singing a song
video1145,a girl is singing a song in a show
video2111,a girl is singing a song on stage
video5686,a girl is speaking about the different types of bras
video3656,a girl is speaking  in the stadium
video3942,a girl is sitting down and waving to the camera while holding up a piece of paper
video6708,a girl is singing
video178,a girl is singing with colorful background
video2535,a girl is sucking on her finger
video1803,a girl is singing on stage
video1436,a girl is singing in her car
video5290,a girl is singing in a tv reality show
video5414,a girl is singing and dancing
video1936,a girl is singing and dancing
video4060,a girl is singing a song
video903,a girl is singing on stage
video4525,a girl is walking around being cute
video2188,a girl is walking in the hallway
video6823,a girls shows off her bag and sunglasses
video4,a girl wearing a black shirt
video6814,a girl walking into a garden
video2155,a girl twisting her long hair
video2993,a girl turns on a stove and begins cooking
video637,a girl trying to escape torture
video5503,a girl that s playing soccer claps her hands
video6065,a girl tells people what she dreamed of being as a child
video845,a girl talks about an accessory to help with cords
video823,a girl talking to the camera
video564,a girl talking in front of the camera
video6221,a girl talking about video games
video2656,a girls slices pieces of bread with a knife
video5318,a girls talks about a man while sitting in a chair
video2614,a gladiator is riding on a horse
video2419,a grand theft auto demo
video849,a government panel or symposium in an arabic country people seated in the audience in traditional islamic garb
video6868,a gorup of kids sing in the streets
video3130,a girl taking interview
video2597,a golfer is walking away from the hole after he makes a put
video4501,a golfer drives in a video game
video2120,a golfer drives a ball
video6754,a golf ball almost reaches the hole
video1651,a gold video game is going on
video5749,a good financial plan is a road map that shows us exactly how the choices we make today will affect our future
video4551,a girl taking another woman s shirt off
video2185,a girl plays with spongebob dolls
video5730,a girl plays with some toys
video2693,a girl plays a piano in a hotel lobby
video1891,a girl places her bag on a table
video5732,a girl models lululemon sports bras
video2956,a girl is waving her hand
video6223,a girl is watching an obama speech on a laptop
video2187,a girl poses in a bathing suit for a photo shoot
video6911,a girl pours chocolate into a pan
video5253,a girl preparing for a travel with her essentials
video1498,a girl sings into a microphone
video761,a girl singing to another girl
video6044,a girl singing and playing guiter in an auditoriam
video6291,a girl singing about safe sex
video6579,a girl stares at another girl with no sound
video6883,a girl selecting the song from mobile device
video404,a girl scarred about something
video829,a girl records her experience
video5741,a girl puts her face in ice water
video796,a girl preparing some food
video2067,a girl shows how to paint her finger nails
video4245,a girl is riding a horse
video3250,a group of movies on a computer screen
video6197,a group of nerds talk about adblock plus
video2077,a guy in a video blogs about a fragrance
video5971,a guy in a suit talks about animals
video2939,a guy in a suit jacket talking
video3233,a guy in a hat speaks to the camera
video5854,a guy in a cowboy hat knocks on doors and waits outside them
video2660,a guy in a chubacca mask gives directions to someone
video5593,a guy in a car driving
video1452,a guy has made a spoof video of work
video1292,a guy has a humorous argument with a friend
video2410,a guy giving a tutorial on a software by oracle
video766,a guy in his room showing off his camera
video6667,a guy is a wrestling in a competition
video1966,a guy is being interviewed here
video4478,a guy is giving a speech in front of an audience
video5898,a guy is folding paper
video2817,a guy is explaining the purpose of  a storyboard
video721,a guy is explaining something about computers
video3871,a guy folding some origami
video1366,a guy is doing tricks on a bike
video5726,a guy is doing backflips
video1363,a guy is doing a play through of a first person game
video2298,a guy is discussing with jay leno about a piece of technology
video5702,a guy is being interviewed
video5395,a guy is excited about a claasic car he is driving
video176,a guy is giving a speech to an audience
video3343,a guy flies a jet in gta 5
video5437,a guy drawling squidward with a marker
video2829,a guy drawling squid ward
video3965,a guy doing flips on a tampoline
video6050,a guy doing a walk through about something a a computer
video4264,a guy does a backflip in a park
video2219,a guy demonstrating his fake vomit
video4904,a guy demonstrates brow make-up
video6145,a guy demonstrates a paper-folding technique
video6243,a guy cutting an animal
video1792,a guy drinking coffee 
video3980,a guy drives a ferrari through the streets
video1464,a guy drives down the streets of japan in a scooter
video271,a guy filmed playing a video game
video2921,a guy feeding someone laying on a bed
video5088,a guy explains the rules to becoming president
video527,a guy explains how to make things with paper
video5165,a guy explains about his phone
video5515,a guy flies a paper airplane
video927,a guy explaining something mechanical
video61,a guy explaining how certain contaminants can effect the stopping power of a brake pad
video3230,a guy explaining about a product
video6136,a guy explaining about a car interior
video5333,a guy explaining stuff to a boss
video4171,a guy cooks lobster in a wok
video2225,a guy is giving a tutorial on how to use a computer
video589,a guy is giving lecture to a crowd
video5133,a guy playing a video game
video1208,a guy playing a video game in an open field
video206,a guy playing a guitar
video1521,a guy performs on the voice
video2751,a guy on top of a building talking to people
video1716,a guy looking for a raccoon entry point on the roof of a house in maple
video260,a guy live streaming a video game he is playing
video3546,a guy lip singing
video2719,a guy plays a video game and says what he plans on doing in the game
video1262,a guy plays minecraft and talks about it
video497,a guy plays with an oragami
video883,a guy positions a ring around a black contraption
video4849,a guy showing how to light a grill
video6241,a guy showing a t-shirt that he made
video3428,a guy shoots a gun at a target
video1522,a guy shoots a basketball from midcourt and some players laugh
video5500,a guy says they re test driving the 2014 civic si
video5580,a guy running down the field to make a score
video3537,a guy is using his phone
video1580,a guy reviews a relay on a car
video5990,a guy reviews a nokia cellphone
video5065,a guy ranting about something
video1809,a guy is giving instructions for a game
video6157,a guy is telling a story
video4113,a guy is playing the game minecraft
video2351,a guy is playing paintball
video328,a guy is playing music on a guitar
video4892,a guy is playing minecraft
video4877,a guy is playing guitar
video5599,a guy is playing a game and commentating it
video4031,a guy is lifting weights
video4463,a guy is playing with lego characters and voicing them
video3023,a guy is ranting about a quarterback
video4367,a guy is running and jumping around the jungle
video1918,a guy is sanding a piece of wood on the floor
video411,a guy is talking with his hands
video2518,a guy is talking about justin bieber pictures
video3790,a guy is talking about his truck
video5956,a guy is singing on a hospital bed
video6461,a guy is singing and playing guitar
video6210,a guy is singing a song and dancing
video3523,a guy is singing a song
video4969,a guy is showing us how to make a paper airplane
video1682,a guy is showing off the inside of his car
video3527,a guy is showing how to work a cell phone
video2431,a guy is sitting at a desk talking about current events
video4155,a group of musicians are performing here
video5039,a guy closes the battery compartment of a laptop
video478,a guy busy in giving spray paint to car
video2622,a group of people dance in a gym
video1049,a group of people dance bachata indoors and outdoors
video632,a group of people being suspended in the air
video2436,a group of people at a ceremony
video3623,a group of people are walking towards a house
video649,a group of people are talking to each other
video1642,a group of people are talking at an intervention
video687,a group of people are sitting at tables and talking
video2781,a group of people dance in the kitchen
video2692,a group of people dance on pickup trucks
video533,a group of people performing in a weight lifting and driving competition
video361,a group of people perform on screen together
video4702,a group of people on the streets looking worried
video4909,a group of people on a tv show are sitting at a table and talking about sports
video2489,a group of people on a beach talk about how nothing will ever be the same again
video6018,a group of people near a pool
video6316,a group of people listen to a lecture
video3398,a group of people are singing while walking down a very wide road outside
video58,a group of people in a field searching for something
video3741,a group of people hanging out
video1369,a group of people giving a demonstration in a busy city
video6650,a group of people give a speech to an audience
video3681,a group of people eat sushi
video3652,a group of people in a movie trailer
video2603,a group of people performing on a stage
video3449,a group of people are singing while a guy plays the guitar
video1538,a group of people are singing about the sea
video5180,a group of people are clapping at nasa then a woman is talking about pluto and space
video4967,a group of people are building a roof
video992,a group of people are bringing baskets to church to be blessed
video610,a group of people are being talked to by a man outdoors
video2316,a group of people are at a party
video428,a group of people are at a mall in st
video5321,a group of people are arriving at an airport
video2075,a group of people are applauding
video5459,a group of people and church father doing something
video3390,a group of people a a ceremony
video2109,a group of of young adults at school
video4164,a group of news anchors talk from behind a desk
video1427,a group of people are cooking food together
video5676,a group of people are cooking
video495,a group of people are cooking
video2453,a group of people are dancing and singing
video6346,a group of people are riding horses around a barn
video6730,a group of people are racing in a race
video2149,a group of people are on stage performing
video139,a group of people are looking at and taking pictures of a horse
video5904,a group of people are in a building
video6761,a group of people are hiking
video2565,a group of people are having a discussion on stage
video2734,a group of people are exercising in a gym
video1662,a group of people are eating in the dining room
video2417,a group of people are discussing something
video4080,a group of people are discussing a subject
video6670,a group of people are hiking
video4385,a guy chops parsley
video6939,a group of people playing minecraft
video1914,a grown man plays with girls  pony toys
video3090,a grown man and a women in a library talking in kiddish voices about borrowing a book
video2464,a group plays and discusses a video game
video2925,a group of young people are in a car driving around a race track
video2079,a group of yoiung guys narrating a video game that they are playing
video2103,a group of workers are working in a factory
video4731,a group of women in bikinis are playing with chocolate syrup
video548,a group of wolfs run into the woods
video797,a gta player drives through the streets
video5770,a guest on david letterman uses a jackhammer
video3205,a guy builds blocks in a game
video6945,a guy being interviewed here
video3071,a guy being filmed on web cam
video3439,a guy asks another why he keeps saying oy
video3133,a guy applying some sort carpet
video1043,a group of white puppies while a man talks to them on a television set
video6561,a guy adds cumin seeds to a pan
video6447,a gun is shooting in a video game
video4826,a gun being disassembled
video3492,a guy and girl sing in face paint in an lcd soundsystem music video
video6662,a group of people playing a video game
video5528,a group of whales are in the water
video6189,a group of teenagers singing and dancing
video4122,a group of people talking to one another
video2209,a group of people talking paintings
video2107,a group of people talking on the phone
video3814,a group of people talking on the david letterman show
video3064,a group of people talking about makeup
video5114,a group of people talking about football
video1459,a group of people talk in spanish on a talk show
video6923,a group of people stand outside
video4459,a group of people speak for a tv segment
video4910,a group of people sitting on a couch watching tv
video4813,a group of people sit in a conference room
video4753,a group of people sing at a church
video3705,a group of people talking to the camera
video6354,a group of people walk down the street
video273,a group of people walking down the street
video6304,a group of soldiers walking up a set of stairs
video5892,a group of soldiers run outside
video6045,a group of soldiers get shot while a band plays music around them
video237,a group of soldiers are talking together
video4576,a group of soldiers and government officials having a meeting
video6536,a group of soccer players are posing with kids
video2516,a group of puppies are playing
video5804,a group of police stand outside a house
video1024,a group of people s reactions while they watch clips of various sport videos
video2881,a group of people walking in a field
video2586,a group of soccer fans cheer while watching a game
video3747,a girl is riding a bike
video2442,a girl is reviewing a jogger stroller and stating why it is easy to transition from walking to jogging with it
video3153,a front view of a motorcycle riding fast on the road
video2596,a frog chases a laser beam pointer
video2031,a frizzy haired teen sings on stage
video3234,a fried dessert is sitting in a dish on  the counter
video6230,a french man is taking about a subject
video39,a french man discusses art
video2197,a freddy krueger video
video603,a fox news commentator discusses hilary clinton
video3316,a fox news clip talking about hilary clinton
video4262,a former wrestler talking about the businesss
video4313,a formally dressed woman is looking around a fancy dining room
video1901,a full-sized man rides a comically small motorcycle through a residential neighborhood
video4079,a funeral being watched
video142,a game about minecraft
video32,a futuristic woman gets ready to emerge
video2121,a funny video of a man dressed like a woman talking about dough
video3805,a funny moment on live news tv of a user submitted photo
video156,a funny indian clip showing two guys talking on the phone
video5059,a foreign woman yells at her co host
video907,a funny dorritos commercial that is sexually charged
video6099,a funny clip where 3 people are involved
video1073,a funny clip of ellen tv show
video1658,a funny clip of a guy trying to explain a computer to an older lady
video276,a funny clip from a movie
video6603,a funny charecter in the show
video3467,a funeral is being held
video4300,a funny clips video of mario on a swing
video5697,a foreign speaking reporter faints on camera during a live segment
video1247,a football player scores a touchdown
video5814,a football player recovers a fumble and runs toward the end zone
video1295,a football player makes a point for his team
video5859,a football player kicking a ball
video1354,a football player is tackling another player
video5347,a football player is running down the field to the sound of music playing
video6629,a football player is running at top speed
video886,a football player is racing down the field to score a touchdown
video3540,a football player is making a goal into the goal post
video2959,a football player is making a catch
video158,a football player is being interviewed on the field
video1913,a football player dances with his team-mates
video5101,a football player shooting a goal
video1408,a football player with a football
video4021,a foreign show where the two actors appear stranded
video1636,a foreign person controls his character in the game
video1344,a foreign officer talks next to a car
video6627,a foreign man takes a shot of liquor straight from the factory
video6671,a foreign language a woman is not happy a man calls for her
video6903,a foreign film with mom and kids talking about having dinner
video3172,a foreign film where a man and a woman are on a plane and he is annoyed with her
video1209,a foreign film a man and a woman stand by a lake and have a discussion
video6951,a foreign clip of two men arguing
video3373,a football players are running
video3341,a game caster talking about his game play
video6841,a game character is carrying a weapon
video2820,a game scene in which the tower is being demolished
video2106,a game plays while a girl discusses strategy
video2334,a game player talks about webbing
video3710,a game of womans beach volleyball
video7001,a game of video golfing
video1241,a game of soccer is being played
video4486,a game of madden nfl and being narrated by the players
video4187,a game of lacrosse is played
video1014,a game of golf
video1006,a game is played
video3775,a game is being played
video852,a game is being played
video3867,a game is being played
video362,a game scene of a man riding his bike speedly
video5490,a game scene with no players
video4752,a game sequence explained by a woman
video5794,a game show competition the crowd on edge waiting for results
video25,a gamer describes how to unlock a feature
video5761,a gamer describes his minecraft project
video664,a gamer demonstrating how to play a video game
video4936,a game-play showing how to make something in a video game
video3561,a game with giant prehistoric birds on a beach
video6616,a game is being played
video5332,a game with character receiving points
video3813,a game show is performed
video5423,a game show host laughing
video3493,a game show host is walking away from the contestants
video263,a game show host is talking to a contestant
video2929,a game show host is revealing an answer
video130,a game walkthrough being played
video2983,a game character collecting balls
video3863,a game is being played
video2630,a game is being played
video782,a game is being played
video350,a game is being played
video2061,a game is being played
video390,a game is being played
video4516,a game is being played
video1787,a game cube is solved
video4992,a game character running with a pick axe
video4421,a game character running up stairs
video4870,a game is being played
video2607,a game is being played in computer
video6555,a game is being played on a field
video3497,a game is being played and someone is narrating where an air field base can be found on the map
video1413,a game is being played
video3046,a game is being played
video2322,a game is being played
video4958,a game is being played
video3879,a game is being played
video4674,a game is being played
video6734,a game is being played
video6132,a game is being played
video5094,a game is being played
video4860,a game is being played
video2523,a game is being played
video1062,a gamer discusses in-game outfits
video5813,a football player breaks many tackles
video4973,a few men are eating at a table together
video1258,a few men and women are laughing
video4318,a few lady s playing volley ball
video4434,a few kids talking about classes with a translator
video6802,a few kids on stage with a woman
video92,a few horses are riding down a track
video4668,a few guys talk around a table
video4461,a few girls dance together
video2771,a few girls dance as others watch
video4142,a few girls dance and sing on a stage
video4327,a few girls are singing and dancing in sync
video455,a few ducks and kittens are snuggling together
video214,a few men are eating food
video4825,a few men are shown at different soccer games
video2552,a few men performing a comedy act in front of a laughing audience
video11,a few pictures of the beatles
video4135,a few photos of the khan family are being shown
video5667,a few people getting ready to get a tattoo
video6682,a few people are talking while playing minecraft
video5350,a few people are singing
video6668,a few children talk about technology
video3148,a few people are riding on horseback
video5869,a few people are jumping off from a plane
video2509,a few news reporters are talking
video2803,a few men walk down an aisle to the sound of music
video272,a few people are riding on motorcycles
video4076,a few strange people interact with eachother
video5748,a few bearded men talk while a large fire burns in a fireplace behind them then a fictitious animal appears on screen
video2873,a female singer performs showing some dance moves also
video4224,a female singer in full spirit
video4415,a female singer enjoying singing
video1372,a female reporter is talking about a television show
video5446,a female reporter interviewing actresses
video2526,a female providing video game play along with commentary during the walk through
video6795,a female providing detailed commentary on how to travel to japan
video1345,a female providing a speech at an event
video33,a female providing a show and tell of recent clothing purchases
video1069,a female providing a nail art demonstration
video537,a female newsperson in a black outfit is talking about the alex jones show and how you can watch it live
video2347,a female soccer goalie being interviewed by the press
video3204,a female voice over discusses japan
video2087,a female voice offscreen is talking about her ferrets she holds a white ferret and talks about how it used to be grey and then puts the ferret down next to a brown ferret on top of a large ferret kennel/cage/home
video578,a female tennis player is hit in the head by the ball when returning a serve
video2863,a female telling people to subscribe to her you tube channel
video1781,a female teacher talking about her job
video5053,a ferret is held by his owner
video5311,a female teacher is talking about education
video277,a female sportscaster interviews a male athlete
video2017,a female speaker is giving a speech to a large crowd
video5019,a female soldier has a gun pointed at her
video4840,a female talking about her singing
video1666,a few teenagers are looking at a screen full of code
video30,a few wealthy men sit at a table and listen to speakers
video2304,a food item a woman is trying to turn into ice cream sandwiches
video3950,a folk singer playing guitar outdoors and singing
video196,a flood is happening on the streets
video3780,a flock of whales are swimming
video2421,a flappy birds toy is pulled out
video3152,a flag is waving
video5611,a flag is flying on a pole while onlookers watch it
video3145,a five is draw on a square
video3773,a football game is being played on full snow covered field
video778,a football player and a coach shake hands
video6792,a football play preceded by celebrating players
video2909,a football play from several different angles
video1734,a football match is going on
video4036,a first person view of a motorcycle riding down the street
video1342,a football highlight reel
video2835,a football game with a player making a touch down
video6017,a football game on video game
video4479,a football game is shown being played and a stop is made
video6963,a football game is going on
video1546,a few teenagers are reacting to a video
video3763,a first person view of a motorcycle on the street
video3544,a fighter is lifting his opponent in wrestling match
video2373,a fight scene from an action movie
video6481,a fight scene from a video game
video3624,a fight on a plane
video269,a fight is loaded in mortal kombat
video3364,a fight during a hockey game
video5403,a fifa press conference is going on
video2128,a few young girls talk about a youtube channel
video1601,a few women talking to each other about a painting
video2256,a few women talking on a show
video5872,a few women are trying on sports bras
video3437,a fighting between two people
video2041,a fighting match in a gym
video4409,a first person shooter is played and talked about
video636,a fire is burning
video4055,a fire burning in the woods
video2688,a first person shooter
video1784,a film trailer
video1705,a film song playing
video515,a film song is shown
video5301,a fighting scene in a game scene
video898,a girl is riding a bike down a street
video597,a gamer is killed by an enemy
video5474,a girl is dancing on the beach
video4736,a girl is dancing in a swimming pool
video6860,a girl is covering a song
video5966,a girl is cooking
video1581,a girl is cooking
video5917,a girl is confronting her boyfriend and her boyfriend goes off to sing
video6741,a girl is confronting her boyfriend and her boyfriend goes off to sing
video5840,a girl is competing on the television show the voice
video5052,a girl is building a toy
video3901,a girl is brushing her hair
video114,a girl is demonstrating a dance move with a group of people on a beach
video6752,a girl is demonstrating a mask
video2639,a girl is describing a video game
video2869,a girl is driving a race car
video3481,a girl is dressed up as a fairy
video330,a girl is drawing on the floor
video1129,a girl is doing something
video5213,a girl is doing nail art in her nails
video3207,a girl is doing her nails
video353,a girl is being screamed at
video5011,a girl is doing gymnastics
video776,a girl is doing acrobatics
video5463,a girl is doing a sewing tutorial
video4924,a girl is doing a review
video1425,a girl is doing a play through of a video game
video4212,a girl is doing a  video turorial called my damn channel
video4700,a girl is doing changing her clothes
video2698,a girl is dropping nail polish in a glass of water to create nail art
video4528,a girl is being photographed
video2917,a girl is being interviewed about her education
video179,a girl in a soccer uniform confronts a guy on a soccer field
video210,a girl in a pink princess dress in an advertisement for rosie s party
video4655,a girl in a neck brace is afraid and others in a living room try to help
video6577,a girl in a chair sings and plays the piano for the camera
video714,a girl horse back riding
video1599,a girl holds the syringe in her mouth
video3395,a girl holds a doll while sitting in a plane seat
video425,a girl in bed admires her socks and knocks on the wall behind her bed then texts on her phone
video6798,a girl in grocery shop
video6699,a girl in various scenes singing the song cool kids
video1394,a girl is being helped to do back flips
video5879,a girl is being cut out of paper
video2895,a girl is auditioning for the voice and another is talking about it
video6424,a girl is applying makeup on her face
video1821,a girl is applying a spa treatment to her face
video2271,a girl is answering the door
video6852,a girl is anchoring a show who is dump
video932,a girl is being interviewed for shoot em up
video6088,a girl is admiring animal figurines
video1614,a girl is adding teaspoons of olive oil into a bag/
video4965,a girl is acting out a scene
video3843,a girl is about to sing songs from a new album
video3672,a girl is  texting while in bed
video5776,a girl interviewing a sports player
video2091,a girl interviewing a celebrity
video1499,a girl is afraid and reading something
video1555,a girl is eating food
video6068,a girl is playing a recorder
video2824,a girl is playing a guitar
video3298,a girl is playing a drum kit
video1373,a girl is performing
video357,a girl is performing on the stage with western music
video4496,a girl is performing on stage
video4708,a girl is performing for a group of judges
video1736,a girl is performing a song on the voice
video65,a girl is performing a song on the voice
video162,a girl is performing a song on the voice
video1245,a girl is perfect for all those things
video4205,a girl is outdoors with her dog
video3750,a girl is playing the piano and singing on the voice
video1390,a girl is playing the sims
video5464,a girl is playing with a doll
video2245,a girl is reading
video6060,a girl is reading from a paper
video2065,a girl is reading a book
video3297,a girl is rapping with olive oil in her hand
video4326,a girl is putting on loreal mascara and eye liner by urban decay
video5996,a girl is preforming for judges in a competition
video4410,a girl is posing on the beach for photos
video391,a girl is posing
video4010,a girl is playing with toy owls that are on a table with a colorful background
video1681,a girl is playing with dolls
video6123,a girl is playing with baby
video3993,a girl is opening up and displaying a girls child s toy
video4687,a girl is going over a hair product
video4388,a girl is giving to her friend a cosmetic object to use it
video3607,a girl is giving tips to make dish
video6263,a girl is getting extensions put into her hair
video3582,a girl is explaining the supermarket products
video6750,a girl is explaining how to save up for japan
video1320,a girl is explaining how to adjust chair for children
video833,a girl is explaining about travel bag
video2326,a girl is holding a shield
video3376,a girl is hosting the tv show
video1110,a girl is in a garage
video2100,a girl is in bed
video884,a girl is making sounds into a microphone
video5081,a girl is making roti
video3083,a girl is making decorations
video566,a girl is lying in bed then something jumps on her
video4238,a girl is laying in bed when there is a knock on the door
video5143,a girl is knocking on the wall
video6892,a girl is kissing a man
video3348,a girl is in the bathtub outside
video3683,a girl is in the bathroom
video3821,a girl is in her room using the phone
video6953,a girl is looking at something she is holding
video2585,a gamer is driving down the road in a purple car
video5445,a girl holding deodorante
video4197,a girl has her feet in the water and applying conditioning
video4028,a girl applying makeup on her face
video2934,a girl applies lip balm and discusses its benefits
video6517,a girl and man look at the sky in amazement
video6696,a girl and her friends talking into her phone s camera
video1454,a girl and her friends discuss a problem
video3499,a girl and her friends are dancing one by one while they cheer each other on
video450,a girl and boy take rick action
video6008,a girl and boy speaking in mobile and expressing their love
video50,a girl and boy flirt then eat food
video1089,a girl applying something on her skin
video1326,a girl asking questions of two other girls in a gameshow style
video3670,a girl band performance on live tv
video5298,a girl commenting on the sims pc game
video2399,a girl commentates upon her sims gameplay
video5241,a girl coming from mc donald
video6359,a girl closing a bag of potatoes and shaking them
video736,a girl and boy are sharing their experience
video4408,a girl checking baby seater
video6373,a girl bounces on foam
video5033,a girl bounces on a trampoline
video2742,a girl bounces on a trampoline
video209,a girl begins her tutorial on making glitter shoes
video3100,a girl and boy are angry on each other
video5747,a gaming video of what looks like minecraft
video2063,a gaming enthusiast talking as he plays
video4858,a gameshow with a giant elephant with a live audience
video3038,a gameshow host speaks to panel members
video2282,a gamer plays a soccer video game
video5060,a gamer laughing and showing his gaming
video3000,a gamer is talking about a fatality in mortal kombat
video1177,a gamer is playing online
video5696,a gamer is playing minecraft
video686,a gamer is playing an older video game
video2652,a gamer is playing a pokemon mod in minecraft
video893,a gamer is playing a pokemon game
video1028,a gamer is making upgrades on a game
video6673,a general is yelling in anger at his troops
video249,a gentle dance scene of the heroine
