frame_path_1,frame_path_2,frame_path_3,frame_path_4,video_id,frame_id,sentence
./frames_data/1k_multi_frames_4/video8973_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8973_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8973_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8973_frame_004_of_004.jpg,video8973,video8973,commercial for a service called eva which will help people find a vehicle
./frames_data/1k_multi_frames_4/video9518_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9518_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9518_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9518_frame_004_of_004.jpg,video9518,video9518,people perform on the voice
./frames_data/1k_multi_frames_4/video8686_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8686_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8686_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8686_frame_004_of_004.jpg,video8686,video8686,a women is doing craft and talking about that
./frames_data/1k_multi_frames_4/video8490_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8490_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8490_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8490_frame_004_of_004.jpg,video8490,video8490,the song hero by skillet with lyrics
./frames_data/1k_multi_frames_4/video8781_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8781_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8781_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8781_frame_004_of_004.jpg,video8781,video8781,a song from the movie beauty and the beast
./frames_data/1k_multi_frames_4/video8075_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8075_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8075_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8075_frame_004_of_004.jpg,video8075,video8075,scenes of romantic film
./frames_data/1k_multi_frames_4/video8076_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8076_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8076_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8076_frame_004_of_004.jpg,video8076,video8076,a web animation of a businessman
./frames_data/1k_multi_frames_4/video9577_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9577_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9577_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9577_frame_004_of_004.jpg,video9577,video9577,cartoon one women in horse and speak to that calmly
./frames_data/1k_multi_frames_4/video8673_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8673_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8673_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8673_frame_004_of_004.jpg,video8673,video8673,a man discusses spongebob
./frames_data/1k_multi_frames_4/video9352_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9352_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9352_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9352_frame_004_of_004.jpg,video9352,video9352,a man is talking to a crowd
./frames_data/1k_multi_frames_4/video8920_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8920_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8920_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8920_frame_004_of_004.jpg,video8920,video8920,a kid unwrapping his presents
./frames_data/1k_multi_frames_4/video7747_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7747_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7747_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7747_frame_004_of_004.jpg,video7747,video7747,this is a scene from a disney cartoon set in ancient times
./frames_data/1k_multi_frames_4/video7468_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7468_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7468_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7468_frame_004_of_004.jpg,video7468,video7468,a man jumps onto a ledge of a building
./frames_data/1k_multi_frames_4/video7756_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7756_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7756_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7756_frame_004_of_004.jpg,video7756,video7756,a group of women are singing
./frames_data/1k_multi_frames_4/video7175_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7175_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7175_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7175_frame_004_of_004.jpg,video7175,video7175,the band member takes a seat
./frames_data/1k_multi_frames_4/video8346_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8346_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8346_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8346_frame_004_of_004.jpg,video8346,video8346,a man talks about a war between two generals one of which became king
./frames_data/1k_multi_frames_4/video8307_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8307_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8307_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8307_frame_004_of_004.jpg,video8307,video8307,calm pond with lush green hills lining the background is shown
./frames_data/1k_multi_frames_4/video9681_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9681_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9681_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9681_frame_004_of_004.jpg,video9681,video9681,sports people are fighting on field
./frames_data/1k_multi_frames_4/video7828_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7828_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7828_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7828_frame_004_of_004.jpg,video7828,video7828,a man gives a lecture with a microphone in front of a laptop with a red glow behind him
./frames_data/1k_multi_frames_4/video8056_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8056_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8056_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8056_frame_004_of_004.jpg,video8056,video8056,fried potatoes are being eaten
./frames_data/1k_multi_frames_4/video8832_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8832_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8832_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8832_frame_004_of_004.jpg,video8832,video8832,a girl messaging her friend
./frames_data/1k_multi_frames_4/video9117_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9117_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9117_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9117_frame_004_of_004.jpg,video9117,video9117,a person in white color dress wearing cloth speaking on topic white board explayning and many persons sitting displaying on screen
./frames_data/1k_multi_frames_4/video8679_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8679_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8679_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8679_frame_004_of_004.jpg,video8679,video8679,a man discussed a few products
./frames_data/1k_multi_frames_4/video8450_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8450_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8450_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8450_frame_004_of_004.jpg,video8450,video8450,a elecopter moving in air and red and yellow dress man hand touching speaking in snow land wearing helmet displaying on screen
./frames_data/1k_multi_frames_4/video7137_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7137_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7137_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7137_frame_004_of_004.jpg,video7137,video7137,bill murray is covered in frosting
./frames_data/1k_multi_frames_4/video8247_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8247_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8247_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8247_frame_004_of_004.jpg,video8247,video8247,a man is talking about cooking and presenting a thermometer and way of preparation
./frames_data/1k_multi_frames_4/video9227_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9227_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9227_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9227_frame_004_of_004.jpg,video9227,video9227,man shows how to prepare potatoes
./frames_data/1k_multi_frames_4/video7204_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7204_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7204_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7204_frame_004_of_004.jpg,video7204,video7204,a small boy is crying and a car is showed
./frames_data/1k_multi_frames_4/video8120_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8120_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8120_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8120_frame_004_of_004.jpg,video8120,video8120,a guest is speaking with a television show host
./frames_data/1k_multi_frames_4/video9823_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9823_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9823_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9823_frame_004_of_004.jpg,video9823,video9823,various rugby scenes from different games
./frames_data/1k_multi_frames_4/video8489_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8489_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8489_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8489_frame_004_of_004.jpg,video8489,video8489,a tv channel named how to cook great foodcom is telling how to prepare a dish
./frames_data/1k_multi_frames_4/video9245_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9245_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9245_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9245_frame_004_of_004.jpg,video9245,video9245,man interviews bill murray
./frames_data/1k_multi_frames_4/video7469_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7469_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7469_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7469_frame_004_of_004.jpg,video7469,video7469,a video of a young man in a white shirt inviting his colleagues to join him
./frames_data/1k_multi_frames_4/video8929_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8929_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8929_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8929_frame_004_of_004.jpg,video8929,video8929,a person is playing a video game
./frames_data/1k_multi_frames_4/video8267_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8267_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8267_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8267_frame_004_of_004.jpg,video8267,video8267,video of gymasts practicing to roll
./frames_data/1k_multi_frames_4/video7361_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7361_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7361_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7361_frame_004_of_004.jpg,video7361,video7361,a woman with a camel
./frames_data/1k_multi_frames_4/video7349_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7349_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7349_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7349_frame_004_of_004.jpg,video7349,video7349,a grey haired man interviews someone else
./frames_data/1k_multi_frames_4/video8901_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8901_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8901_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8901_frame_004_of_004.jpg,video8901,video8901,men pushing a car down assembly line
./frames_data/1k_multi_frames_4/video8799_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8799_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8799_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8799_frame_004_of_004.jpg,video8799,video8799,different letters are coming out and sounding out the way they sound
./frames_data/1k_multi_frames_4/video7614_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7614_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7614_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7614_frame_004_of_004.jpg,video7614,video7614,a man picking out a vehicle from the trailer
./frames_data/1k_multi_frames_4/video7340_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7340_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7340_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7340_frame_004_of_004.jpg,video7340,video7340,a man is talking about his car s features while inside his car
./frames_data/1k_multi_frames_4/video8475_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8475_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8475_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8475_frame_004_of_004.jpg,video8475,video8475,scrolling the the menu of movieclips with different movie trailers
./frames_data/1k_multi_frames_4/video9207_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9207_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9207_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9207_frame_004_of_004.jpg,video9207,video9207,a lady is put makeup especially around her eyes
./frames_data/1k_multi_frames_4/video9545_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9545_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9545_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9545_frame_004_of_004.jpg,video9545,video9545,some one talking about top ten movies of the year
./frames_data/1k_multi_frames_4/video9323_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9323_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9323_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9323_frame_004_of_004.jpg,video9323,video9323,it is the video of military men
./frames_data/1k_multi_frames_4/video7219_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7219_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7219_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7219_frame_004_of_004.jpg,video7219,video7219,a man drives a red indianapolis 500 type race car around an asphalt track
./frames_data/1k_multi_frames_4/video9038_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9038_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9038_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9038_frame_004_of_004.jpg,video9038,video9038,a person is preparing some food
./frames_data/1k_multi_frames_4/video8444_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8444_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8444_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8444_frame_004_of_004.jpg,video8444,video8444,two ladies in a cookery show explain how to marinate chicken already cleaned and ready with salt and cilantro sprigs
./frames_data/1k_multi_frames_4/video8491_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8491_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8491_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8491_frame_004_of_004.jpg,video8491,video8491,a police officer pulls a gun at a swimming pool
./frames_data/1k_multi_frames_4/video8652_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8652_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8652_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8652_frame_004_of_004.jpg,video8652,video8652,a man runs into the crowd when trying to catch a basketball
./frames_data/1k_multi_frames_4/video7790_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7790_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7790_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7790_frame_004_of_004.jpg,video7790,video7790,a guy with glasses is standing next to some signs
./frames_data/1k_multi_frames_4/video9416_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9416_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9416_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9416_frame_004_of_004.jpg,video9416,video9416,person is recording the brown horse which is having fun
./frames_data/1k_multi_frames_4/video8260_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8260_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8260_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8260_frame_004_of_004.jpg,video8260,video8260,man in white hoodie turns a page to tell you about an online store the url is available in the description
./frames_data/1k_multi_frames_4/video7751_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7751_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7751_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7751_frame_004_of_004.jpg,video7751,video7751,two women rare sitting speaking on sites in los angeles
./frames_data/1k_multi_frames_4/video8124_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8124_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8124_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8124_frame_004_of_004.jpg,video8124,video8124,basketball players making a shot in the last seven seconds
./frames_data/1k_multi_frames_4/video7556_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7556_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7556_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7556_frame_004_of_004.jpg,video7556,video7556,people are playing baseball
./frames_data/1k_multi_frames_4/video8265_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8265_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8265_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8265_frame_004_of_004.jpg,video8265,video8265,someone plays a guitar and sings on stage of a tv show
./frames_data/1k_multi_frames_4/video7368_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7368_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7368_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7368_frame_004_of_004.jpg,video7368,video7368,a martial arts cartoon
./frames_data/1k_multi_frames_4/video9625_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9625_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9625_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9625_frame_004_of_004.jpg,video9625,video9625,its a cooking recipe show with chicken vegetables
./frames_data/1k_multi_frames_4/video7134_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7134_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7134_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7134_frame_004_of_004.jpg,video7134,video7134,a class is being introduced to a digital reading device
./frames_data/1k_multi_frames_4/video9521_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9521_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9521_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9521_frame_004_of_004.jpg,video9521,video9521,a person is passing by a jolly group of men
./frames_data/1k_multi_frames_4/video8866_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8866_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8866_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8866_frame_004_of_004.jpg,video8866,video8866,a news scene of the dog s exercise and diet
./frames_data/1k_multi_frames_4/video8812_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8812_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8812_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8812_frame_004_of_004.jpg,video8812,video8812,shows a globe and a bunch of people
./frames_data/1k_multi_frames_4/video8110_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8110_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8110_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8110_frame_004_of_004.jpg,video8110,video8110,a cartoon woman cries at a bench while a woman in blue appears
./frames_data/1k_multi_frames_4/video7546_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7546_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7546_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7546_frame_004_of_004.jpg,video7546,video7546,a man and a woman are talking about something
./frames_data/1k_multi_frames_4/video9509_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9509_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9509_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9509_frame_004_of_004.jpg,video9509,video9509,a women in blue shows two pink lipsticks
./frames_data/1k_multi_frames_4/video9549_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9549_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9549_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9549_frame_004_of_004.jpg,video9549,video9549,video of a computer program while someone navigates through its menus
./frames_data/1k_multi_frames_4/video7157_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7157_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7157_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7157_frame_004_of_004.jpg,video7157,video7157,an anime cartoon character speaks to another character
./frames_data/1k_multi_frames_4/video7020_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7020_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7020_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7020_frame_004_of_004.jpg,video7020,video7020,a woman creating a fondant baby and flower
./frames_data/1k_multi_frames_4/video9328_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9328_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9328_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9328_frame_004_of_004.jpg,video9328,video9328,a car is racing on road
./frames_data/1k_multi_frames_4/video9826_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9826_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9826_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9826_frame_004_of_004.jpg,video9826,video9826,an animated micky is driving a car
./frames_data/1k_multi_frames_4/video8861_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8861_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8861_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8861_frame_004_of_004.jpg,video8861,video8861,a white male raps while another plays guitar
./frames_data/1k_multi_frames_4/video9322_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9322_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9322_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9322_frame_004_of_004.jpg,video9322,video9322,a woman gets trapped in a burning trailer
./frames_data/1k_multi_frames_4/video7491_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7491_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7491_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7491_frame_004_of_004.jpg,video7491,video7491,a person explaining a concept in a show
./frames_data/1k_multi_frames_4/video9575_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9575_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9575_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9575_frame_004_of_004.jpg,video9575,video9575,the woman in the purple blouse talk as the shelves are behind her
./frames_data/1k_multi_frames_4/video7177_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7177_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7177_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7177_frame_004_of_004.jpg,video7177,video7177,girl is dancing in the garden
./frames_data/1k_multi_frames_4/video8327_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8327_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8327_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8327_frame_004_of_004.jpg,video8327,video8327,multi colored horses in a barn and outside in the snow
./frames_data/1k_multi_frames_4/video7116_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7116_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7116_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7116_frame_004_of_004.jpg,video7116,video7116,a group of people are walking a woman is talking about their culture
./frames_data/1k_multi_frames_4/video7118_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7118_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7118_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7118_frame_004_of_004.jpg,video7118,video7118,a young girl in a horror movie is haunted
./frames_data/1k_multi_frames_4/video7695_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7695_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7695_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7695_frame_004_of_004.jpg,video7695,video7695,a man is stirring something in a pot
./frames_data/1k_multi_frames_4/video7632_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7632_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7632_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7632_frame_004_of_004.jpg,video7632,video7632,a man walks between two brick buildings a dusk
./frames_data/1k_multi_frames_4/video7587_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7587_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7587_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7587_frame_004_of_004.jpg,video7587,video7587,two men in a wrestling competition
./frames_data/1k_multi_frames_4/video8333_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video8333_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video8333_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video8333_frame_004_of_004.jpg,video8333,video8333,a woman is talking in the tv channel
./frames_data/1k_multi_frames_4/video9773_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9773_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9773_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9773_frame_004_of_004.jpg,video9773,video9773,a boy plays grand theft auto 5
./frames_data/1k_multi_frames_4/video9908_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video9908_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video9908_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video9908_frame_004_of_004.jpg,video9908,video9908,a woman talking about education
./frames_data/1k_multi_frames_4/video7576_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7576_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7576_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7576_frame_004_of_004.jpg,video7576,video7576,men are being filmed in the darkness
./frames_data/1k_multi_frames_4/video7843_frame_001_of_004.jpg,./frames_data/1k_multi_frames_4/video7843_frame_002_of_004.jpg,./frames_data/1k_multi_frames_4/video7843_frame_003_of_004.jpg,./frames_data/1k_multi_frames_4/video7843_frame_004_of_004.jpg,video7843,video7843,a woman discusses how we can help children in a classroom
