video_id,frame_path_1,frame_path_2,frame_path_3,frame_path_4,frame_id,sentence
video8444,./test_1k_images_3/video8444_frame_001_of_004.jpg,./test_1k_images_3/video8444_frame_002_of_004.jpg,./test_1k_images_3/video8444_frame_003_of_004.jpg,./test_1k_images_3/video8444_frame_004_of_004.jpg,video8444,two ladies in a cookery show explain how to marinate chicken already cleaned and ready with salt and cilantro sprigs
video8491,./test_1k_images_3/video8491_frame_001_of_004.jpg,./test_1k_images_3/video8491_frame_002_of_004.jpg,./test_1k_images_3/video8491_frame_003_of_004.jpg,./test_1k_images_3/video8491_frame_004_of_004.jpg,video8491,a police officer pulls a gun at a swimming pool
video8652,./test_1k_images_3/video8652_frame_001_of_004.jpg,./test_1k_images_3/video8652_frame_002_of_004.jpg,./test_1k_images_3/video8652_frame_003_of_004.jpg,./test_1k_images_3/video8652_frame_004_of_004.jpg,video8652,a man runs into the crowd when trying to catch a basketball
video7790,./test_1k_images_3/video7790_frame_001_of_004.jpg,./test_1k_images_3/video7790_frame_002_of_004.jpg,./test_1k_images_3/video7790_frame_003_of_004.jpg,./test_1k_images_3/video7790_frame_004_of_004.jpg,video7790,a guy with glasses is standing next to some signs
video9416,./test_1k_images_3/video9416_frame_001_of_004.jpg,./test_1k_images_3/video9416_frame_002_of_004.jpg,./test_1k_images_3/video9416_frame_003_of_004.jpg,./test_1k_images_3/video9416_frame_004_of_004.jpg,video9416,person is recording the brown horse which is having fun
video8260,./test_1k_images_3/video8260_frame_001_of_004.jpg,./test_1k_images_3/video8260_frame_002_of_004.jpg,./test_1k_images_3/video8260_frame_003_of_004.jpg,./test_1k_images_3/video8260_frame_004_of_004.jpg,video8260,man in white hoodie turns a page to tell you about an online store the url is available in the description
video7751,./test_1k_images_3/video7751_frame_001_of_004.jpg,./test_1k_images_3/video7751_frame_002_of_004.jpg,./test_1k_images_3/video7751_frame_003_of_004.jpg,./test_1k_images_3/video7751_frame_004_of_004.jpg,video7751,two women rare sitting speaking on sites in los angeles
video8124,./test_1k_images_3/video8124_frame_001_of_004.jpg,./test_1k_images_3/video8124_frame_002_of_004.jpg,./test_1k_images_3/video8124_frame_003_of_004.jpg,./test_1k_images_3/video8124_frame_004_of_004.jpg,video8124,basketball players making a shot in the last seven seconds
video7556,./test_1k_images_3/video7556_frame_001_of_004.jpg,./test_1k_images_3/video7556_frame_002_of_004.jpg,./test_1k_images_3/video7556_frame_003_of_004.jpg,./test_1k_images_3/video7556_frame_004_of_004.jpg,video7556,people are playing baseball
video8265,./test_1k_images_3/video8265_frame_001_of_004.jpg,./test_1k_images_3/video8265_frame_002_of_004.jpg,./test_1k_images_3/video8265_frame_003_of_004.jpg,./test_1k_images_3/video8265_frame_004_of_004.jpg,video8265,someone plays a guitar and sings on stage of a tv show
video7368,./test_1k_images_3/video7368_frame_001_of_004.jpg,./test_1k_images_3/video7368_frame_002_of_004.jpg,./test_1k_images_3/video7368_frame_003_of_004.jpg,./test_1k_images_3/video7368_frame_004_of_004.jpg,video7368,a martial arts cartoon
video9625,./test_1k_images_3/video9625_frame_001_of_004.jpg,./test_1k_images_3/video9625_frame_002_of_004.jpg,./test_1k_images_3/video9625_frame_003_of_004.jpg,./test_1k_images_3/video9625_frame_004_of_004.jpg,video9625,its a cooking recipe show with chicken vegetables
video7134,./test_1k_images_3/video7134_frame_001_of_004.jpg,./test_1k_images_3/video7134_frame_002_of_004.jpg,./test_1k_images_3/video7134_frame_003_of_004.jpg,./test_1k_images_3/video7134_frame_004_of_004.jpg,video7134,a class is being introduced to a digital reading device
video9521,./test_1k_images_3/video9521_frame_001_of_004.jpg,./test_1k_images_3/video9521_frame_002_of_004.jpg,./test_1k_images_3/video9521_frame_003_of_004.jpg,./test_1k_images_3/video9521_frame_004_of_004.jpg,video9521,a person is passing by a jolly group of men
video8866,./test_1k_images_3/video8866_frame_001_of_004.jpg,./test_1k_images_3/video8866_frame_002_of_004.jpg,./test_1k_images_3/video8866_frame_003_of_004.jpg,./test_1k_images_3/video8866_frame_004_of_004.jpg,video8866,a news scene of the dog s exercise and diet
video8812,./test_1k_images_3/video8812_frame_001_of_004.jpg,./test_1k_images_3/video8812_frame_002_of_004.jpg,./test_1k_images_3/video8812_frame_003_of_004.jpg,./test_1k_images_3/video8812_frame_004_of_004.jpg,video8812,shows a globe and a bunch of people
video8110,./test_1k_images_3/video8110_frame_001_of_004.jpg,./test_1k_images_3/video8110_frame_002_of_004.jpg,./test_1k_images_3/video8110_frame_003_of_004.jpg,./test_1k_images_3/video8110_frame_004_of_004.jpg,video8110,a cartoon woman cries at a bench while a woman in blue appears
video7546,./test_1k_images_3/video7546_frame_001_of_004.jpg,./test_1k_images_3/video7546_frame_002_of_004.jpg,./test_1k_images_3/video7546_frame_003_of_004.jpg,./test_1k_images_3/video7546_frame_004_of_004.jpg,video7546,a man and a woman are talking about something
video9509,./test_1k_images_3/video9509_frame_001_of_004.jpg,./test_1k_images_3/video9509_frame_002_of_004.jpg,./test_1k_images_3/video9509_frame_003_of_004.jpg,./test_1k_images_3/video9509_frame_004_of_004.jpg,video9509,a women in blue shows two pink lipsticks
video9549,./test_1k_images_3/video9549_frame_001_of_004.jpg,./test_1k_images_3/video9549_frame_002_of_004.jpg,./test_1k_images_3/video9549_frame_003_of_004.jpg,./test_1k_images_3/video9549_frame_004_of_004.jpg,video9549,video of a computer program while someone navigates through its menus
video7157,./test_1k_images_3/video7157_frame_001_of_004.jpg,./test_1k_images_3/video7157_frame_002_of_004.jpg,./test_1k_images_3/video7157_frame_003_of_004.jpg,./test_1k_images_3/video7157_frame_004_of_004.jpg,video7157,an anime cartoon character speaks to another character
video7020,./test_1k_images_3/video7020_frame_001_of_004.jpg,./test_1k_images_3/video7020_frame_002_of_004.jpg,./test_1k_images_3/video7020_frame_003_of_004.jpg,./test_1k_images_3/video7020_frame_004_of_004.jpg,video7020,a woman creating a fondant baby and flower
video9328,./test_1k_images_3/video9328_frame_001_of_004.jpg,./test_1k_images_3/video9328_frame_002_of_004.jpg,./test_1k_images_3/video9328_frame_003_of_004.jpg,./test_1k_images_3/video9328_frame_004_of_004.jpg,video9328,a car is racing on road
video9826,./test_1k_images_3/video9826_frame_001_of_004.jpg,./test_1k_images_3/video9826_frame_002_of_004.jpg,./test_1k_images_3/video9826_frame_003_of_004.jpg,./test_1k_images_3/video9826_frame_004_of_004.jpg,video9826,an animated micky is driving a car
video8861,./test_1k_images_3/video8861_frame_001_of_004.jpg,./test_1k_images_3/video8861_frame_002_of_004.jpg,./test_1k_images_3/video8861_frame_003_of_004.jpg,./test_1k_images_3/video8861_frame_004_of_004.jpg,video8861,a white male raps while another plays guitar
video9322,./test_1k_images_3/video9322_frame_001_of_004.jpg,./test_1k_images_3/video9322_frame_002_of_004.jpg,./test_1k_images_3/video9322_frame_003_of_004.jpg,./test_1k_images_3/video9322_frame_004_of_004.jpg,video9322,a woman gets trapped in a burning trailer
video7491,./test_1k_images_3/video7491_frame_001_of_004.jpg,./test_1k_images_3/video7491_frame_002_of_004.jpg,./test_1k_images_3/video7491_frame_003_of_004.jpg,./test_1k_images_3/video7491_frame_004_of_004.jpg,video7491,a person explaining a concept in a show
video9575,./test_1k_images_3/video9575_frame_001_of_004.jpg,./test_1k_images_3/video9575_frame_002_of_004.jpg,./test_1k_images_3/video9575_frame_003_of_004.jpg,./test_1k_images_3/video9575_frame_004_of_004.jpg,video9575,the woman in the purple blouse talk as the shelves are behind her
video7177,./test_1k_images_3/video7177_frame_001_of_004.jpg,./test_1k_images_3/video7177_frame_002_of_004.jpg,./test_1k_images_3/video7177_frame_003_of_004.jpg,./test_1k_images_3/video7177_frame_004_of_004.jpg,video7177,girl is dancing in the garden
video8327,./test_1k_images_3/video8327_frame_001_of_004.jpg,./test_1k_images_3/video8327_frame_002_of_004.jpg,./test_1k_images_3/video8327_frame_003_of_004.jpg,./test_1k_images_3/video8327_frame_004_of_004.jpg,video8327,multi colored horses in a barn and outside in the snow
video7116,./test_1k_images_3/video7116_frame_001_of_004.jpg,./test_1k_images_3/video7116_frame_002_of_004.jpg,./test_1k_images_3/video7116_frame_003_of_004.jpg,./test_1k_images_3/video7116_frame_004_of_004.jpg,video7116,a group of people are walking a woman is talking about their culture
video7118,./test_1k_images_3/video7118_frame_001_of_004.jpg,./test_1k_images_3/video7118_frame_002_of_004.jpg,./test_1k_images_3/video7118_frame_003_of_004.jpg,./test_1k_images_3/video7118_frame_004_of_004.jpg,video7118,a young girl in a horror movie is haunted
video7695,./test_1k_images_3/video7695_frame_001_of_004.jpg,./test_1k_images_3/video7695_frame_002_of_004.jpg,./test_1k_images_3/video7695_frame_003_of_004.jpg,./test_1k_images_3/video7695_frame_004_of_004.jpg,video7695,a man is stirring something in a pot
video7632,./test_1k_images_3/video7632_frame_001_of_004.jpg,./test_1k_images_3/video7632_frame_002_of_004.jpg,./test_1k_images_3/video7632_frame_003_of_004.jpg,./test_1k_images_3/video7632_frame_004_of_004.jpg,video7632,a man walks between two brick buildings a dusk
video7587,./test_1k_images_3/video7587_frame_001_of_004.jpg,./test_1k_images_3/video7587_frame_002_of_004.jpg,./test_1k_images_3/video7587_frame_003_of_004.jpg,./test_1k_images_3/video7587_frame_004_of_004.jpg,video7587,two men in a wrestling competition
video8333,./test_1k_images_3/video8333_frame_001_of_004.jpg,./test_1k_images_3/video8333_frame_002_of_004.jpg,./test_1k_images_3/video8333_frame_003_of_004.jpg,./test_1k_images_3/video8333_frame_004_of_004.jpg,video8333,a woman is talking in the tv channel
video9773,./test_1k_images_3/video9773_frame_001_of_004.jpg,./test_1k_images_3/video9773_frame_002_of_004.jpg,./test_1k_images_3/video9773_frame_003_of_004.jpg,./test_1k_images_3/video9773_frame_004_of_004.jpg,video9773,a boy plays grand theft auto 5
video9908,./test_1k_images_3/video9908_frame_001_of_004.jpg,./test_1k_images_3/video9908_frame_002_of_004.jpg,./test_1k_images_3/video9908_frame_003_of_004.jpg,./test_1k_images_3/video9908_frame_004_of_004.jpg,video9908,a woman talking about education
video7576,./test_1k_images_3/video7576_frame_001_of_004.jpg,./test_1k_images_3/video7576_frame_002_of_004.jpg,./test_1k_images_3/video7576_frame_003_of_004.jpg,./test_1k_images_3/video7576_frame_004_of_004.jpg,video7576,men are being filmed in the darkness
video7843,./test_1k_images_3/video7843_frame_001_of_004.jpg,./test_1k_images_3/video7843_frame_002_of_004.jpg,./test_1k_images_3/video7843_frame_003_of_004.jpg,./test_1k_images_3/video7843_frame_004_of_004.jpg,video7843,a woman discusses how we can help children in a classroom
video7741,./test_1k_images_3/video7741_frame_001_of_004.jpg,./test_1k_images_3/video7741_frame_002_of_004.jpg,./test_1k_images_3/video7741_frame_003_of_004.jpg,./test_1k_images_3/video7741_frame_004_of_004.jpg,video7741,a cartoon man in sunglasses waves at the crowd and smiles
video8572,./test_1k_images_3/video8572_frame_001_of_004.jpg,./test_1k_images_3/video8572_frame_002_of_004.jpg,./test_1k_images_3/video8572_frame_003_of_004.jpg,./test_1k_images_3/video8572_frame_004_of_004.jpg,video8572,a man grabs at snakes and throws them around the room
video9755,./test_1k_images_3/video9755_frame_001_of_004.jpg,./test_1k_images_3/video9755_frame_002_of_004.jpg,./test_1k_images_3/video9755_frame_003_of_004.jpg,./test_1k_images_3/video9755_frame_004_of_004.jpg,video9755,advertisement of seat basket
video9206,./test_1k_images_3/video9206_frame_001_of_004.jpg,./test_1k_images_3/video9206_frame_002_of_004.jpg,./test_1k_images_3/video9206_frame_003_of_004.jpg,./test_1k_images_3/video9206_frame_004_of_004.jpg,video9206,a man punches a faucet to show how much better bottled water is
video9208,./test_1k_images_3/video9208_frame_001_of_004.jpg,./test_1k_images_3/video9208_frame_002_of_004.jpg,./test_1k_images_3/video9208_frame_003_of_004.jpg,./test_1k_images_3/video9208_frame_004_of_004.jpg,video9208,a man is showing the foot well under the door jam area of the car
video9239,./test_1k_images_3/video9239_frame_001_of_004.jpg,./test_1k_images_3/video9239_frame_002_of_004.jpg,./test_1k_images_3/video9239_frame_003_of_004.jpg,./test_1k_images_3/video9239_frame_004_of_004.jpg,video9239,a man kicks at a bull
video9203,./test_1k_images_3/video9203_frame_001_of_004.jpg,./test_1k_images_3/video9203_frame_002_of_004.jpg,./test_1k_images_3/video9203_frame_003_of_004.jpg,./test_1k_images_3/video9203_frame_004_of_004.jpg,video9203,the man is giving an informational speech to a group of people about telling someone something
video8305,./test_1k_images_3/video8305_frame_001_of_004.jpg,./test_1k_images_3/video8305_frame_002_of_004.jpg,./test_1k_images_3/video8305_frame_003_of_004.jpg,./test_1k_images_3/video8305_frame_004_of_004.jpg,video8305,in a music video a man is laying with women while singing
video8318,./test_1k_images_3/video8318_frame_001_of_004.jpg,./test_1k_images_3/video8318_frame_002_of_004.jpg,./test_1k_images_3/video8318_frame_003_of_004.jpg,./test_1k_images_3/video8318_frame_004_of_004.jpg,video8318,a group discusses a man s outfit
video7151,./test_1k_images_3/video7151_frame_001_of_004.jpg,./test_1k_images_3/video7151_frame_002_of_004.jpg,./test_1k_images_3/video7151_frame_003_of_004.jpg,./test_1k_images_3/video7151_frame_004_of_004.jpg,video7151,a man is sitting on a chair
video7917,./test_1k_images_3/video7917_frame_001_of_004.jpg,./test_1k_images_3/video7917_frame_002_of_004.jpg,./test_1k_images_3/video7917_frame_003_of_004.jpg,./test_1k_images_3/video7917_frame_004_of_004.jpg,video7917,shania twain does a closeup for her video
video7461,./test_1k_images_3/video7461_frame_001_of_004.jpg,./test_1k_images_3/video7461_frame_002_of_004.jpg,./test_1k_images_3/video7461_frame_003_of_004.jpg,./test_1k_images_3/video7461_frame_004_of_004.jpg,video7461,a man playing video games
video7573,./test_1k_images_3/video7573_frame_001_of_004.jpg,./test_1k_images_3/video7573_frame_002_of_004.jpg,./test_1k_images_3/video7573_frame_003_of_004.jpg,./test_1k_images_3/video7573_frame_004_of_004.jpg,video7573,a girl in white night wear dancing very sexy
video7796,./test_1k_images_3/video7796_frame_001_of_004.jpg,./test_1k_images_3/video7796_frame_002_of_004.jpg,./test_1k_images_3/video7796_frame_003_of_004.jpg,./test_1k_images_3/video7796_frame_004_of_004.jpg,video7796,boy playing with a dump truck
video7333,./test_1k_images_3/video7333_frame_001_of_004.jpg,./test_1k_images_3/video7333_frame_002_of_004.jpg,./test_1k_images_3/video7333_frame_003_of_004.jpg,./test_1k_images_3/video7333_frame_004_of_004.jpg,video7333,there are pictures and quotes from george bernard shaw and vincent van gogh while a voice over artist talks about making mistakes
video9775,./test_1k_images_3/video9775_frame_001_of_004.jpg,./test_1k_images_3/video9775_frame_002_of_004.jpg,./test_1k_images_3/video9775_frame_003_of_004.jpg,./test_1k_images_3/video9775_frame_004_of_004.jpg,video9775,a man speaks to children in a classroom
video7545,./test_1k_images_3/video7545_frame_001_of_004.jpg,./test_1k_images_3/video7545_frame_002_of_004.jpg,./test_1k_images_3/video7545_frame_003_of_004.jpg,./test_1k_images_3/video7545_frame_004_of_004.jpg,video7545,a person is playing a violin
video8934,./test_1k_images_3/video8934_frame_001_of_004.jpg,./test_1k_images_3/video8934_frame_002_of_004.jpg,./test_1k_images_3/video8934_frame_003_of_004.jpg,./test_1k_images_3/video8934_frame_004_of_004.jpg,video8934,cameras filming near accidents between cars in traffic
video9347,./test_1k_images_3/video9347_frame_001_of_004.jpg,./test_1k_images_3/video9347_frame_002_of_004.jpg,./test_1k_images_3/video9347_frame_003_of_004.jpg,./test_1k_images_3/video9347_frame_004_of_004.jpg,video9347,a woman in red dress explaining about cushion seat
video7562,./test_1k_images_3/video7562_frame_001_of_004.jpg,./test_1k_images_3/video7562_frame_002_of_004.jpg,./test_1k_images_3/video7562_frame_003_of_004.jpg,./test_1k_images_3/video7562_frame_004_of_004.jpg,video7562,article about nasa s johnson space center being broadcasted on news
video9828,./test_1k_images_3/video9828_frame_001_of_004.jpg,./test_1k_images_3/video9828_frame_002_of_004.jpg,./test_1k_images_3/video9828_frame_003_of_004.jpg,./test_1k_images_3/video9828_frame_004_of_004.jpg,video9828,assorted people are shown holding cute pets
video7377,./test_1k_images_3/video7377_frame_001_of_004.jpg,./test_1k_images_3/video7377_frame_002_of_004.jpg,./test_1k_images_3/video7377_frame_003_of_004.jpg,./test_1k_images_3/video7377_frame_004_of_004.jpg,video7377,a guy reports on complex news
video8605,./test_1k_images_3/video8605_frame_001_of_004.jpg,./test_1k_images_3/video8605_frame_002_of_004.jpg,./test_1k_images_3/video8605_frame_003_of_004.jpg,./test_1k_images_3/video8605_frame_004_of_004.jpg,video8605,all womans singing and dancing
video8244,./test_1k_images_3/video8244_frame_001_of_004.jpg,./test_1k_images_3/video8244_frame_002_of_004.jpg,./test_1k_images_3/video8244_frame_003_of_004.jpg,./test_1k_images_3/video8244_frame_004_of_004.jpg,video8244,two men walk behind a couple of rhinoceroses one of which attacks a man
video7960,./test_1k_images_3/video7960_frame_001_of_004.jpg,./test_1k_images_3/video7960_frame_002_of_004.jpg,./test_1k_images_3/video7960_frame_003_of_004.jpg,./test_1k_images_3/video7960_frame_004_of_004.jpg,video7960,a man is running around and playing a guitar
video8243,./test_1k_images_3/video8243_frame_001_of_004.jpg,./test_1k_images_3/video8243_frame_002_of_004.jpg,./test_1k_images_3/video8243_frame_003_of_004.jpg,./test_1k_images_3/video8243_frame_004_of_004.jpg,video8243,man in black suit is having meeting with group of people
video9685,./test_1k_images_3/video9685_frame_001_of_004.jpg,./test_1k_images_3/video9685_frame_002_of_004.jpg,./test_1k_images_3/video9685_frame_003_of_004.jpg,./test_1k_images_3/video9685_frame_004_of_004.jpg,video9685,people practising marshal arts
video7825,./test_1k_images_3/video7825_frame_001_of_004.jpg,./test_1k_images_3/video7825_frame_002_of_004.jpg,./test_1k_images_3/video7825_frame_003_of_004.jpg,./test_1k_images_3/video7825_frame_004_of_004.jpg,video7825,sitting and converstion 2 lady and 2 gents
video7159,./test_1k_images_3/video7159_frame_001_of_004.jpg,./test_1k_images_3/video7159_frame_002_of_004.jpg,./test_1k_images_3/video7159_frame_003_of_004.jpg,./test_1k_images_3/video7159_frame_004_of_004.jpg,video7159,bill murray is being interviewed by david letterman while talking about bill s past roles
video8839,./test_1k_images_3/video8839_frame_001_of_004.jpg,./test_1k_images_3/video8839_frame_002_of_004.jpg,./test_1k_images_3/video8839_frame_003_of_004.jpg,./test_1k_images_3/video8839_frame_004_of_004.jpg,video8839,spongebob is showing memories of him with mr
video9228,./test_1k_images_3/video9228_frame_001_of_004.jpg,./test_1k_images_3/video9228_frame_002_of_004.jpg,./test_1k_images_3/video9228_frame_003_of_004.jpg,./test_1k_images_3/video9228_frame_004_of_004.jpg,video9228,guy in purple tshirt playing guitar as they drive through
video9779,./test_1k_images_3/video9779_frame_001_of_004.jpg,./test_1k_images_3/video9779_frame_002_of_004.jpg,./test_1k_images_3/video9779_frame_003_of_004.jpg,./test_1k_images_3/video9779_frame_004_of_004.jpg,video9779,fireworks are being lit and exploding in a night sky
video7583,./test_1k_images_3/video7583_frame_001_of_004.jpg,./test_1k_images_3/video7583_frame_002_of_004.jpg,./test_1k_images_3/video7583_frame_003_of_004.jpg,./test_1k_images_3/video7583_frame_004_of_004.jpg,video7583,a princess tries not to cry in front of malificent
video8259,./test_1k_images_3/video8259_frame_001_of_004.jpg,./test_1k_images_3/video8259_frame_002_of_004.jpg,./test_1k_images_3/video8259_frame_003_of_004.jpg,./test_1k_images_3/video8259_frame_004_of_004.jpg,video8259,an interview is conducted
video9202,./test_1k_images_3/video9202_frame_001_of_004.jpg,./test_1k_images_3/video9202_frame_002_of_004.jpg,./test_1k_images_3/video9202_frame_003_of_004.jpg,./test_1k_images_3/video9202_frame_004_of_004.jpg,video9202,a girl singing song on stage
video8416,./test_1k_images_3/video8416_frame_001_of_004.jpg,./test_1k_images_3/video8416_frame_002_of_004.jpg,./test_1k_images_3/video8416_frame_003_of_004.jpg,./test_1k_images_3/video8416_frame_004_of_004.jpg,video8416,a video of different racially motivated protests is playing while the song everyone s a little bit racist plays
video9819,./test_1k_images_3/video9819_frame_001_of_004.jpg,./test_1k_images_3/video9819_frame_002_of_004.jpg,./test_1k_images_3/video9819_frame_003_of_004.jpg,./test_1k_images_3/video9819_frame_004_of_004.jpg,video9819,a reporter talks about a police incident
video8312,./test_1k_images_3/video8312_frame_001_of_004.jpg,./test_1k_images_3/video8312_frame_002_of_004.jpg,./test_1k_images_3/video8312_frame_003_of_004.jpg,./test_1k_images_3/video8312_frame_004_of_004.jpg,video8312,the mountain views are from a boat on the center of a lake
video9691,./test_1k_images_3/video9691_frame_001_of_004.jpg,./test_1k_images_3/video9691_frame_002_of_004.jpg,./test_1k_images_3/video9691_frame_003_of_004.jpg,./test_1k_images_3/video9691_frame_004_of_004.jpg,video9691,a commercial for the mazda 3 the card sliding around a corner
video9657,./test_1k_images_3/video9657_frame_001_of_004.jpg,./test_1k_images_3/video9657_frame_002_of_004.jpg,./test_1k_images_3/video9657_frame_003_of_004.jpg,./test_1k_images_3/video9657_frame_004_of_004.jpg,video9657,a monkey and a man feeding monkey with hand displaying on screen
video9622,./test_1k_images_3/video9622_frame_001_of_004.jpg,./test_1k_images_3/video9622_frame_002_of_004.jpg,./test_1k_images_3/video9622_frame_003_of_004.jpg,./test_1k_images_3/video9622_frame_004_of_004.jpg,video9622,dogs are walking across the road in a video
video7789,./test_1k_images_3/video7789_frame_001_of_004.jpg,./test_1k_images_3/video7789_frame_002_of_004.jpg,./test_1k_images_3/video7789_frame_003_of_004.jpg,./test_1k_images_3/video7789_frame_004_of_004.jpg,video7789,a compilation of vine videos is shown
video7755,./test_1k_images_3/video7755_frame_001_of_004.jpg,./test_1k_images_3/video7755_frame_002_of_004.jpg,./test_1k_images_3/video7755_frame_003_of_004.jpg,./test_1k_images_3/video7755_frame_004_of_004.jpg,video7755,someone speaking about a violent act regarding the police
video8660,./test_1k_images_3/video8660_frame_001_of_004.jpg,./test_1k_images_3/video8660_frame_002_of_004.jpg,./test_1k_images_3/video8660_frame_003_of_004.jpg,./test_1k_images_3/video8660_frame_004_of_004.jpg,video8660,two teams play at the olympics
video7163,./test_1k_images_3/video7163_frame_001_of_004.jpg,./test_1k_images_3/video7163_frame_002_of_004.jpg,./test_1k_images_3/video7163_frame_003_of_004.jpg,./test_1k_images_3/video7163_frame_004_of_004.jpg,video7163,a young man is touching a young girls back
video9308,./test_1k_images_3/video9308_frame_001_of_004.jpg,./test_1k_images_3/video9308_frame_002_of_004.jpg,./test_1k_images_3/video9308_frame_003_of_004.jpg,./test_1k_images_3/video9308_frame_004_of_004.jpg,video9308,the models walk the catwalk
video9489,./test_1k_images_3/video9489_frame_001_of_004.jpg,./test_1k_images_3/video9489_frame_002_of_004.jpg,./test_1k_images_3/video9489_frame_003_of_004.jpg,./test_1k_images_3/video9489_frame_004_of_004.jpg,video9489,a man with brown hair is singing a song
video8313,./test_1k_images_3/video8313_frame_001_of_004.jpg,./test_1k_images_3/video8313_frame_002_of_004.jpg,./test_1k_images_3/video8313_frame_003_of_004.jpg,./test_1k_images_3/video8313_frame_004_of_004.jpg,video8313,a woman is discussing a new video game
video9537,./test_1k_images_3/video9537_frame_001_of_004.jpg,./test_1k_images_3/video9537_frame_002_of_004.jpg,./test_1k_images_3/video9537_frame_003_of_004.jpg,./test_1k_images_3/video9537_frame_004_of_004.jpg,video9537,animated comic scene of guy cutting up food for dinner
video8935,./test_1k_images_3/video8935_frame_001_of_004.jpg,./test_1k_images_3/video8935_frame_002_of_004.jpg,./test_1k_images_3/video8935_frame_003_of_004.jpg,./test_1k_images_3/video8935_frame_004_of_004.jpg,video8935,man is crossing the street with big lion and friend
video7757,./test_1k_images_3/video7757_frame_001_of_004.jpg,./test_1k_images_3/video7757_frame_002_of_004.jpg,./test_1k_images_3/video7757_frame_003_of_004.jpg,./test_1k_images_3/video7757_frame_004_of_004.jpg,video7757,a figure in camouflage clothing walks with bent knees through large cement rooms toward a door as people are being shot
video8931,./test_1k_images_3/video8931_frame_001_of_004.jpg,./test_1k_images_3/video8931_frame_002_of_004.jpg,./test_1k_images_3/video8931_frame_003_of_004.jpg,./test_1k_images_3/video8931_frame_004_of_004.jpg,video8931,a man playing a video game character that is carrying a sword and killing animals with it
video9248,./test_1k_images_3/video9248_frame_001_of_004.jpg,./test_1k_images_3/video9248_frame_002_of_004.jpg,./test_1k_images_3/video9248_frame_003_of_004.jpg,./test_1k_images_3/video9248_frame_004_of_004.jpg,video9248,people are riding horses in grassland
video7597,./test_1k_images_3/video7597_frame_001_of_004.jpg,./test_1k_images_3/video7597_frame_002_of_004.jpg,./test_1k_images_3/video7597_frame_003_of_004.jpg,./test_1k_images_3/video7597_frame_004_of_004.jpg,video7597,a man drives while discussing his car
video7025,./test_1k_images_3/video7025_frame_001_of_004.jpg,./test_1k_images_3/video7025_frame_002_of_004.jpg,./test_1k_images_3/video7025_frame_003_of_004.jpg,./test_1k_images_3/video7025_frame_004_of_004.jpg,video7025,a naked child runs through a field
video7233,./test_1k_images_3/video7233_frame_001_of_004.jpg,./test_1k_images_3/video7233_frame_002_of_004.jpg,./test_1k_images_3/video7233_frame_003_of_004.jpg,./test_1k_images_3/video7233_frame_004_of_004.jpg,video7233,views of two persons working on the super computer with the head phones on
video9325,./test_1k_images_3/video9325_frame_001_of_004.jpg,./test_1k_images_3/video9325_frame_002_of_004.jpg,./test_1k_images_3/video9325_frame_003_of_004.jpg,./test_1k_images_3/video9325_frame_004_of_004.jpg,video9325,a man is driving a black car
video7353,./test_1k_images_3/video7353_frame_001_of_004.jpg,./test_1k_images_3/video7353_frame_002_of_004.jpg,./test_1k_images_3/video7353_frame_003_of_004.jpg,./test_1k_images_3/video7353_frame_004_of_004.jpg,video7353,a minecraft video game is being played
video9688,./test_1k_images_3/video9688_frame_001_of_004.jpg,./test_1k_images_3/video9688_frame_002_of_004.jpg,./test_1k_images_3/video9688_frame_003_of_004.jpg,./test_1k_images_3/video9688_frame_004_of_004.jpg,video9688,a person looks at a celebrity on the computer
video7599,./test_1k_images_3/video7599_frame_001_of_004.jpg,./test_1k_images_3/video7599_frame_002_of_004.jpg,./test_1k_images_3/video7599_frame_003_of_004.jpg,./test_1k_images_3/video7599_frame_004_of_004.jpg,video7599,people compete in a backyard competition
video9023,./test_1k_images_3/video9023_frame_001_of_004.jpg,./test_1k_images_3/video9023_frame_002_of_004.jpg,./test_1k_images_3/video9023_frame_003_of_004.jpg,./test_1k_images_3/video9023_frame_004_of_004.jpg,video9023,several shots of tv shows combined were shown here
video9309,./test_1k_images_3/video9309_frame_001_of_004.jpg,./test_1k_images_3/video9309_frame_002_of_004.jpg,./test_1k_images_3/video9309_frame_003_of_004.jpg,./test_1k_images_3/video9309_frame_004_of_004.jpg,video9309,there is someone serving a crab dish
video8332,./test_1k_images_3/video8332_frame_001_of_004.jpg,./test_1k_images_3/video8332_frame_002_of_004.jpg,./test_1k_images_3/video8332_frame_003_of_004.jpg,./test_1k_images_3/video8332_frame_004_of_004.jpg,video8332,someone is assembling a small hello kitty oven toy
video8328,./test_1k_images_3/video8328_frame_001_of_004.jpg,./test_1k_images_3/video8328_frame_002_of_004.jpg,./test_1k_images_3/video8328_frame_003_of_004.jpg,./test_1k_images_3/video8328_frame_004_of_004.jpg,video8328,a man discusses and shows traits of some computer functions
video7542,./test_1k_images_3/video7542_frame_001_of_004.jpg,./test_1k_images_3/video7542_frame_002_of_004.jpg,./test_1k_images_3/video7542_frame_003_of_004.jpg,./test_1k_images_3/video7542_frame_004_of_004.jpg,video7542,a boy gets out of a play police car and talks to a girl
