video_id,sentence,ground_truth,top1,top5,top10,top10_raw_res
1974,a band performs,1974,"[[4267, 1.4282824993133545]]","[[4267, 1.4282824993133545], [4688, 1.4313912391662598], [2081, 1.435626745223999], [710, 1.436074137687683], [8466, 1.4418988227844238]]","[[4267, 1.4282824993133545], [4688, 1.4313912391662598], [2081, 1.435626745223999], [710, 1.436074137687683], [8466, 1.4418988227844238], [869, 1.4429621696472168], [4173, 1.4452955722808838], [8324, 1.4460504055023193], [4266, 1.448667287826538], [2831, 1.4493285417556763]]","[[4267, 1.4282824993133545], [4688, 1.4313912391662598], [2081, 1.435626745223999], [710, 1.436074137687683], [8466, 1.4418988227844238], [869, 1.4429621696472168], [4173, 1.4452955722808838], [8324, 1.4460504055023193], [4266, 1.448667287826538], [2831, 1.4493285417556763]]"
1974,a band plays a song in a room,1974,"[[4688, 1.4129821062088013]]","[[4688, 1.4129821062088013], [47, 1.419006109237671], [2232, 1.4213489294052124], [4422, 1.4225809574127197], [4697, 1.426598072052002]]","[[4688, 1.4129821062088013], [47, 1.419006109237671], [2232, 1.4213489294052124], [4422, 1.4225809574127197], [4697, 1.426598072052002], [1332, 1.4386178255081177], [7892, 1.4416544437408447], [5586, 1.4471107721328735], [6684, 1.4472935199737549], [4321, 1.451108455657959]]","[[4688, 1.4129821062088013], [47, 1.419006109237671], [2232, 1.4213489294052124], [4422, 1.4225809574127197], [4697, 1.426598072052002], [1332, 1.4386178255081177], [7892, 1.4416544437408447], [5586, 1.4471107721328735], [6684, 1.4472935199737549], [4321, 1.451108455657959]]"
1974,a band singing and playing music,1974,"[[2081, 1.4280195236206055]]","[[2081, 1.4280195236206055], [1332, 1.4301846027374268], [1417, 1.4387317895889282], [4688, 1.4400603771209717], [9892, 1.4406617879867554]]","[[2081, 1.4280195236206055], [1332, 1.4301846027374268], [1417, 1.4387317895889282], [4688, 1.4400603771209717], [9892, 1.4406617879867554], [4267, 1.4410300254821777], [710, 1.441282033920288], [4697, 1.4463088512420654], [47, 1.4464285373687744], [4422, 1.446540117263794]]","[[2081, 1.4280195236206055], [1332, 1.4301846027374268], [1417, 1.4387317895889282], [4688, 1.4400603771209717], [9892, 1.4406617879867554], [4267, 1.4410300254821777], [710, 1.441282033920288], [4697, 1.4463088512420654], [47, 1.4464285373687744], [4422, 1.446540117263794]]"
1974,a man is singing,1974,"[[9720, 1.4398775100708008]]","[[9720, 1.4398775100708008], [43, 1.4434750080108643], [8284, 1.4465289115905762], [4819, 1.4550652503967285], [7767, 1.4570776224136353]]","[[9720, 1.4398775100708008], [43, 1.4434750080108643], [8284, 1.4465289115905762], [4819, 1.4550652503967285], [7767, 1.4570776224136353], [3174, 1.4575927257537842], [3523, 1.4587538242340088], [4570, 1.4596705436706543], [3648, 1.4597246646881104], [2488, 1.4601925611495972]]","[[9720, 1.4398775100708008], [43, 1.4434750080108643], [8284, 1.4465289115905762], [4819, 1.4550652503967285], [7767, 1.4570776224136353], [3174, 1.4575927257537842], [3523, 1.4587538242340088], [4570, 1.4596705436706543], [3648, 1.4597246646881104], [2488, 1.4601925611495972]]"
1974,a music group performing a song,1974,"[[2081, 1.431440830230713]]","[[2081, 1.431440830230713], [4688, 1.4426711797714233], [710, 1.4465711116790771], [1332, 1.4482412338256836], [4267, 1.450282335281372]]","[[2081, 1.431440830230713], [4688, 1.4426711797714233], [710, 1.4465711116790771], [1332, 1.4482412338256836], [4267, 1.450282335281372], [1417, 1.451221227645874], [4697, 1.4530246257781982], [6472, 1.4544053077697754], [6684, 1.455265760421753], [4321, 1.4583306312561035]]","[[2081, 1.431440830230713], [4688, 1.4426711797714233], [710, 1.4465711116790771], [1332, 1.4482412338256836], [4267, 1.450282335281372], [1417, 1.451221227645874], [4697, 1.4530246257781982], [6472, 1.4544053077697754], [6684, 1.455265760421753], [4321, 1.4583306312561035]]"
1974,a music video,1974,"[[5803, 1.4575954675674438]]","[[5803, 1.4575954675674438], [5288, 1.4594471454620361], [9461, 1.4595439434051514], [423, 1.4605278968811035], [7065, 1.462721824645996]]","[[5803, 1.4575954675674438], [5288, 1.4594471454620361], [9461, 1.4595439434051514], [423, 1.4605278968811035], [7065, 1.462721824645996], [5474, 1.4640613794326782], [4236, 1.4656574726104736], [1874, 1.4693803787231445], [8195, 1.4699658155441284], [1684, 1.4702701568603516]]","[[5803, 1.4575954675674438], [5288, 1.4594471454620361], [9461, 1.4595439434051514], [423, 1.4605278968811035], [7065, 1.462721824645996], [5474, 1.4640613794326782], [4236, 1.4656574726104736], [1874, 1.4693803787231445], [8195, 1.4699658155441284], [1684, 1.4702701568603516]]"
1974,a person is playing a video game,1974,"[[6090, 1.4719266891479492]]","[[6090, 1.4719266891479492], [3214, 1.4720385074615479], [1006, 1.4735735654830933], [5332, 1.4740430116653442], [5800, 1.474166750907898]]","[[6090, 1.4719266891479492], [3214, 1.4720385074615479], [1006, 1.4735735654830933], [5332, 1.4740430116653442], [5800, 1.474166750907898], [545, 1.4748347997665405], [3349, 1.4762276411056519], [1779, 1.4763412475585938], [7919, 1.4777271747589111], [607, 1.478474736213684]]","[[6090, 1.4719266891479492], [3214, 1.4720385074615479], [1006, 1.4735735654830933], [5332, 1.4740430116653442], [5800, 1.474166750907898], [545, 1.4748347997665405], [3349, 1.4762276411056519], [1779, 1.4763412475585938], [7919, 1.4777271747589111], [607, 1.478474736213684]]"
1974,a woman is singing,1974,"[[1260, 1.4459023475646973]]","[[1260, 1.4459023475646973], [6044, 1.4511245489120483], [6273, 1.4576295614242554], [6460, 1.4598088264465332], [3473, 1.4609746932983398]]","[[1260, 1.4459023475646973], [6044, 1.4511245489120483], [6273, 1.4576295614242554], [6460, 1.4598088264465332], [3473, 1.4609746932983398], [8770, 1.4627306461334229], [2873, 1.4660005569458008], [5134, 1.4665766954421997], [884, 1.4682197570800781], [2958, 1.4691299200057983]]","[[1260, 1.4459023475646973], [6044, 1.4511245489120483], [6273, 1.4576295614242554], [6460, 1.4598088264465332], [3473, 1.4609746932983398], [8770, 1.4627306461334229], [2873, 1.4660005569458008], [5134, 1.4665766954421997], [884, 1.4682197570800781], [2958, 1.4691299200057983]]"
1974,a woman singing a song,1974,"[[1260, 1.4527952671051025]]","[[1260, 1.4527952671051025], [6273, 1.4551441669464111], [6044, 1.4553406238555908], [5134, 1.455784797668457], [8770, 1.4561514854431152]]","[[1260, 1.4527952671051025], [6273, 1.4551441669464111], [6044, 1.4553406238555908], [5134, 1.455784797668457], [8770, 1.4561514854431152], [3473, 1.4577610492706299], [2958, 1.4611451625823975], [6460, 1.4612250328063965], [4661, 1.465072751045227], [2873, 1.4652605056762695]]","[[1260, 1.4527952671051025], [6273, 1.4551441669464111], [6044, 1.4553406238555908], [5134, 1.455784797668457], [8770, 1.4561514854431152], [3473, 1.4577610492706299], [2958, 1.4611451625823975], [6460, 1.4612250328063965], [4661, 1.465072751045227], [2873, 1.4652605056762695]]"
1974,band performing a song,1974,"[[4267, 1.4261023998260498]]","[[4267, 1.4261023998260498], [2081, 1.4295967817306519], [4688, 1.439278483390808], [869, 1.4402620792388916], [1417, 1.4435795545578003]]","[[4267, 1.4261023998260498], [2081, 1.4295967817306519], [4688, 1.439278483390808], [869, 1.4402620792388916], [1417, 1.4435795545578003], [8324, 1.4459776878356934], [2504, 1.4474425315856934], [4173, 1.4477598667144775], [983, 1.44805908203125], [6684, 1.4484095573425293]]","[[4267, 1.4261023998260498], [2081, 1.4295967817306519], [4688, 1.439278483390808], [869, 1.4402620792388916], [1417, 1.4435795545578003], [8324, 1.4459776878356934], [2504, 1.4474425315856934], [4173, 1.4477598667144775], [983, 1.44805908203125], [6684, 1.4484095573425293]]"
1974,music video of woman singing with band members singing backup vocals,1974,"[[5497, 1.425513744354248]]","[[5497, 1.425513744354248], [8755, 1.426497220993042], [6273, 1.428607702255249], [1605, 1.4299272298812866], [9665, 1.4343771934509277]]","[[5497, 1.425513744354248], [8755, 1.426497220993042], [6273, 1.428607702255249], [1605, 1.4299272298812866], [9665, 1.4343771934509277], [2593, 1.434685230255127], [8770, 1.4372097253799438], [7411, 1.440824270248413], [2958, 1.44527268409729], [8271, 1.4506818056106567]]","[[5497, 1.425513744354248], [8755, 1.426497220993042], [6273, 1.428607702255249], [1605, 1.4299272298812866], [9665, 1.4343771934509277], [2593, 1.434685230255127], [8770, 1.4372097253799438], [7411, 1.440824270248413], [2958, 1.44527268409729], [8271, 1.4506818056106567]]"
1974,this is a clip from a music video,1974,"[[5474, 1.4478747844696045]]","[[5474, 1.4478747844696045], [4236, 1.4537969827651978], [9461, 1.4559152126312256], [4456, 1.4566532373428345], [1684, 1.4592711925506592]]","[[5474, 1.4478747844696045], [4236, 1.4537969827651978], [9461, 1.4559152126312256], [4456, 1.4566532373428345], [1684, 1.4592711925506592], [5803, 1.4596420526504517], [2174, 1.4623016119003296], [2098, 1.4634681940078735], [8195, 1.4672832489013672], [6155, 1.4697606563568115]]","[[5474, 1.4478747844696045], [4236, 1.4537969827651978], [9461, 1.4559152126312256], [4456, 1.4566532373428345], [1684, 1.4592711925506592], [5803, 1.4596420526504517], [2174, 1.4623016119003296], [2098, 1.4634681940078735], [8195, 1.4672832489013672], [6155, 1.4697606563568115]]"
1974,this is a music video for the song beauty and the beat,1974,"[[7298, 1.4619827270507812]]","[[7298, 1.4619827270507812], [4489, 1.4625438451766968], [3613, 1.4647016525268555], [7411, 1.4661951065063477], [3305, 1.46653413772583]]","[[7298, 1.4619827270507812], [4489, 1.4625438451766968], [3613, 1.4647016525268555], [7411, 1.4661951065063477], [3305, 1.46653413772583], [1649, 1.4684889316558838], [4155, 1.469986915588379], [5474, 1.4711217880249023], [3178, 1.4742658138275146], [6109, 1.4766814708709717]]","[[7298, 1.4619827270507812], [4489, 1.4625438451766968], [3613, 1.4647016525268555], [7411, 1.4661951065063477], [3305, 1.46653413772583], [1649, 1.4684889316558838], [4155, 1.469986915588379], [5474, 1.4711217880249023], [3178, 1.4742658138275146], [6109, 1.4766814708709717]]"
1974,woman and man singing,1974,"[[2572, 1.4388282299041748]]","[[2572, 1.4388282299041748], [5274, 1.458471417427063], [2098, 1.4595718383789062], [2386, 1.4619063138961792], [2489, 1.4625349044799805]]","[[2572, 1.4388282299041748], [5274, 1.458471417427063], [2098, 1.4595718383789062], [2386, 1.4619063138961792], [2489, 1.4625349044799805], [2958, 1.4656682014465332], [8770, 1.4671330451965332], [4829, 1.4704809188842773], [1684, 1.4708988666534424], [2628, 1.4712170362472534]]","[[2572, 1.4388282299041748], [5274, 1.458471417427063], [2098, 1.4595718383789062], [2386, 1.4619063138961792], [2489, 1.4625349044799805], [2958, 1.4656682014465332], [8770, 1.4671330451965332], [4829, 1.4704809188842773], [1684, 1.4708988666534424], [2628, 1.4712170362472534]]"
1974,woman covering justin bieber s song,1974,"[[1558, 1.4400463104248047]]","[[1558, 1.4400463104248047], [4661, 1.449305772781372], [9566, 1.4534951448440552], [5134, 1.455055832862854], [3843, 1.4617390632629395]]","[[1558, 1.4400463104248047], [4661, 1.449305772781372], [9566, 1.4534951448440552], [5134, 1.455055832862854], [3843, 1.4617390632629395], [2958, 1.4623119831085205], [8770, 1.463289499282837], [7557, 1.4646393060684204], [7715, 1.4650452136993408], [4342, 1.471756935119629]]","[[1558, 1.4400463104248047], [4661, 1.449305772781372], [9566, 1.4534951448440552], [5134, 1.455055832862854], [3843, 1.4617390632629395], [2958, 1.4623119831085205], [8770, 1.463289499282837], [7557, 1.4646393060684204], [7715, 1.4650452136993408], [4342, 1.471756935119629]]"
1974,a band is singing for a music video,1974,"[[2081, 1.424072265625]]","[[2081, 1.424072265625], [5803, 1.4309487342834473], [1332, 1.4462640285491943], [8978, 1.4463099241256714], [983, 1.4464741945266724]]","[[2081, 1.424072265625], [5803, 1.4309487342834473], [1332, 1.4462640285491943], [8978, 1.4463099241256714], [983, 1.4464741945266724], [9461, 1.4511399269104004], [3264, 1.4523193836212158], [8755, 1.457342505455017], [9892, 1.4588514566421509], [9216, 1.4602863788604736]]","[[2081, 1.424072265625], [5803, 1.4309487342834473], [1332, 1.4462640285491943], [8978, 1.4463099241256714], [983, 1.4464741945266724], [9461, 1.4511399269104004], [3264, 1.4523193836212158], [8755, 1.457342505455017], [9892, 1.4588514566421509], [9216, 1.4602863788604736]]"
1974,woman and man singing,1974,"[[2572, 1.4388282299041748]]","[[2572, 1.4388282299041748], [5274, 1.458471417427063], [2098, 1.4595718383789062], [2386, 1.4619063138961792], [2489, 1.4625349044799805]]","[[2572, 1.4388282299041748], [5274, 1.458471417427063], [2098, 1.4595718383789062], [2386, 1.4619063138961792], [2489, 1.4625349044799805], [2958, 1.4656682014465332], [8770, 1.4671330451965332], [4829, 1.4704809188842773], [1684, 1.4708988666534424], [2628, 1.4712170362472534]]","[[2572, 1.4388282299041748], [5274, 1.458471417427063], [2098, 1.4595718383789062], [2386, 1.4619063138961792], [2489, 1.4625349044799805], [2958, 1.4656682014465332], [8770, 1.4671330451965332], [4829, 1.4704809188842773], [1684, 1.4708988666534424], [2628, 1.4712170362472534]]"
1974,a band is singing for a music video,1974,"[[2081, 1.424072265625]]","[[2081, 1.424072265625], [5803, 1.4309487342834473], [1332, 1.4462640285491943], [8978, 1.4463099241256714], [983, 1.4464741945266724]]","[[2081, 1.424072265625], [5803, 1.4309487342834473], [1332, 1.4462640285491943], [8978, 1.4463099241256714], [983, 1.4464741945266724], [9461, 1.4511399269104004], [3264, 1.4523193836212158], [8755, 1.457342505455017], [9892, 1.4588514566421509], [9216, 1.4602863788604736]]","[[2081, 1.424072265625], [5803, 1.4309487342834473], [1332, 1.4462640285491943], [8978, 1.4463099241256714], [983, 1.4464741945266724], [9461, 1.4511399269104004], [3264, 1.4523193836212158], [8755, 1.457342505455017], [9892, 1.4588514566421509], [9216, 1.4602863788604736]]"
2755,a child is singing a song,2755,"[[7908, 1.4248530864715576]]","[[7908, 1.4248530864715576], [9879, 1.4248974323272705], [2372, 1.4293935298919678], [530, 1.4320873022079468], [2965, 1.4379887580871582]]","[[7908, 1.4248530864715576], [9879, 1.4248974323272705], [2372, 1.4293935298919678], [530, 1.4320873022079468], [2965, 1.4379887580871582], [162, 1.4423986673355103], [1352, 1.4467483758926392], [2115, 1.4518499374389648], [1161, 1.4556939601898193], [1635, 1.4567303657531738]]","[[7908, 1.4248530864715576], [9879, 1.4248974323272705], [2372, 1.4293935298919678], [530, 1.4320873022079468], [2965, 1.4379887580871582], [162, 1.4423986673355103], [1352, 1.4467483758926392], [2115, 1.4518499374389648], [1161, 1.4556939601898193], [1635, 1.4567303657531738]]"
2755,a group of children dance to watch me on a playground,2755,"[[4833, 1.3714442253112793]]","[[4833, 1.3714442253112793], [5185, 1.3997081518173218], [2099, 1.413952350616455], [2755, 1.4299449920654297], [106, 1.4353641271591187]]","[[4833, 1.3714442253112793], [5185, 1.3997081518173218], [2099, 1.413952350616455], [2755, 1.4299449920654297], [106, 1.4353641271591187], [5544, 1.4399054050445557], [3384, 1.4417719841003418], [8955, 1.4461654424667358], [512, 1.4462103843688965], [9101, 1.460615634918213]]","[[4833, 1.3714442253112793], [5185, 1.3997081518173218], [2099, 1.413952350616455], [2755, 1.4299449920654297], [106, 1.4353641271591187], [5544, 1.4399054050445557], [3384, 1.4417719841003418], [8955, 1.4461654424667358], [512, 1.4462103843688965], [9101, 1.460615634918213]]"
2755,a group of dancers attempt to dance ironically in a playground,2755,"[[5185, 1.360806941986084]]","[[5185, 1.360806941986084], [2755, 1.3891584873199463], [512, 1.4115962982177734], [7674, 1.423994779586792], [7696, 1.424478530883789]]","[[5185, 1.360806941986084], [2755, 1.3891584873199463], [512, 1.4115962982177734], [7674, 1.423994779586792], [7696, 1.424478530883789], [2099, 1.44644296169281], [6902, 1.4489928483963013], [4264, 1.4504848718643188], [7625, 1.4573283195495605], [5544, 1.459666132926941]]","[[5185, 1.360806941986084], [2755, 1.3891584873199463], [512, 1.4115962982177734], [7674, 1.423994779586792], [7696, 1.424478530883789], [2099, 1.44644296169281], [6902, 1.4489928483963013], [4264, 1.4504848718643188], [7625, 1.4573283195495605], [5544, 1.459666132926941]]"
2755,a group of kids are dancing on a court,2755,"[[4833, 1.407477617263794]]","[[4833, 1.407477617263794], [1202, 1.420229434967041], [2099, 1.4223397970199585], [7117, 1.4412881135940552], [7625, 1.4418737888336182]]","[[4833, 1.407477617263794], [1202, 1.420229434967041], [2099, 1.4223397970199585], [7117, 1.4412881135940552], [7625, 1.4418737888336182], [2755, 1.4429872035980225], [1434, 1.444270133972168], [8955, 1.4447205066680908], [512, 1.4465432167053223], [3876, 1.4539389610290527]]","[[4833, 1.407477617263794], [1202, 1.420229434967041], [2099, 1.4223397970199585], [7117, 1.4412881135940552], [7625, 1.4418737888336182], [2755, 1.4429872035980225], [1434, 1.444270133972168], [8955, 1.4447205066680908], [512, 1.4465432167053223], [3876, 1.4539389610290527]]"
2755,a group of people dancing in a park,2755,"[[5185, 1.4042179584503174]]","[[5185, 1.4042179584503174], [2755, 1.4054087400436401], [7674, 1.4076308012008667], [7696, 1.4113640785217285], [512, 1.4281203746795654]]","[[5185, 1.4042179584503174], [2755, 1.4054087400436401], [7674, 1.4076308012008667], [7696, 1.4113640785217285], [512, 1.4281203746795654], [7625, 1.4401650428771973], [4833, 1.4430923461914062], [4264, 1.447788953781128], [7117, 1.454123616218567], [7644, 1.4616426229476929]]","[[5185, 1.4042179584503174], [2755, 1.4054087400436401], [7674, 1.4076308012008667], [7696, 1.4113640785217285], [512, 1.4281203746795654], [7625, 1.4401650428771973], [4833, 1.4430923461914062], [4264, 1.447788953781128], [7117, 1.454123616218567], [7644, 1.4616426229476929]]"
2755,a kids music video is shot at the playground,2755,"[[5185, 1.3495712280273438]]","[[5185, 1.3495712280273438], [2755, 1.4167420864105225], [7644, 1.4259669780731201], [1635, 1.4295934438705444], [3384, 1.431980848312378]]","[[5185, 1.3495712280273438], [2755, 1.4167420864105225], [7644, 1.4259669780731201], [1635, 1.4295934438705444], [3384, 1.431980848312378], [106, 1.4363739490509033], [3449, 1.437983751296997], [3295, 1.4397525787353516], [3166, 1.4408676624298096], [9101, 1.4412323236465454]]","[[5185, 1.3495712280273438], [2755, 1.4167420864105225], [7644, 1.4259669780731201], [1635, 1.4295934438705444], [3384, 1.431980848312378], [106, 1.4363739490509033], [3449, 1.437983751296997], [3295, 1.4397525787353516], [3166, 1.4408676624298096], [9101, 1.4412323236465454]]"
2755,a large group of people are dancing in a playground,2755,"[[5185, 1.3419514894485474]]","[[5185, 1.3419514894485474], [2755, 1.3961799144744873], [512, 1.4176573753356934], [7625, 1.4287949800491333], [7117, 1.4525163173675537]]","[[5185, 1.3419514894485474], [2755, 1.3961799144744873], [512, 1.4176573753356934], [7625, 1.4287949800491333], [7117, 1.4525163173675537], [7644, 1.4550979137420654], [6332, 1.4628112316131592], [2692, 1.4631216526031494], [9462, 1.4703400135040283], [3166, 1.4750452041625977]]","[[5185, 1.3419514894485474], [2755, 1.3961799144744873], [512, 1.4176573753356934], [7625, 1.4287949800491333], [7117, 1.4525163173675537], [7644, 1.4550979137420654], [6332, 1.4628112316131592], [2692, 1.4631216526031494], [9462, 1.4703400135040283], [3166, 1.4750452041625977]]"
2755,a man perform parody music video,2755,"[[4889, 1.3969541788101196]]","[[4889, 1.3969541788101196], [43, 1.4087352752685547], [436, 1.4148099422454834], [9840, 1.4157932996749878], [7774, 1.4188437461853027]]","[[4889, 1.3969541788101196], [43, 1.4087352752685547], [436, 1.4148099422454834], [9840, 1.4157932996749878], [7774, 1.4188437461853027], [8087, 1.4210846424102783], [2738, 1.4226148128509521], [7018, 1.4410662651062012], [2974, 1.4423773288726807], [2255, 1.4499447345733643]]","[[4889, 1.3969541788101196], [43, 1.4087352752685547], [436, 1.4148099422454834], [9840, 1.4157932996749878], [7774, 1.4188437461853027], [8087, 1.4210846424102783], [2738, 1.4226148128509521], [7018, 1.4410662651062012], [2974, 1.4423773288726807], [2255, 1.4499447345733643]]"
2755,girls and guys are singing and dancing,2755,"[[7117, 1.4378061294555664]]","[[7117, 1.4378061294555664], [6708, 1.447072982788086], [7625, 1.4547827243804932], [3924, 1.457476019859314], [8064, 1.4574790000915527]]","[[7117, 1.4378061294555664], [6708, 1.447072982788086], [7625, 1.4547827243804932], [3924, 1.457476019859314], [8064, 1.4574790000915527], [5874, 1.4577734470367432], [4327, 1.4603610038757324], [352, 1.4664382934570312], [7840, 1.4666976928710938], [1538, 1.4668898582458496]]","[[7117, 1.4378061294555664], [6708, 1.447072982788086], [7625, 1.4547827243804932], [3924, 1.457476019859314], [8064, 1.4574790000915527], [5874, 1.4577734470367432], [4327, 1.4603610038757324], [352, 1.4664382934570312], [7840, 1.4666976928710938], [1538, 1.4668898582458496]]"
2755,groups are dancing in public,2755,"[[7041, 1.4657188653945923]]","[[7041, 1.4657188653945923], [7332, 1.4684209823608398], [6078, 1.4687318801879883], [8525, 1.4692683219909668], [3197, 1.4698599576950073]]","[[7041, 1.4657188653945923], [7332, 1.4684209823608398], [6078, 1.4687318801879883], [8525, 1.4692683219909668], [3197, 1.4698599576950073], [6708, 1.473116397857666], [2974, 1.4746613502502441], [735, 1.4771077632904053], [2755, 1.4787852764129639], [3166, 1.4806087017059326]]","[[7041, 1.4657188653945923], [7332, 1.4684209823608398], [6078, 1.4687318801879883], [8525, 1.4692683219909668], [3197, 1.4698599576950073], [6708, 1.473116397857666], [2974, 1.4746613502502441], [735, 1.4771077632904053], [2755, 1.4787852764129639], [3166, 1.4806087017059326]]"
2755,kids dancing out at the park,2755,"[[4833, 1.3586103916168213]]","[[4833, 1.3586103916168213], [2099, 1.4088242053985596], [5185, 1.4088704586029053], [2755, 1.4239063262939453], [512, 1.4337282180786133]]","[[4833, 1.3586103916168213], [2099, 1.4088242053985596], [5185, 1.4088704586029053], [2755, 1.4239063262939453], [512, 1.4337282180786133], [2207, 1.4348232746124268], [8955, 1.4390215873718262], [5544, 1.4438080787658691], [7625, 1.4440200328826904], [9462, 1.4463145732879639]]","[[4833, 1.3586103916168213], [2099, 1.4088242053985596], [5185, 1.4088704586029053], [2755, 1.4239063262939453], [512, 1.4337282180786133], [2207, 1.4348232746124268], [8955, 1.4390215873718262], [5544, 1.4438080787658691], [7625, 1.4440200328826904], [9462, 1.4463145732879639]]"
2755,many people are dancing together,2755,"[[7030, 1.4112868309020996]]","[[7030, 1.4112868309020996], [3197, 1.424536108970642], [7332, 1.4258394241333008], [1434, 1.427261233329773], [1156, 1.4293159246444702]]","[[7030, 1.4112868309020996], [3197, 1.424536108970642], [7332, 1.4258394241333008], [1434, 1.427261233329773], [1156, 1.4293159246444702], [6917, 1.4354028701782227], [1202, 1.4398748874664307], [4144, 1.4421149492263794], [7041, 1.4465004205703735], [6708, 1.447913646697998]]","[[7030, 1.4112868309020996], [3197, 1.424536108970642], [7332, 1.4258394241333008], [1434, 1.427261233329773], [1156, 1.4293159246444702], [6917, 1.4354028701782227], [1202, 1.4398748874664307], [4144, 1.4421149492263794], [7041, 1.4465004205703735], [6708, 1.447913646697998]]"
2755,parody video for the song watch me whip,2755,"[[2738, 1.4073171615600586]]","[[2738, 1.4073171615600586], [2755, 1.4202377796173096], [2781, 1.4241963624954224], [5757, 1.4265010356903076], [7774, 1.4397330284118652]]","[[2738, 1.4073171615600586], [2755, 1.4202377796173096], [2781, 1.4241963624954224], [5757, 1.4265010356903076], [7774, 1.4397330284118652], [3876, 1.4400105476379395], [8087, 1.442274570465088], [512, 1.4436628818511963], [6291, 1.4500787258148193], [5650, 1.459121823310852]]","[[2738, 1.4073171615600586], [2755, 1.4202377796173096], [2781, 1.4241963624954224], [5757, 1.4265010356903076], [7774, 1.4397330284118652], [3876, 1.4400105476379395], [8087, 1.442274570465088], [512, 1.4436628818511963], [6291, 1.4500787258148193], [5650, 1.459121823310852]]"
2755,people are performing a dance meme,2755,"[[2781, 1.4183781147003174]]","[[2781, 1.4183781147003174], [4583, 1.437071681022644], [3876, 1.4520796537399292], [4994, 1.465437650680542], [5627, 1.466193437576294]]","[[2781, 1.4183781147003174], [4583, 1.437071681022644], [3876, 1.4520796537399292], [4994, 1.465437650680542], [5627, 1.466193437576294], [2755, 1.4713515043258667], [6266, 1.4743720293045044], [2738, 1.4776694774627686], [5650, 1.4797394275665283], [2322, 1.4820542335510254]]","[[2781, 1.4183781147003174], [4583, 1.437071681022644], [3876, 1.4520796537399292], [4994, 1.465437650680542], [5627, 1.466193437576294], [2755, 1.4713515043258667], [6266, 1.4743720293045044], [2738, 1.4776694774627686], [5650, 1.4797394275665283], [2322, 1.4820542335510254]]"
2755,people dancing in a basketball court,2755,"[[2755, 1.4302818775177002]]","[[2755, 1.4302818775177002], [2728, 1.4345124959945679], [1667, 1.445349931716919], [2734, 1.448002815246582], [1202, 1.449488878250122]]","[[2755, 1.4302818775177002], [2728, 1.4345124959945679], [1667, 1.445349931716919], [2734, 1.448002815246582], [1202, 1.449488878250122], [512, 1.450364112854004], [8064, 1.4586246013641357], [3471, 1.4614284038543701], [3541, 1.4616488218307495], [5688, 1.4626973867416382]]","[[2755, 1.4302818775177002], [2728, 1.4345124959945679], [1667, 1.445349931716919], [2734, 1.448002815246582], [1202, 1.449488878250122], [512, 1.450364112854004], [8064, 1.4586246013641357], [3471, 1.4614284038543701], [3541, 1.4616488218307495], [5688, 1.4626973867416382]]"
2755,some people are dancing on street,2755,"[[4893, 1.4341585636138916]]","[[4893, 1.4341585636138916], [7696, 1.4493062496185303], [2974, 1.451559066772461], [4994, 1.452952265739441], [7645, 1.4609735012054443]]","[[4893, 1.4341585636138916], [7696, 1.4493062496185303], [2974, 1.451559066772461], [4994, 1.452952265739441], [7645, 1.4609735012054443], [4718, 1.4623708724975586], [7674, 1.46439790725708], [2755, 1.4648122787475586], [2648, 1.4678220748901367], [3398, 1.4679075479507446]]","[[4893, 1.4341585636138916], [7696, 1.4493062496185303], [2974, 1.451559066772461], [4994, 1.452952265739441], [7645, 1.4609735012054443], [4718, 1.4623708724975586], [7674, 1.46439790725708], [2755, 1.4648122787475586], [2648, 1.4678220748901367], [3398, 1.4679075479507446]]"
2755,girls and guys are singing and dancing,2755,"[[7117, 1.4378061294555664]]","[[7117, 1.4378061294555664], [6708, 1.447072982788086], [7625, 1.4547827243804932], [3924, 1.457476019859314], [8064, 1.4574790000915527]]","[[7117, 1.4378061294555664], [6708, 1.447072982788086], [7625, 1.4547827243804932], [3924, 1.457476019859314], [8064, 1.4574790000915527], [5874, 1.4577734470367432], [4327, 1.4603610038757324], [352, 1.4664382934570312], [7840, 1.4666976928710938], [1538, 1.4668898582458496]]","[[7117, 1.4378061294555664], [6708, 1.447072982788086], [7625, 1.4547827243804932], [3924, 1.457476019859314], [8064, 1.4574790000915527], [5874, 1.4577734470367432], [4327, 1.4603610038757324], [352, 1.4664382934570312], [7840, 1.4666976928710938], [1538, 1.4668898582458496]]"
2755,a large group of people are dancing in a playground,2755,"[[5185, 1.3419514894485474]]","[[5185, 1.3419514894485474], [2755, 1.3961799144744873], [512, 1.4176573753356934], [7625, 1.4287949800491333], [7117, 1.4525163173675537]]","[[5185, 1.3419514894485474], [2755, 1.3961799144744873], [512, 1.4176573753356934], [7625, 1.4287949800491333], [7117, 1.4525163173675537], [7644, 1.4550979137420654], [6332, 1.4628112316131592], [2692, 1.4631216526031494], [9462, 1.4703400135040283], [3166, 1.4750452041625977]]","[[5185, 1.3419514894485474], [2755, 1.3961799144744873], [512, 1.4176573753356934], [7625, 1.4287949800491333], [7117, 1.4525163173675537], [7644, 1.4550979137420654], [6332, 1.4628112316131592], [2692, 1.4631216526031494], [9462, 1.4703400135040283], [3166, 1.4750452041625977]]"
